X;Y;OBJECTID;RELI;B14BTOT;Count_;IPTA
556800;149600;301356;55681496;8;0;0
505000;144000;268586;50501440;13;1;0
537000;180900;301359;53701809;13;0;0
535900;163400;334131;53591634;9;0;0
557800;144200;71964;55781442;19;1;0
569800;195200;203049;56981952;3;0;0
545500;154000;170278;54551540;3;0;0
557800;179400;71965;55781794;18;0;0
563300;128800;268591;56331288;9;1;0
548800;154100;235821;54881541;4;0;0
557700;179200;71966;55771792;39;0;0
557900;151400;71967;55791514;3;0;0
512900;150300;268596;51291503;18;0;0
558100;146000;71971;55811460;84;2;0
558300;145400;71972;55831454;59;1;0
527100;152300;334140;52711523;8;1;0
566100;121900;203060;56611219;6;1;0
561800;146300;334144;56181463;4;0;0
558500;174100;71977;55851741;16;0;0
521700;146900;301376;52171469;5;0;0
505700;159500;301377;50571595;3;1;0
559300;144600;71980;55931446;3;7;2
517000;146700;301378;51701467;6;0;0
559700;148000;71981;55971480;5;2;0
532000;153000;170296;53201530;9;0;0
559500;143200;71984;55951432;110;16;0
559500;184100;71985;55951841;10;0;0
552500;148900;301384;55251489;3;0;0
530300;152500;170301;53031525;6;0;0
560400;141200;71992;56041412;13;3;0
560800;179900;71993;56081799;22;1;0
558600;143700;170306;55861437;10;4;0
538200;181000;203078;53821810;92;1;0
560600;141900;71994;56061419;30;16;1
507700;137700;235850;50771377;3;5;2
504200;143000;268623;50421430;9;0;0
560800;179800;71997;56081798;5;1;0
540600;160100;301397;54061601;4;0;0
560900;191300;72001;56091913;7;1;0
560900;142600;72003;56091426;5;4;1
561800;185100;72004;56181851;59;2;0
561400;131900;72006;56141319;6;0;0
515900;146800;235863;51591468;28;0;0
561500;138600;72011;56151386;10;0;0
548400;147900;235866;54841479;3;0;0
562100;185400;72012;56211854;16;2;0
507400;148400;301410;50741484;4;0;0
562100;140500;72014;56211405;3;0;0
544900;150700;268641;54491507;3;0;0
563800;129400;235870;56381294;12;3;0
562200;185200;72017;56221852;23;1;0
537900;181500;268652;53791815;5;1;0
554800;146400;170340;55481464;22;4;0
563300;183900;72029;56331839;3;0;0
564400;125400;203113;56441254;3;1;0
563200;187300;72033;56321873;3;1;0
563500;131400;72036;56351314;10;1;0
548400;180200;203121;54841802;11;1;0
563700;186900;72037;56371869;24;1;0
506300;143800;268664;50631438;11;1;0
554100;147200;170353;55411472;3;0;0
567700;133600;203124;56771336;4;0;0
502500;130700;334208;50251307;4;1;0
564400;134200;72042;56441342;4;1;0
537500;152400;235898;53751524;3;7;2
539000;180600;334211;53901806;46;1;0
564100;126800;72046;56411268;6;0;0
564300;127000;72047;56431270;9;0;0
550700;150500;268673;55071505;3;0;0
536300;152600;170362;53631526;194;11;0
565200;127500;72049;56521275;16;1;0
545900;166400;301448;54591664;3;1;0
565700;125900;72053;56571259;3;1;0
566200;121900;72055;56621219;3;1;0
540200;155900;334224;54021559;24;0;0
502900;132600;170369;50291326;7;0;0
566200;132400;72056;56621324;4;0;0
565800;195300;72058;56581953;3;0;0
558200;151900;203143;55821519;8;0;0
504200;139000;235916;50421390;7;0;0
524000;153800;235920;52401538;5;1;0
570900;134200;334235;57091342;3;1;0
567300;132300;72067;56731323;9;11;1
536000;187500;170381;53601875;5;0;0
544000;168000;170382;54401680;14;0;0
541000;155900;301470;54101559;4;2;1
521700;175800;235929;52171758;67;2;0
536500;161100;334243;53651611;41;1;0
537100;152500;235930;53711525;157;1;0
567900;122000;72076;56791220;42;5;0
527100;151900;301473;52711519;124;5;0
527400;155500;235932;52741555;21;0;0
509900;152500;334246;50991525;13;0;0
567500;118900;72079;56751189;5;1;0
530000;162400;170392;53001624;78;1;0
568200;200900;72084;56822009;7;0;0
532700;151800;235941;53271518;15;2;0
557900;143300;301484;55791433;123;4;0
540300;152700;170401;54031527;3;2;1
561300;144300;235943;56131443;3;1;0
557800;143600;203173;55781436;296;3;0
578500;133500;203174;57851335;3;2;1
568500;123700;72090;56851237;7;0;0
550400;162600;170404;55041626;3;0;0
540400;152100;334259;54041521;31;1;0
568500;200000;235947;56852000;4;0;0
569000;124300;72093;56901243;3;0;0
537500;151600;235950;53751516;176;6;0
538000;165400;203179;53801654;37;1;0
569100;127300;72095;56911273;5;2;0
506200;147300;170408;50621473;9;0;0
535000;153900;203181;53501539;111;1;0
527300;160900;203182;52731609;8;0;0
525600;150200;170413;52561502;3;0;0
569700;192200;72100;56971922;98;3;0
538900;165900;170414;53891659;21;4;0
569900;192300;72104;56991923;34;1;0
528400;152200;170418;52841522;9;3;0
539400;181500;203192;53941815;42;1;0
554700;169300;268734;55471693;5;0;0
540800;165700;334277;54081657;18;0;0
568900;199600;235965;56891996;12;2;0
545200;189400;170423;54521894;3;3;1
570800;191800;72113;57081918;7;0;0
533500;154800;334282;53351548;4;3;1
528500;159700;170428;52851597;33;0;0
571800;125800;72120;57181258;6;2;0
530600;185600;203205;53061856;4;0;0
567900;133500;203208;56791335;16;2;0
546400;159100;170437;54641591;19;1;0
514800;150300;334295;51481503;3;0;0
531500;163500;268757;53151635;40;0;0
533900;168800;334299;53391688;15;0;0
533900;166300;334302;53391663;3;0;0
573300;126700;72137;57331267;3;0;0
557900;146400;203222;55791464;3;2;1
540300;155900;268765;54031559;16;1;0
530200;167100;268766;53021671;59;1;0
573400;146800;72141;57341468;3;0;0
508100;161200;301538;50811612;3;0;0
506500;138100;268770;50651381;97;1;0
504100;132000;301542;50411320;24;1;0
519600;171300;301543;51961713;3;1;0
565900;195100;334315;56591951;13;1;0
553500;156200;236002;55351562;3;3;1
552700;169700;170462;55271697;6;0;0
574500;144700;72150;57451447;3;0;0
526300;150700;236007;52631507;45;0;0
536100;168000;268780;53611680;32;0;0
531000;152400;268781;53101524;25;0;0
536500;159700;203239;53651597;24;1;0
543200;178400;301552;54321784;17;1;0
536100;167600;268782;53611676;46;2;0
506100;144000;236013;50611440;21;1;0
547800;149600;236014;54781496;3;0;0
535400;153900;334328;53541539;207;1;0
563700;129900;334329;56371299;53;2;0
514900;147800;170477;51491478;3;1;0
536800;185200;236021;53681852;6;0;0
569200;191800;268793;56921918;5;1;0
543700;164300;334338;54371643;24;1;0
520800;146900;334340;52081469;6;0;0
525000;152800;334341;52501528;9;0;0
549400;147900;268799;54941479;40;2;0
529000;176000;203260;52901760;37;1;0
576400;148500;72180;57641485;3;0;0
536600;153500;268812;53661535;23;2;0
507400;137500;301583;50741375;141;2;0
577800;133600;72187;57781336;18;2;0
537900;160100;203273;53791601;39;1;0
509100;141800;268816;50911418;125;0;0
538800;153400;170503;53881534;3;1;0
545900;154600;268824;54591546;11;1;0
561200;138200;268825;56121382;28;1;0
526100;152500;203285;52611525;3;1;0
567600;122500;268829;56761225;10;3;0
557400;179200;236061;55741792;11;0;0
536000;170400;203292;53601704;34;1;0
580600;140500;72211;58061405;3;0;0
550700;168800;203297;55071688;22;0;0
530800;160900;170527;53081609;13;0;0
513800;166700;203298;51381667;6;1;0
568400;121300;236069;56841213;3;0;0
541600;172500;170528;54161725;36;1;0
581200;148700;72216;58121487;4;0;0
566100;195300;301616;56611953;4;0;0
536700;151800;301617;53671518;105;2;0
506900;138200;268846;50691382;10;2;0
550100;172100;334392;55011721;4;1;0
545800;194500;301624;54581945;3;0;0
582400;148700;72229;58241487;47;1;0
569800;191900;170544;56981919;5;2;0
579400;133200;301631;57941332;8;0;0
550300;168700;268860;55031687;8;1;0
560500;141500;203319;56051415;111;4;0
570700;128700;334404;57071287;7;0;0
545300;155100;170549;54531551;3;0;0
547200;148600;301637;54721486;7;1;0
572600;195300;268868;57261953;32;1;0
529700;182300;203327;52971823;3;1;0
543800;149500;268873;54381495;15;1;0
549700;147100;334416;54971471;3;1;0
539200;161000;268876;53921610;18;1;0
538500;165900;203334;53851659;37;3;0
546500;175800;236105;54651758;5;0;0
543000;171500;236106;54301715;37;2;0
577200;141700;236107;57721417;3;0;0
533500;172400;301654;53351724;28;0;0
530900;151700;203343;53091517;49;0;0
538800;181300;170573;53881813;82;1;0
535900;153400;268887;53591534;169;2;0
567400;118800;268888;56741188;25;1;0
558400;136800;236121;55841368;3;1;0
521200;148100;203355;52121481;38;1;0
529800;172200;170585;52981722;3;2;1
540400;151200;301671;54041512;83;3;0
528700;156300;334443;52871563;26;0;0
556400;175200;203361;55641752;10;0;0
511200;166600;170590;51121666;6;1;0
556300;146700;203362;55631467;34;3;0
543800;150600;301678;54381506;4;0;0
571900;125300;334451;57191253;3;2;1
558600;143800;268910;55861438;8;7;1
570000;191500;334453;57001915;6;0;0
560500;137600;236140;56051376;16;0;0
507600;162600;203373;50761626;13;1;0
535100;167000;301687;53511670;36;1;0
571200;199000;236146;57121990;5;0;0
519000;169500;170605;51901695;5;0;0
538600;166800;334464;53861668;3;0;0
569500;189300;236155;56951893;18;2;0
559600;192900;170617;55961929;3;0;0
545900;162300;236160;54591623;3;0;0
507500;137600;301702;50751376;173;2;0
556900;147300;334474;55691473;14;1;0
517100;148000;236161;51711480;19;0;0
576900;147300;203392;57691473;17;2;0
542000;156500;203394;54201565;4;2;1
509400;146600;170624;50941466;20;1;0
525100;149000;334481;52511490;3;1;0
548700;152900;268939;54871529;3;0;0
539700;153800;268941;53971538;56;2;0
553300;157700;334484;55331577;22;0;0
533800;155600;203401;53381556;5;2;0
561000;146900;236172;56101469;3;0;0
549300;148200;301715;54931482;85;2;0
561500;185900;236176;56151859;36;0;0
516500;146200;170634;51651462;3;0;0
531100;161300;334491;53111613;34;1;0
561000;143100;301721;56101431;4;1;0
563300;187000;268954;56331870;6;2;0
518800;147200;301727;51881472;3;0;0
533600;173500;236186;53361735;27;2;0
571800;135800;203420;57181358;3;0;0
523300;158500;170649;52331585;18;0;0
530300;178400;301735;53031784;26;1;0
548000;161500;301737;54801615;3;0;0
550100;158800;203424;55011588;19;0;0
549600;157900;301738;54961579;8;0;0
541000;188000;236197;54101880;7;0;0
528100;152400;334517;52811524;30;4;0
532100;156000;301746;53211560;51;3;0
502900;145300;236205;50291453;3;0;0
572400;126300;268976;57241263;3;0;0
531000;175100;301749;53101751;33;3;0
561500;176800;236210;56151768;3;0;0
541600;161200;203445;54161612;10;1;0
535700;154300;268988;53571543;12;1;0
570800;132800;236220;57081328;5;0;0
499300;129900;137907;49931299;40;0;0
561500;143400;170678;56151434;3;0;0
536000;160100;334534;53601601;26;1;0
499500;130200;137908;49951302;21;1;0
532900;179500;203451;53291795;30;0;0
574600;133900;334536;57461339;8;1;0
558400;143500;236223;55841435;173;7;0
504000;136600;334537;50401366;24;1;0
571700;123200;170684;57171232;3;1;0
541300;185600;334540;54131856;3;0;0
502900;130600;268999;50291306;32;0;0
551200;179700;236232;55121797;3;0;0
501000;145000;137921;50101450;35;1;0
565500;126800;301776;56551268;25;1;0
534500;162300;203464;53451623;41;1;0
554700;148000;301777;55471480;19;1;0
579700;133300;170694;57971333;3;1;0
502200;128100;137924;50221281;9;1;0
501900;132400;137925;50191324;12;0;0
502000;129100;137926;50201291;4;0;0
515300;157000;269011;51531570;5;0;0
502600;139300;137929;50261393;43;1;0
502500;129900;137930;50251299;20;0;0
540300;196100;170701;54031961;3;1;0
540400;153200;269015;54041532;5;1;0
502500;129000;137931;50251290;19;1;0
502400;129900;137932;50241299;7;0;0
503000;131000;137934;50301310;18;0;0
503000;129100;137935;50301291;18;1;0
547000;183500;269020;54701835;23;2;0
502900;137100;137936;50291371;36;1;0
503100;141300;137937;50311413;3;0;0
503100;129900;137938;50311299;15;0;0
557900;179200;170710;55791792;49;1;0
504000;138800;137940;50401388;29;1;0
570200;193000;269025;57021930;3;1;0
545900;162000;170712;54591620;5;0;0
534500;175600;203483;53451756;8;1;0
503700;132000;137942;50371320;24;0;0
563300;129900;301797;56331299;3;2;1
555100;172200;334568;55511722;4;1;0
504800;132200;137945;50481322;6;0;0
506000;137200;137946;50601372;76;2;0
505500;160400;137947;50551604;5;0;0
558500;145000;269032;55851450;14;4;0
561100;185500;170721;56111855;35;1;0
505200;141400;137951;50521414;4;1;0
567800;124500;203494;56781245;3;0;0
562700;129400;334579;56271294;32;0;0
506600;138000;137953;50661380;41;0;0
559100;144000;334580;55911440;45;3;0
506600;145100;137957;50661451;3;0;0
566400;199200;269042;56641992;3;0;0
548100;149400;203500;54811494;19;1;0
506400;137700;137958;50641377;324;2;0
507400;146500;137959;50741465;24;1;0
507200;148200;137960;50721482;10;0;0
507200;148000;137961;50721480;3;0;0
508600;147500;203503;50861475;3;0;0
507900;161600;137962;50791616;22;0;0
508100;138900;137963;50811389;13;3;0
508500;143800;137964;50851438;11;1;0
547600;149200;269048;54761492;3;0;0
513500;169000;203507;51351690;3;0;0
553600;170400;236278;55361704;5;0;0
511200;149800;137966;51121498;8;0;0
510100;147900;137967;51011479;3;0;0
515000;168500;137968;51501685;9;1;0
558600;134800;301824;55861348;6;1;0
574600;138800;170740;57461388;3;0;0
514400;149600;137969;51441496;6;1;0
521600;152600;301825;52161526;49;0;0
515100;146200;137970;51511462;32;1;0
533300;160000;334596;53331600;9;0;0
515100;154000;137971;51511540;3;0;0
524300;152100;203514;52431521;17;1;0
539400;152900;170743;53941529;71;3;0
513600;152100;137972;51361521;5;0;0
512800;152100;137973;51281521;3;0;0
515400;145700;137974;51541457;176;3;0
563200;129200;334600;56321292;24;7;0
517600;148800;137975;51761488;6;1;0
516700;146300;137976;51671463;22;1;0
517000;157300;137977;51701573;8;0;0
530900;179500;301832;53091795;7;0;0
515700;145800;137978;51571458;3;0;0
517200;158300;137979;51721583;3;1;0
552400;146900;334606;55241469;27;6;0
527900;184700;269064;52791847;4;0;0
521400;176700;137980;52141767;6;0;0
520800;150600;137981;52081506;19;1;0
563800;187500;269065;56381875;3;1;0
521000;175900;137982;52101759;49;1;0
519400;146700;137983;51941467;16;0;0
523800;170700;137984;52381707;3;0;0
522500;147200;137985;52251472;4;1;0
524000;171400;137986;52401714;4;0;0
523500;147600;137987;52351476;114;1;0
526000;156600;137988;52601566;37;1;0
526100;166200;137989;52611662;7;0;0
561200;139300;334616;56121393;13;0;0
524500;166700;137990;52451667;37;1;0
501400;139600;269075;50141396;8;0;0
514600;147700;203533;51461477;7;1;0
570100;146100;170763;57011461;3;1;0
525800;150000;137992;52581500;13;0;0
524600;148000;137993;52461480;4;1;0
506000;137300;203535;50601373;28;2;0
527300;178400;137994;52731784;14;1;0
527700;151800;236308;52771518;3;1;0
527600;151200;137995;52761512;121;2;0
527600;151100;137996;52761511;132;3;0
526900;152200;137997;52691522;46;1;0
556500;155500;334624;55651555;5;1;0
527500;152100;137999;52751521;98;1;0
528000;186700;138000;52801867;4;0;0
528100;152000;138001;52811520;133;3;0
528400;162100;138002;52841621;11;0;0
510400;151900;269086;51041519;3;1;0
561000;139200;170774;56101392;34;0;0
538800;174100;269088;53881741;42;1;0
529900;182200;138004;52991822;12;1;0
528900;168900;138005;52891689;22;0;0
529200;155500;138006;52921555;9;0;0
519000;173900;269091;51901739;22;1;0
529300;153100;138007;52931531;27;2;0
530100;178400;138008;53011784;13;0;0
542700;187800;301864;54271878;52;1;0
530800;176100;138009;53081761;37;1;0
510400;139000;334635;51041390;4;0;0
531200;155900;138010;53121559;3;0;0
532200;152700;138011;53221527;3;1;0
532300;186800;138012;53231868;27;1;0
503500;140900;334639;50351409;18;0;0
532400;167600;138013;53241676;4;1;0
546100;163200;334640;54611632;8;0;0
533600;173900;138014;53361739;182;1;0
533600;174000;138015;53361740;189;1;0
533400;153400;138016;53341534;31;2;0
533900;180900;138017;53391809;3;0;0
508200;139300;269101;50821393;20;1;0
533600;158900;138018;53361589;7;0;0
524700;148500;170790;52471485;88;3;0
534200;163800;138019;53421638;4;0;0
534500;155200;138020;53451552;3;1;0
534600;154200;138021;53461542;77;1;0
529100;169000;269105;52911690;75;0;0
535700;164700;138022;53571647;6;0;0
535100;153200;138023;53511532;3;1;0
522700;169000;301878;52271690;15;2;0
513100;143100;203565;51311431;10;0;0
535100;156000;138024;53511560;4;0;0
537300;189700;269109;53731897;13;1;0
543500;155100;301882;54351551;11;0;0
536300;180900;138027;53631809;21;1;0
535800;172700;138028;53581727;8;1;0
532800;154300;269112;53281543;79;1;0
537000;153500;138029;53701535;141;4;0
559400;193300;170801;55941933;5;1;0
536700;154300;138030;53671543;315;5;0
525200;160500;203572;52521605;27;0;0
560400;190200;236344;56041902;4;0;0
537700;186700;138031;53771867;37;2;0
536100;158000;334658;53611580;5;1;0
574900;145100;170803;57491451;3;0;0
565500;126600;269116;56551266;13;2;0
509500;149800;203574;50951498;6;1;0
537300;151300;138033;53731513;40;1;0
520800;165700;301889;52081657;3;2;1
537600;152800;138034;53761528;151;19;0
537700;169600;138035;53771696;3;1;0
537200;151400;138036;53721514;19;1;0
537800;156200;138037;53781562;33;0;0
548800;160700;334664;54881607;59;1;0
538500;181100;138038;53851811;6;3;1
538200;182300;138039;53821823;5;1;0
538100;163700;138040;53811637;3;0;0
557300;133600;301895;55731336;3;0;0
538300;156800;138041;53831568;22;1;0
530200;174700;334668;53021747;12;2;0
574700;146000;170813;57471460;3;0;0
538300;156500;138042;53831565;4;1;0
557100;147500;170814;55711475;8;0;0
508300;161900;301898;50831619;16;1;0
538600;181300;138043;53861813;92;5;0
538600;165600;138044;53861656;112;4;0
507100;160800;170815;50711608;7;1;0
561200;139000;334671;56121390;9;0;0
532700;154200;301901;53271542;81;1;0
538700;181600;138046;53871816;41;3;0
538900;167000;138047;53891670;5;0;0
538900;160100;138048;53891601;22;1;0
538600;154800;138049;53861548;56;2;0
539100;166000;138050;53911660;13;4;0
536300;161100;334677;53631611;13;1;0
539000;176600;138051;53901766;11;1;0
538900;165800;138052;53891658;11;4;0
539100;160600;138053;53911606;4;0;0
539600;153000;138054;53961530;165;2;0
540300;151700;269138;54031517;80;2;0
535400;152100;170826;53541521;8;0;0
540000;154800;138055;54001548;23;1;0
540000;153200;138056;54001532;15;3;0
540100;154900;138057;54011549;74;4;0
541200;161700;138058;54121617;5;0;0
540800;181300;138059;54081813;58;1;0
541000;151400;138060;54101514;23;2;0
505700;145500;334686;50571455;5;2;0
541200;181200;138061;54121812;12;1;0
541000;165600;301917;54101656;3;0;0
541900;161300;138062;54191613;44;2;0
541800;151500;138063;54181515;26;4;0
557700;146100;334690;55771461;6;5;1
541300;172100;138064;54131721;16;0;0
539000;152600;236379;53901526;130;1;0
542000;174700;138066;54201747;24;0;0
545100;181200;334694;54511812;18;1;0
541300;156700;138068;54131567;13;0;0
542100;153100;138069;54211531;13;1;0
504500;142600;334696;50451426;6;0;0
543000;154900;138070;54301549;3;0;0
543000;151200;138071;54301512;8;1;0
560400;147100;301927;56041471;3;0;0
542200;150600;138072;54221506;141;4;0
534400;154800;334699;53441548;41;3;0
542200;155000;138073;54221550;6;1;0
558700;144700;203615;55871447;12;4;0
542200;150700;138074;54221507;55;3;0
544500;166000;138075;54451660;3;1;0
508100;144300;269160;50811443;5;0;0
543800;166400;138076;54381664;3;0;0
568300;126600;301931;56831266;4;0;0
543500;156300;138077;54351563;39;0;0
543600;176900;138078;54361769;17;1;0
543200;150500;138079;54321505;5;0;0
545500;165100;138080;54551651;3;0;0
545600;169800;138081;54561698;3;1;0
544900;161800;138082;54491618;3;0;0
545300;154800;138083;54531548;4;0;0
574600;134000;203625;57461340;3;1;0
544700;150200;138084;54471502;17;1;0
544700;149100;138085;54471491;18;0;0
533000;160600;203627;53301606;20;1;0
530100;175700;334712;53011757;7;1;0
533100;157200;170858;53311572;3;2;1
546000;158400;138090;54601584;4;1;0
547100;182800;138091;54711828;6;0;0
546400;163900;138093;54641639;3;0;0
548500;154500;138094;54851545;20;0;0
547300;160700;138096;54731607;19;1;0
548200;158500;138097;54821585;4;0;0
548300;156200;269182;54831562;6;0;0
548700;168500;138098;54871685;3;0;0
563300;183700;269183;56331837;3;0;0
568500;123800;236412;56851238;3;0;0
528900;167900;334727;52891679;43;1;0
558900;178500;236414;55891785;3;1;0
549400;171600;138101;54941716;3;1;0
548600;181500;138102;54861815;12;0;0
548600;154800;138103;54861548;81;1;0
521400;154000;170875;52141540;9;0;0
550000;168300;138104;55001683;12;1;0
549700;157700;138105;54971577;46;1;0
551900;156300;138108;55191563;9;0;0
551300;170700;138109;55131707;3;0;0
551000;147100;138110;55101471;4;1;0
539400;181000;170881;53941810;143;0;0
551500;153600;138111;55151536;8;0;0
552600;151100;138113;55261511;5;0;0
532600;184200;170886;53261842;8;1;0
552800;179400;138115;55281794;16;1;0
553000;175200;138116;55301752;22;1;0
553300;157500;138117;55331575;44;1;0
553000;147500;138118;55301475;22;0;0
553100;147600;138119;55311476;4;0;0
534800;155300;269204;53481553;9;0;0
516600;148300;170895;51661483;14;0;0
515300;147800;269208;51531478;4;1;0
553900;172400;138130;55391724;6;0;0
574300;138500;301986;57431385;3;0;0
510300;152000;269218;51031520;18;1;0
568300;196500;236449;56831965;22;2;0
527300;152400;236450;52731524;7;0;0
547900;172400;269222;54791724;10;1;0
498800;145400;39827;49881454;13;1;0
540000;179700;203682;54001797;17;1;0
567700;119100;236454;56771191;6;0;0
555200;144700;138143;55521447;81;2;0
570800;127200;203685;57081272;6;3;1
555300;169400;138144;55531694;5;0;0
573200;122900;170916;57321229;5;2;0
555300;169200;138145;55531692;10;1;0
560600;137000;334775;56061370;3;0;0
512300;152400;236463;51231524;4;0;0
555700;144800;138150;55571448;27;4;0
555600;144400;138151;55561444;13;1;0
530900;154100;203693;53091541;19;0;0
548800;160300;170923;54881603;30;1;0
555600;158900;138152;55561589;11;0;0
540800;180600;302007;54081806;3;1;0
502100;145000;39840;50211450;9;1;0
505200;159200;203696;50521592;11;0;0
502100;136700;39842;50211367;20;1;0
543400;151800;269240;54341518;51;1;0
528100;151700;334783;52811517;5;5;1
556200;149400;138157;55621494;15;0;0
557700;151000;302013;55771510;7;1;0
556800;144800;138159;55681448;38;0;0
502800;128700;39846;50281287;9;0;0
502300;128100;39847;50231281;3;1;0
532600;158600;302018;53261586;8;0;0
518800;148800;170934;51881488;3;0;0
511500;143700;269247;51151437;3;0;0
556700;144500;138164;55671445;10;3;0
503600;137800;39851;50361378;3;0;0
563100;130300;236479;56311303;27;1;0
545100;159000;334792;54511590;4;0;0
504600;132600;39855;50461326;25;0;0
538200;158700;236484;53821587;5;1;0
557800;178900;138172;55781789;14;0;0
505000;159000;39859;50501590;18;0;0
557700;146300;138174;55771463;13;2;0
505100;145700;39861;50511457;23;0;0
545700;160000;203717;54571600;5;0;0
504700;143700;39862;50471437;5;0;0
557700;147100;138176;55771471;23;0;0
505000;137500;39863;50501375;4;1;0
549900;147600;203719;54991476;3;1;0
504800;146000;39865;50481460;3;0;0
536000;153200;236492;53601532;53;3;0
505100;136500;39866;50511365;3;0;0
505400;159300;39867;50541593;6;1;0
532900;151900;203723;53291519;21;2;0
558400;143900;138181;55841439;12;6;1
568400;123900;269266;56841239;3;2;1
538400;182700;203724;53841827;25;1;0
538600;153700;269267;53861537;8;2;0
505800;160000;39870;50581600;23;1;0
505300;134400;39872;50531344;3;0;0
558800;178500;138186;55881785;12;1;0
535300;156300;269270;53531563;29;1;0
506300;161200;39873;50631612;16;0;0
535800;154200;269271;53581542;10;1;0
507000;147200;39875;50701472;4;0;0
515600;148600;269272;51561486;21;1;0
558900;144300;138189;55891443;18;3;0
507500;138300;39877;50751383;4;0;0
559100;143200;138190;55911432;82;10;0
507200;160800;39878;50721608;3;1;0
541300;172600;236504;54131726;21;0;0
508200;149100;39880;50821491;18;0;0
559000;144000;138193;55901440;21;3;0
508900;142600;39881;50891426;38;0;0
538500;151500;269280;53851515;149;2;0
507800;140800;39884;50781408;3;0;0
508600;144200;39885;50861442;8;0;0
509700;144200;39886;50971442;3;0;0
559000;143200;138199;55901432;29;13;0
559300;192700;138200;55931927;11;0;0
510300;140200;39887;51031402;54;0;0
509800;142300;39888;50981423;192;0;0
567900;133700;302057;56791337;4;1;0
510300;143800;39889;51031438;9;0;0
540200;155700;170974;54021557;18;1;0
560000;136100;138204;56001361;209;1;0
511400;141100;39891;51141411;6;0;0
542300;150300;236517;54231503;75;2;0
534100;164500;203747;53411645;31;1;0
560700;140700;170976;56071407;4;1;0
559800;134100;138205;55981341;3;0;0
509500;152400;39892;50951524;11;0;0
559500;193300;138206;55951933;3;1;0
509500;167200;39893;50951672;3;0;0
510500;142000;39894;51051420;4;2;1
559600;144300;138207;55961443;3;4;1
509600;163400;39895;50961634;26;0;0
511600;169300;302064;51161693;6;0;0
510800;141500;39896;51081415;41;1;0
517500;150400;269293;51751504;6;1;0
515100;154400;39897;51511544;34;1;0
560300;144200;138210;56031442;6;0;0
513400;151800;39898;51341518;25;0;0
506100;143400;334838;50611434;37;1;0
512900;168200;39899;51291682;3;1;0
512900;143600;39900;51291436;26;1;0
560200;136100;138214;56021361;12;1;0
516000;153900;39901;51601539;6;0;0
501400;133300;334841;50141333;3;1;0
516000;157600;39902;51601576;5;0;0
560800;134400;138215;56081344;14;1;0
516300;146200;39903;51631462;65;2;0
533000;160700;170988;53301607;53;1;0
517600;148700;39904;51761487;5;0;0
561100;185800;138218;56111858;21;0;0
517600;173600;39905;51761736;37;0;0
561700;185200;138219;56171852;30;2;0
515600;146100;39906;51561461;63;2;0
519100;173700;39907;51911737;15;0;0
534600;158300;269305;53461583;8;0;0
561500;139200;138221;56151392;13;0;0
520400;149500;39908;52041495;5;0;0
519700;176000;39909;51971760;5;2;0
518300;147800;170993;51831478;6;0;0
519800;149600;39910;51981496;43;2;0
562100;185800;138224;56211858;12;1;0
519500;174300;39911;51951743;9;0;0
523000;156000;39912;52301560;7;0;0
562200;144800;138225;56221448;13;2;0
523100;155000;39913;52311550;8;1;0
523800;147600;39914;52381476;21;0;0
562700;186000;138228;56271860;52;0;0
521800;148600;39915;52181486;38;0;0
567600;122100;170999;56761221;60;7;0
523900;155300;39916;52391553;15;0;0
521700;163700;39917;52171637;6;1;0
553200;173100;302085;55321731;3;0;0
522200;147300;39918;52221473;66;2;0
562800;129700;138231;56281297;127;1;0
525000;148700;39919;52501487;3;2;1
524400;154600;171003;52441546;6;1;0
537300;171600;334859;53731716;3;1;0
562800;191700;138233;56281917;27;0;0
526100;153000;39920;52611530;3;1;0
536400;160100;334860;53641601;7;1;0
567600;197500;203776;56761975;3;0;0
524500;167100;39921;52451671;5;0;0
561500;186500;236548;56151865;8;0;0
524100;165600;39922;52411656;3;0;0
549800;174800;269320;54981748;9;1;0
514400;144900;171007;51441449;5;0;0
524600;167000;39923;52461670;8;1;0
563100;130400;138236;56311304;3;0;0
529700;155200;203779;52971552;6;0;0
527300;161500;39924;52731615;6;1;0
563600;186600;138237;56361866;36;1;0
563600;126200;138238;56361262;4;0;0
527800;153200;39925;52781532;31;2;0
535900;165200;171010;53591652;9;1;0
538500;152100;302095;53851521;47;6;0
526700;151200;39927;52671512;14;2;0
527200;152600;39928;52721526;3;0;0
528500;162700;39929;52851627;81;0;0
528600;163600;39930;52861636;7;0;0
503200;131400;302099;50321314;30;1;0
528700;167400;39931;52871674;6;0;0
518700;149200;302100;51871492;3;1;0
528800;157900;39932;52881579;44;1;0
565800;129900;138246;56581299;7;0;0
548100;149200;302101;54811492;17;1;0
528900;156000;39934;52891560;7;1;0
530100;168700;39935;53011687;37;0;0
530100;151700;39936;53011517;3;0;0
565700;131300;138249;56571313;6;0;0
530800;186300;39937;53081863;5;0;0
548700;149000;236563;54871490;13;1;0
519800;161000;269335;51981610;3;2;1
530700;158800;39938;53071588;25;1;0
577900;133700;236564;57791337;12;2;0
544300;175100;269336;54431751;22;1;0
530100;163100;39939;53011631;3;0;0
532000;158700;39940;53201587;15;1;0
559900;177700;171025;55991777;7;1;0
532200;184500;39942;53221845;20;2;0
543000;153800;269340;54301538;6;1;0
532200;187100;39943;53221871;3;0;0
532900;160900;302112;53291609;3;0;0
