X;Y;OBJECTID;RELI;B14BTOT;Count_;IPTA
533300;160200;111432;53331602;3;0;0
534800;184600;340830;53481846;3;1;0
533100;160200;111433;53311602;8;0;0
533100;179900;111434;53311799;15;0;0
533600;173700;111435;53361737;143;2;0
563400;186700;176977;56341867;6;2;0
534000;173100;111436;53401731;23;0;0
504300;142400;209750;50431424;15;0;0
534200;166200;111437;53421662;13;1;0
534100;156500;111438;53411565;42;1;0
516900;150000;176980;51691500;3;0;0
534400;175500;275293;53441755;20;1;0
562100;185100;242523;56211851;49;1;0
534400;186200;111439;53441862;3;1;0
535300;153800;111440;53531538;117;0;0
562300;186100;209754;56231861;4;0;0
535300;156500;111441;53531565;28;1;0
540700;156200;275297;54071562;19;1;0
542800;187700;144213;54281877;12;1;0
535100;167100;111442;53511671;34;1;0
534800;155400;111443;53481554;3;0;0
536000;153700;111444;53601537;41;2;0
535800;165200;111445;53581652;9;1;0
556400;144500;308072;55641445;39;2;0
536100;167800;111446;53611678;23;2;0
536900;152000;111447;53691520;179;4;0
537000;152700;111448;53701527;11;2;0
536600;183500;111449;53661835;15;2;0
519900;171500;275304;51991715;15;1;0
537500;189900;111450;53751899;3;0;0
537700;156700;111451;53771567;26;0;0
530600;153800;308077;53061538;3;0;0
533200;153300;275307;53321533;160;3;0
537400;152500;111453;53741525;11;4;0
530900;159100;242537;53091591;19;1;0
538100;182800;144224;53811828;8;0;0
537300;162200;111454;53731622;11;0;0
544300;166000;144225;54431660;5;1;0
537800;162500;111455;53781625;13;1;0
538000;156400;111456;53801564;19;0;0
504700;138500;308083;50471385;9;1;0
537900;182400;111457;53791824;7;1;0
538400;182400;111458;53841824;73;1;0
538200;153500;111459;53821535;238;1;0
538400;159400;111460;53841594;12;0;0
574900;145500;308087;57491455;3;0;0
538400;153500;111461;53841535;6;1;0
521800;152700;242546;52181527;23;0;0
538300;188500;111462;53831885;4;0;0
504500;135100;308088;50451351;4;0;0
495500;146900;242547;49551469;4;1;0
538700;165700;111463;53871657;25;3;0
534700;166700;275319;53471667;3;0;0
538800;180800;111464;53881808;53;0;0
538600;155700;111465;53861557;27;0;0
507000;138000;177007;50701380;42;7;0
529900;153100;308092;52991531;15;2;0
538600;182100;111466;53861821;7;1;0
559100;143500;144237;55911435;20;7;0
538700;167600;111467;53871676;82;3;0
561100;134100;242551;56111341;33;2;0
538900;159600;111468;53891596;48;2;0
539100;166300;111470;53911663;5;1;0
521100;146900;177013;52111469;3;0;0
539600;152500;111472;53961525;184;1;0
540100;152400;111473;54011524;28;2;0
540400;156000;111474;54041560;21;2;0
540000;154900;111475;54001549;216;1;0
541000;151500;111477;54101515;25;2;0
534200;153200;308104;53421532;4;4;1
541100;162900;111478;54111629;6;0;0
541500;169100;111479;54151691;3;0;0
503700;131200;340877;50371312;7;1;0
541300;161300;111480;54131613;9;0;0
541800;156200;111481;54181562;12;0;0
541800;157300;111482;54181573;3;0;0
515100;145100;144254;51511451;11;1;0
532800;153000;242567;53281530;49;3;0
542400;151800;111484;54241518;32;2;0
542700;180500;111485;54271805;3;0;0
528500;156400;209799;52851564;19;0;0
544200;188800;111486;54421888;3;1;0
530600;159200;177029;53061592;10;1;0
543500;151700;111488;54351517;12;1;0
527400;160900;308115;52741609;4;0;0
543600;155600;111489;54361556;14;0;0
536300;181100;209803;53631811;38;2;0
543200;150200;111491;54321502;13;0;0
545800;148900;111492;54581489;3;2;1
559400;143100;340889;55941431;29;17;1
544800;152100;111493;54481521;5;0;0
545200;173100;111494;54521731;4;0;0
535700;154800;209808;53571548;53;1;0
544900;150500;111495;54491505;3;0;0
545000;173200;111496;54501732;3;0;0
534000;166400;209809;53401664;6;0;0
571200;123500;144267;57121235;5;0;0
538600;153300;340894;53861533;50;1;0
524300;166900;144268;52431669;3;0;0
545700;179800;111497;54571798;3;0;0
545500;166000;111498;54551660;6;1;0
546500;176300;111499;54651763;13;2;0
542600;161100;177042;54261611;17;0;0
547200;156700;111500;54721567;5;0;0
557000;157200;275356;55701572;3;0;0
507600;137400;144272;50761374;177;2;0
546200;181200;111503;54621812;6;0;0
567100;124900;242587;56711249;6;0;0
547100;152900;308131;54711529;3;0;0
535000;154900;209818;53501549;12;1;0
546700;183700;111505;54671837;28;1;0
546000;183900;111506;54601839;9;0;0
554100;146600;177048;55411466;32;5;0
530500;186200;144278;53051862;16;0;0
559600;147000;177050;55961470;3;2;1
547100;162500;111508;54711625;8;0;0
548000;149200;111509;54801492;3;1;0
547800;148200;111510;54781482;3;1;0
547600;154500;111511;54761545;4;0;0
547400;190400;111512;54741904;4;1;0
530000;178200;308139;53001782;8;0;0
549600;180600;111515;54961806;3;0;0
549200;161900;111517;54921619;9;1;0
549500;147500;111518;54951475;3;2;1
529100;164200;209832;52911642;3;0;0
548900;168700;111519;54891687;4;0;0
550300;166700;111520;55031667;11;1;0
539400;152600;242605;53941526;13;2;0
550300;151900;111521;55031519;18;0;0
537800;153100;209835;53781531;151;4;0
555700;181500;177064;55571815;3;0;0
550700;168600;111522;55071686;111;0;0
554200;148400;340920;55421484;9;0;0
550700;168400;111523;55071684;66;0;0
554400;147400;177065;55441474;13;1;0
578000;145500;242609;57801455;3;0;0
554700;146300;144296;55471463;33;4;0
550500;153200;111526;55051532;3;0;0
547700;183000;144298;54771830;15;1;0
567400;132200;340924;56741322;11;0;0
551200;169400;111527;55121694;31;1;0
540500;155700;275383;54051557;13;1;0
551300;180200;111529;55131802;12;2;0
500800;137900;177073;50081379;48;0;0
551400;169500;111533;55141695;4;0;0
503000;131500;340931;50301315;18;1;0
551800;154400;111534;55181544;6;1;0
580800;147900;209848;58081479;3;1;0
552600;146800;111536;55261468;51;3;0
552200;155700;111538;55221557;3;0;0
563500;128800;242622;56351288;34;1;0
552500;154700;111539;55251547;4;0;0
569600;127700;340936;56961277;3;1;0
505400;146400;308167;50541464;18;1;0
553100;147300;111542;55311473;8;0;0
538500;177800;308170;53851778;27;1;0
544800;154400;177088;54481544;5;0;0
553000;150900;111546;55301509;6;0;0
535300;159600;177089;53531596;4;0;0
553600;172900;111548;55361729;82;0;0
540800;151300;242633;54081513;51;6;0
554100;157700;111550;55411577;6;1;0
531300;161000;144321;53131610;11;0;0
526500;151600;340947;52651516;129;2;0
543200;155800;242635;54321558;27;0;0
554400;145700;111551;55441457;102;4;0
505800;143700;275407;50581437;6;2;0
554400;155300;111552;55441553;3;0;0
540900;150900;308178;54091509;86;2;0
561100;185600;209866;56111856;35;1;0
539000;151000;308179;53901510;41;1;0
555100;169100;111555;55511691;9;1;0
503900;131300;209869;50391313;53;0;0
535800;186700;275413;53581867;3;1;0
537100;180900;340957;53711809;14;0;0
545900;165000;144333;54591650;3;0;0
505200;140900;177105;50521409;7;1;0
540200;155500;144334;54021555;4;1;0
519800;155800;177106;51981558;3;1;0
537400;154500;308192;53741545;111;1;0
541200;155200;275422;54121552;36;1;0
533200;156600;144339;53321566;37;0;0
546400;159200;144340;54641592;20;1;0
549400;153500;209884;54941535;3;0;0
546800;159400;308198;54681594;10;0;0
519700;173900;308199;51971739;34;0;0
569700;124500;340970;56971245;31;2;0
532100;155200;177117;53211552;106;2;0
557900;144000;111575;55791440;27;3;0
557900;144100;111578;55791441;39;3;0
554300;146600;275433;55431466;16;5;0
515700;157000;308205;51571570;6;0;0
558000;148600;111579;55801486;3;0;0
578800;146500;308207;57881465;3;1;0
558000;143200;111581;55801432;3;3;1
508100;138000;340979;50811380;10;0;0
538100;183300;308209;53811833;54;1;0
574900;146600;275439;57491466;5;0;0
558300;146400;111584;55831464;19;3;0
505400;134900;308210;50541349;6;1;0
558300;147300;111585;55831473;3;3;1
563800;129300;308211;56381293;4;3;1
558400;147200;111586;55841472;3;3;1
505200;138100;177129;50521381;4;1;0
558300;133700;111589;55831337;3;0;0
558300;144400;111590;55831444;21;2;0
540700;152500;209904;54071525;107;1;0
533900;179400;144363;53391794;4;0;0
507500;163600;242676;50751636;18;0;0
549800;160100;242678;54981601;12;1;0
535300;155200;177136;53531552;9;0;0
559300;142600;111594;55931426;29;11;0
546600;156900;308221;54661569;6;0;0
532700;156000;340992;53271560;65;1;0
578600;133400;308222;57861334;20;3;0
559200;144900;111596;55921449;6;10;2
520500;174400;308223;52051744;20;1;0
559400;177200;111598;55941772;3;1;0
565600;194900;275455;56561949;4;0;0
525700;153100;209913;52571531;12;1;0
559000;145400;111601;55901454;3;2;1
560900;185400;144373;56091854;15;0;0
529200;152700;341001;52921527;11;3;0
533500;157000;177147;53351570;17;0;0
506400;161500;144377;50641615;69;1;0
559500;142700;111606;55951427;5;25;5
538900;152700;275462;53891527;101;1;0
559000;147200;242691;55901472;3;2;1
559900;136700;111607;55991367;6;1;0
530700;158900;275463;53071589;31;1;0
559900;177500;111609;55991775;3;1;0
536700;177300;242694;53671773;7;1;0
559900;136000;111610;55991360;3;0;0
538800;159000;308236;53881590;27;0;0
542300;153200;341007;54231532;5;2;0
502100;145300;341009;50211453;13;1;0
539500;154600;209925;53951546;16;2;0
540600;161400;341010;54061614;3;0;0
560400;143500;111613;56041435;10;1;0
537500;152300;242701;53751523;117;10;0
537900;188600;341014;53791886;3;0;0
560800;180700;111618;56081807;3;0;0
540000;185000;275475;54001850;43;0;0
521500;163500;308248;52151635;13;2;0
550900;146900;275477;55091469;3;1;0
561000;191300;111623;56101913;22;1;0
508900;164200;275478;50891642;10;2;0
561100;186000;111624;56111860;6;0;0
561300;145900;111625;56131459;5;0;0
543400;151400;341022;54341514;15;2;0
561000;186100;111626;56101861;13;0;0
528600;152200;209939;52861522;42;2;0
539700;157300;144400;53971573;5;0;0
507600;144300;308256;50761443;5;0;0
498500;145500;13317;49851455;9;1;0
527300;151200;144403;52731512;77;2;0
529900;186300;308259;52991863;5;1;0
567800;124400;242718;56781244;3;0;0
540100;153100;341032;54011531;61;2;0
544900;177500;242719;54491775;38;0;0
545600;154100;209949;54561541;7;0;0
562000;144900;111639;56201449;3;1;0
499600;145000;13328;49961450;7;1;0
577500;148800;242726;57751488;5;0;0
524300;149300;177185;52431493;31;0;0
562900;133500;111643;56291335;3;0;0
560100;136200;242728;56011362;13;1;0
563500;186700;111647;56351867;32;2;0
506500;161500;308274;50651615;25;1;0
546000;171200;177191;54601712;40;1;0
562900;142400;111649;56291424;3;1;0
559400;146200;209968;55941462;3;2;1
565100;124900;111657;56511249;8;0;0
502200;128600;13344;50221286;8;1;0
518400;146700;308284;51841467;3;0;0
502000;129200;13345;50201292;46;0;0
566400;122300;111661;56641223;114;4;0
565900;125600;111662;56591256;5;0;0
503200;130400;13349;50321304;8;1;0
541900;152800;209975;54191528;3;1;0
566100;121800;111663;56611218;5;1;0
549200;162300;275519;54921623;10;0;0
566100;123400;111664;56611234;3;0;0
504100;130800;13352;50411308;35;0;0
504000;136700;13353;50401367;6;1;0
504400;141200;13355;50441412;16;0;0
566700;122000;111668;56671220;36;1;0
543700;166400;275525;54371664;3;0;0
505100;142400;13357;50511424;6;1;0
540500;151400;308296;54051514;96;4;0
577700;149400;242755;57771494;3;0;0
505800;159800;341068;50581598;9;4;0
566900;132100;111671;56691321;51;4;0
521700;147000;308298;52171470;27;0;0
504900;145900;13359;50491459;12;0;0
566700;125700;111674;56671257;4;0;0
506000;135600;13361;50601356;5;0;0
566700;124100;111675;56671241;3;1;0
506800;138900;13363;50681389;25;1;0
506100;139500;13364;50611395;3;2;1
506200;144100;13365;50621441;3;1;0
506900;147300;13367;50691473;15;1;0
560900;134600;308306;56091346;72;2;0
538800;167800;308307;53881678;21;2;0
567000;120200;111681;56701202;3;0;0
506100;138600;13368;50611386;3;0;0
546700;155200;275537;54671552;3;0;0
507200;138600;13369;50721386;83;4;0
505800;137400;242766;50581374;149;2;0
528500;162900;177225;52851629;22;0;0
507600;148200;13371;50761482;10;1;0
568600;133200;209998;56861332;10;1;0
560800;142900;144456;56081429;3;3;1
508200;149400;13374;50821494;7;0;0
507900;162700;13375;50791627;6;1;0
531200;174600;210002;53121746;17;2;0
568200;200800;111689;56822008;24;0;0
508000;163300;13376;50801633;16;1;0
568000;124300;111690;56801243;3;0;0
508300;144200;13378;50831442;15;1;0
539600;184700;275546;53961847;30;2;0
568300;130200;111692;56831302;3;1;0
509300;140400;13380;50931404;6;0;0
511100;144600;13381;51111446;13;1;0
570100;124300;210007;57011243;4;3;1
509400;146200;13382;50941462;3;0;0
569000;192000;111697;56901920;23;1;0
510400;144100;13384;51041441;11;1;0
569200;127300;111698;56921273;13;1;0
542000;186200;308324;54201862;7;0;0
510400;142200;13385;51041422;3;1;0
511300;145300;13386;51131453;3;0;0
559500;137100;242784;55951371;3;0;0
568400;196000;111700;56841960;5;1;0
510700;151800;13387;51071518;13;0;0
503100;131500;210014;50311315;11;1;0
510100;141700;13388;51011417;62;2;0
568900;127700;111702;56891277;3;0;0
510200;140300;13389;51021403;3;0;0
569100;197200;111703;56911972;3;1;0
511000;144600;13390;51101446;17;1;0
514200;151600;13391;51421516;52;1;0
515000;145600;13392;51501456;108;1;0
514300;168700;13393;51431687;3;1;0
519300;151100;177248;51931511;11;1;0
514700;145100;13394;51471451;6;0;0
511700;151700;13395;51171517;9;0;0
517600;146400;13396;51761464;4;0;0
505500;146000;144480;50551460;50;1;0
516400;148600;13397;51641486;3;0;0
570800;128400;308336;57081284;3;0;0
515600;146400;13398;51561464;9;1;0
570200;146600;111712;57021466;6;1;0
515600;154600;13399;51561546;66;2;0
517100;173300;13400;51711733;3;0;0
517300;159000;13401;51731590;3;0;0
509500;150000;242798;50951500;8;1;0
571800;133100;177257;57181331;3;0;0
518400;148700;13402;51841487;3;0;0
532000;152700;144486;53201527;15;1;0
521300;146700;13403;52131467;4;0;0
547200;179000;210029;54721790;19;1;0
521400;156800;13404;52141568;4;0;0
523900;150500;210031;52391505;17;0;0
519700;146900;13405;51971469;4;0;0
519800;175500;13406;51981755;30;0;0
560600;134600;242803;56061346;8;1;0
503100;137000;308346;50311370;14;1;0
519800;149700;13407;51981497;57;1;0
562900;129600;210033;56291296;16;1;0
502400;136300;275576;50241363;14;1;0
521100;166500;13408;52111665;33;2;0
559100;144100;177263;55911441;61;3;0
557000;143700;308347;55701437;14;2;0
519500;175400;13409;51951754;3;0;0
554300;146800;341119;55431468;38;2;0
522300;155900;13410;52231559;32;2;0
523700;148000;13411;52371480;37;2;0
532600;181000;308351;53261810;3;0;0
570400;128300;111725;57041283;3;1;0
521700;176600;13412;52171766;5;0;0
548000;165700;210039;54801657;10;0;0
523200;163900;13413;52321639;18;0;0
522500;174600;13414;52251746;4;0;0
550200;159300;144499;55021593;6;0;0
522100;147300;13415;52211473;65;1;0
526000;188700;13416;52601887;8;1;0
570800;199500;111730;57081995;3;0;0
524400;167000;13417;52441670;9;0;0
570900;135700;111731;57091357;3;0;0
524500;152200;13418;52451522;4;1;0
540400;162700;275586;54041627;60;0;0
524600;148500;13419;52461485;39;2;0
527000;158700;13421;52701587;15;0;0
527100;152200;13422;52711522;24;1;0
526700;154700;13423;52671547;4;0;0
576400;133800;308362;57641338;3;2;1
526800;187000;13424;52681870;5;1;0
570500;128600;144509;57051286;3;0;0
528100;185500;13425;52811855;3;1;0
567200;120500;275593;56721205;3;0;0
571700;132700;111739;57171327;3;0;0
529600;178400;13427;52961784;15;0;0
556400;156400;144511;55641564;3;0;0
564900;197200;210054;56491972;12;0;0
529700;178600;13428;52971786;7;0;0
505400;145100;242825;50541451;6;0;0
572100;125400;111741;57211254;5;0;0
559500;143800;177283;55951438;36;4;0
533800;156900;341139;53381569;31;2;0
529300;171500;13429;52931715;3;0;0
530600;175800;13430;53061758;37;2;0
533700;172600;144514;53371726;20;0;0
510400;141700;308369;51041417;98;2;0
530700;174700;13431;53071747;39;2;0
572100;195200;111744;57211952;10;1;0
530600;151400;308371;53061514;17;0;0
530000;170200;13432;53001702;8;0;0
530700;176100;13433;53071761;12;1;0
536300;154700;308373;53631547;70;5;0
572600;146500;111747;57261465;3;1;0
502300;128300;210060;50231283;63;1;0
530700;160800;13434;53071608;25;0;0
531100;159100;13435;53111591;12;1;0
572300;195000;111748;57231950;12;1;0
531100;160600;13436;53111606;22;0;0
531100;153800;13437;53111538;14;1;0
527600;153400;308377;52761534;3;0;0
531600;154400;13438;53161544;3;1;0
531200;186700;13439;53121867;11;2;0
544300;171900;242837;54431719;3;0;0
519700;149600;210066;51971496;8;1;0
531800;163700;13440;53181637;25;1;0
508500;162100;341150;50851621;23;0;0
531900;173800;13441;53191738;5;0;0
528100;184800;177297;52811848;4;0;0
527300;151300;341152;52731513;58;1;0
532700;155900;13442;53271559;41;1;0
503600;144900;210069;50361449;20;1;0
532300;155700;13443;53231557;66;1;0
548600;180300;275612;54861803;3;1;0
533900;166200;13444;53391662;45;0;0
540900;165500;308384;54091655;25;1;0
505000;137400;275613;50501374;23;1;0
505400;143700;242843;50541437;14;1;0
535400;159500;13446;53541595;55;0;0
514300;145700;275615;51431457;85;1;0
535400;155500;13447;53541555;10;1;0
535000;166800;13448;53501668;8;0;0
545400;155200;341159;54541552;3;0;0
582800;148900;210075;58281489;5;1;0
535000;161000;13449;53501610;3;0;0
526400;150800;275618;52641508;7;1;0
535700;152800;13450;53571528;55;7;0
535700;159200;13451;53571592;28;1;0
539100;151100;242848;53911511;53;1;0
573800;126500;111764;57381265;3;0;0
535500;156800;13452;53551568;12;2;0
534900;152800;13453;53491528;160;2;0
536200;159800;13454;53621598;28;2;0
536200;165400;13455;53621654;4;0;0
535800;154800;13456;53581548;3;2;1
528100;186100;210083;52811861;36;2;0
536400;152300;13457;53641523;66;1;0
558100;143900;308396;55811439;11;3;0
535900;157500;13458;53591575;126;1;0
502700;137500;177314;50271375;9;0;0
536400;181300;13459;53641813;6;1;0
575200;133800;111773;57521338;3;2;1
536400;156700;13460;53641567;24;0;0
535700;153500;13461;53571535;3;2;1
537500;177500;13462;53751775;19;0;0
537400;187200;13463;53741872;3;0;0
537700;155100;13464;53771551;3;0;0
530300;165300;144548;53031653;37;1;0
560900;185000;210091;56091850;7;0;0
537900;186700;13465;53791867;19;1;0
523800;173100;242863;52381731;11;0;0
538000;182600;13466;53801826;3;3;1
536900;181100;210092;53691811;51;1;0
541900;152400;144550;54191524;17;1;0
539500;171300;144551;53951713;4;1;0
537900;182200;13467;53791822;54;3;0
545000;150200;242865;54501502;8;1;0
537900;188400;13468;53791884;4;0;0
528600;152300;341178;52861523;52;2;0
576400;134100;111782;57641341;3;2;1
537800;181600;13469;53781816;3;2;1
531000;160300;341180;53101603;3;0;0
572200;136000;308410;57221360;5;1;0
538700;180400;13471;53871804;45;0;0
563300;133500;177326;56331335;16;1;0
538800;167000;13472;53881670;16;0;0
538600;155800;13473;53861558;7;0;0
514600;145300;210100;51461453;11;1;0
518300;148000;275642;51831480;21;1;0
539200;181000;13474;53921810;74;1;0
539200;181200;13475;53921812;54;2;0
545000;181300;341186;54501813;10;1;0
576600;147900;111789;57661479;3;0;0
539000;160700;13476;53901607;24;0;0
539400;165900;13477;53941659;40;1;0
503800;130900;275647;50381309;8;1;0
513700;151300;177334;51371513;4;0;0
540700;151300;13479;54071513;115;9;0
540900;155200;13480;54091552;25;1;0
525300;176000;275648;52531760;18;0;0
540900;157100;13481;54091571;32;1;0
541100;161700;13482;54111617;23;0;0
540700;154300;13483;54071543;184;1;0
541100;181600;13484;54111816;20;1;0
541000;176000;13485;54101760;12;0;0
579200;147100;210112;57921471;4;1;0
540800;152800;13486;54081528;7;1;0
540700;156600;13487;54071566;12;0;0
536600;181000;144571;53661810;18;2;0
541100;164600;13488;54111646;7;0;0
567400;196100;210115;56741961;4;0;0
541800;151200;13489;54181512;33;3;0
516900;146800;177345;51691468;26;0;0
541600;150800;13490;54161508;9;2;0
505900;143500;341201;50591435;18;1;0
541400;172800;13491;54141728;7;0;0
542300;164100;13492;54231641;15;0;0
550500;169600;210118;55051696;3;0;0
577700;141400;111806;57771414;3;0;0
542100;154200;13493;54211542;3;0;0
563700;186600;144577;56371866;39;1;0
543100;156800;13494;54311568;60;2;0
506900;138000;144578;50691380;369;3;0
542700;174100;13495;54271741;3;0;0
578600;146700;111809;57861467;8;3;0
544000;175200;13496;54401752;6;0;0
506500;137500;242893;50651375;119;3;0
543300;169100;13497;54331691;4;0;0
543300;151200;210123;54331512;13;1;0
544500;150900;13499;54451509;10;0;0
540300;163100;242896;54031631;15;1;0
543900;152100;144583;54391521;3;0;0
544200;175200;13500;54421752;3;1;0
531700;155000;242897;53171550;5;0;0
543900;152600;13501;54391526;3;0;0
543600;164200;13502;54361642;3;1;0
543200;152100;13503;54321521;3;1;0
544900;181500;13506;54491815;3;0;0
525100;153600;341217;52511536;5;1;0
545900;161300;13507;54591613;3;0;0
548600;153400;210134;54861534;3;0;0
545600;151500;13508;54561515;3;1;0
511900;145900;242906;51191459;3;0;0
544800;149400;13510;54481494;3;1;0
546100;183500;13511;54611835;3;0;0
567600;119000;242909;56761190;14;0;0
546200;171100;13513;54621711;35;1;0
531900;152800;242910;53191528;7;0;0
546200;152800;13514;54621528;4;0;0
547400;173900;13515;54741739;10;0;0
547400;167900;13516;54741679;9;0;0
538000;184400;275685;53801844;3;0;0
547800;155400;13518;54781554;10;1;0
528400;162500;144603;52841625;26;1;0
548200;161000;13519;54821610;12;3;0
543700;154000;341229;54371540;5;0;0
549000;148100;13520;54901481;65;3;0
544200;164500;210146;54421645;3;0;0
549300;150000;13521;54931500;21;0;0
548800;160900;13523;54881609;23;1;0
548600;150000;341234;54861500;3;1;0
550800;168000;13524;55081680;3;2;1
550500;169100;13525;55051691;6;0;0
536200;153500;144611;53621535;210;2;0
550000;159400;13527;55001594;11;0;0
554800;145800;275696;55481458;32;3;0
514900;146600;144612;51491466;3;1;0
550000;158700;13528;55001587;3;0;0
547600;190600;144613;54761906;3;1;0
550100;174300;13530;55011743;4;0;0
561000;185100;275699;56101851;91;1;0
530800;176400;275700;53081764;10;0;0
533900;154500;242929;53391545;112;3;0
537500;184800;341244;53751848;12;1;0
551600;172500;13534;55161725;8;0;0
553600;148200;177389;55361482;96;1;0
547500;161100;177390;54751611;3;0;0
548900;161600;177391;54891616;76;0;0
552100;154600;13537;55211546;3;0;0
536500;177000;242937;53651770;29;0;0
537700;165100;308480;53771651;5;0;0
536500;161300;210167;53651613;82;1;0
541400;155500;275711;54141555;107;4;0
552500;177800;13544;55251778;3;0;0
506100;160000;242943;50611600;43;2;0
563800;187600;275714;56381876;8;1;0
535800;152500;341258;53581525;49;0;0
566900;132200;242945;56691322;13;10;1
553400;147400;13548;55341474;23;1;0
534000;156000;144633;53401560;64;4;0
553600;147500;13549;55361475;31;2;0
553900;146200;13551;55391462;8;10;1
538800;155300;144637;53881553;3;0;0
551600;157900;308493;55161579;4;1;0
568300;200800;242953;56832008;31;0;0
554700;145300;13556;55471453;139;7;0
525000;185600;177414;52501856;16;1;0
508300;162000;275727;50831620;15;1;0
555400;145700;13562;55541457;39;0;0
540900;181400;242960;54091814;23;1;0
558500;147100;308505;55851471;19;3;0
543100;176900;341276;54311769;4;0;0
555700;155000;13567;55571550;13;2;0
504200;138800;144654;50421388;3;1;0
533300;158700;275739;53331587;22;2;0
541700;187700;177426;54171877;30;2;0
559500;144000;242968;55951440;4;4;1
568200;199100;210198;56821991;18;0;0
569500;192500;308516;56951925;14;1;0
508000;138500;210203;50801385;18;1;0
556600;147400;13580;55661474;7;0;0
537800;153000;308522;53781530;241;8;0
556700;148200;13585;55671482;9;0;0
557000;146500;13586;55701465;8;2;0
556200;145200;308526;55621452;48;1;0
557500;147100;13587;55751471;7;1;0
558200;138100;144674;55821381;9;0;0
510100;144300;144675;51011443;28;0;0
503100;132300;308531;50311323;17;0;0
530600;179400;242989;53061794;6;0;0
495300;146400;144677;49531464;11;1;0
558000;133500;13594;55801335;3;0;0
541600;188200;308533;54161882;4;0;0
558300;179700;13595;55831797;3;0;0
530500;153800;144682;53051538;11;0;0
558600;143600;13599;55861436;13;4;0
528700;152100;308539;52871521;9;1;0
514900;145600;341311;51491456;29;1;0
532200;155800;210227;53221558;99;1;0
510600;141800;275770;51061418;24;3;0
546700;176100;210228;54671761;4;1;0
540900;167100;177459;54091671;8;1;0
502000;128500;275775;50201285;5;1;0
559000;144100;13607;55901441;41;3;0
559400;137000;13608;55941370;6;0;0
559100;134900;13609;55911349;3;0;0
546300;169100;275779;54631691;18;0;0
506000;143800;177466;50601438;3;1;0
523700;147800;243009;52371478;73;3;0
520300;148200;341324;52031482;16;3;0
560100;181100;13616;56011811;3;1;0
528900;168800;210242;52891688;48;1;0
560400;138300;13618;56041383;162;3;0
557900;150900;210244;55791509;19;2;0
560400;190700;13621;56041907;4;0;0
526400;171900;210252;52641719;27;1;0
530700;153700;275797;53071537;8;1;0
561000;143200;13630;56101432;3;1;0
557800;179500;210257;55781795;42;0;0
561000;190900;13632;56101909;3;0;0
532900;187600;275800;53291876;3;0;0
527400;151300;341343;52741513;106;2;0
582600;148800;243033;58261488;7;1;0
562000;144700;13637;56201447;9;2;0
564300;125400;210264;56431254;8;1;0
562500;130900;13638;56251309;6;0;0
506800;147100;341349;50681471;12;0;0
548100;149600;210265;54811496;3;1;0
524700;177300;144725;52471773;3;0;0
562800;130200;13642;56281302;31;2;0
533400;154600;144726;53341546;62;3;0
534500;154400;177498;53451544;113;3;0
563100;130100;13643;56311301;12;2;0
555300;146500;243041;55531465;5;3;1
526000;156500;341356;52601565;29;1;0
538200;156500;177504;53821565;39;0;0
537800;156100;308589;53781561;27;0;0
501800;133100;210276;50181331;3;1;0
563500;186900;13651;56351869;12;2;0
550200;172100;177507;55021721;8;1;0
516700;148300;243050;51671483;18;0;0
537500;151000;210279;53751510;61;2;0
564300;186100;13655;56431861;3;0;0
537700;188800;275826;53771888;19;1;0
538300;181100;243055;53831811;100;4;0
544900;170300;341368;54491703;37;1;0
565600;122600;13663;56561226;3;0;0
565100;127400;13664;56511274;9;0;0
529200;153100;308604;52921531;19;1;0
565400;122700;13666;56541227;3;0;0
566200;199000;13667;56621990;6;0;0
536300;153800;144753;53631538;80;4;0
562900;131200;210295;56291312;28;1;0
569000;197400;308609;56901974;9;0;0
534500;155000;275840;53451550;4;0;0
568900;200000;210298;56892000;3;0;0
581700;148800;177528;58171488;6;0;0
546400;152300;341385;54641523;18;1;0
566900;120600;13676;56691206;3;0;0
565000;197100;308619;56501971;19;0;0
546500;149900;210306;54651499;3;0;0
540000;151500;177536;54001515;84;2;0
567400;119900;13681;56741199;3;0;0
552500;146900;210309;55251469;47;2;0
567300;119400;13683;56731194;3;0;0
567300;122400;13685;56731224;4;4;1
538400;189100;243082;53841891;12;1;0
534600;154600;341396;53461546;59;1;0
539100;160300;275857;53911603;5;0;0
524700;166800;210316;52471668;13;1;0
558200;143900;275859;55821439;239;7;0
501600;144700;275861;50161447;62;1;0
568100;200900;13694;56812009;3;0;0
559400;144100;144779;55941441;13;4;0
548200;159600;243095;54821596;7;0;0
541100;176300;308637;54111763;3;1;0
528700;167500;177554;52871675;26;0;0
568800;197000;13699;56881970;6;0;0
559200;193500;341410;55921935;6;1;0
568600;130400;13700;56861304;3;1;0
558500;149800;341412;55851498;4;0;0
569100;134200;13702;56911342;3;0;0
569500;124400;13703;56951244;3;0;0
557400;144400;275872;55741444;4;0;0
559800;148200;275873;55981482;3;2;1
520100;153100;177560;52011531;3;0;0
504900;145600;341416;50491456;8;0;0
510800;141600;341418;51081416;13;1;0
560000;137100;308649;56001371;3;0;0
563300;130500;177567;56331305;5;0;0
524600;152400;341423;52461524;46;1;0
553500;157300;308652;55351573;48;1;0
569500;198100;13713;56951981;4;1;0
514800;145700;144801;51481457;133;1;0
577900;145900;243115;57791459;3;0;0
531900;158900;177573;53191589;7;1;0
538400;180500;341430;53841805;131;0;0
578200;133600;341432;57821336;16;1;0
