"","OBJECTID","RELI","x_coor","y_coor","B14BTOT","Count_","IPTA"
"6520",137992,52581500,525800,150000,13,0,0
"6521",137993,52461480,524600,148000,4,1,0.25
"6522",203535,50601373,506000,137300,28,2,0.07143
"6523",137994,52731784,527300,178400,14,1,0.07143
"6524",236308,52771518,527700,151800,3,1,0.33333
"6525",137995,52761512,527600,151200,121,2,0.01653
"6526",137996,52761511,527600,151100,132,3,0.02273
"6527",137997,52691522,526900,152200,46,1,0.02174
"6528",334624,55651555,556500,155500,5,1,0.2
"6529",137999,52751521,527500,152100,98,1,0.0102
"6530",138000,52801867,528000,186700,4,0,0
"6531",138001,52811520,528100,152000,133,3,0.02256
"6532",138002,52841621,528400,162100,11,0,0
"6533",269086,51041519,510400,151900,3,1,0.33333
"6534",170774,56101392,561000,139200,34,0,0
"6535",269088,53881741,538800,174100,42,1,0.02381
"6536",138004,52991822,529900,182200,12,1,0.08333
"6537",138005,52891689,528900,168900,22,0,0
"6538",138006,52921555,529200,155500,9,0,0
"6539",269091,51901739,519000,173900,22,1,0.04545
"6540",138007,52931531,529300,153100,27,2,0.07407
"6541",138008,53011784,530100,178400,13,0,0
"6542",301864,54271878,542700,187800,52,1,0.01923
"6543",138009,53081761,530800,176100,37,1,0.02703
"6544",334635,51041390,510400,139000,4,0,0
"6545",138010,53121559,531200,155900,3,0,0
"6546",138011,53221527,532200,152700,3,1,0.33333
"6547",138012,53231868,532300,186800,27,1,0.03704
"6548",334639,50351409,503500,140900,18,0,0
"6549",138013,53241676,532400,167600,4,1,0.25
"6550",334640,54611632,546100,163200,8,0,0
"6551",138014,53361739,533600,173900,182,1,0.00549
"6552",138015,53361740,533600,174000,189,1,0.00529
"6553",138016,53341534,533400,153400,31,2,0.06452
"6554",138017,53391809,533900,180900,3,0,0
"6555",269101,50821393,508200,139300,20,1,0.05
"6556",138018,53361589,533600,158900,7,0,0
"6557",170790,52471485,524700,148500,88,3,0.03409
"6558",138019,53421638,534200,163800,4,0,0
"6559",138020,53451552,534500,155200,3,1,0.33333
"6560",138021,53461542,534600,154200,77,1,0.01299
"6561",269105,52911690,529100,169000,75,0,0
"6562",138022,53571647,535700,164700,6,0,0
"6563",138023,53511532,535100,153200,3,1,0.33333
"6564",301878,52271690,522700,169000,15,2,0.13333
"6565",203565,51311431,513100,143100,10,0,0
"6566",138024,53511560,535100,156000,4,0,0
"6567",269109,53731897,537300,189700,13,1,0.07692
"6568",301882,54351551,543500,155100,11,0,0
"6569",138027,53631809,536300,180900,21,1,0.04762
"6570",138028,53581727,535800,172700,8,1,0.125
"6571",269112,53281543,532800,154300,79,1,0.01266
"6572",138029,53701535,537000,153500,141,4,0.02837
"6573",170801,55941933,559400,193300,5,1,0.2
"6574",138030,53671543,536700,154300,315,5,0.01587
"6575",203572,52521605,525200,160500,27,0,0
"6576",236344,56041902,560400,190200,4,0,0
"6577",138031,53771867,537700,186700,37,2,0.05405
"6578",334658,53611580,536100,158000,5,1,0.2
"6579",170803,57491451,574900,145100,3,0,0
"6580",269116,56551266,565500,126600,13,2,0.15385
"6581",203574,50951498,509500,149800,6,1,0.16667
"6582",138033,53731513,537300,151300,40,1,0.025
"6583",301889,52081657,520800,165700,3,2,0.66667
"6584",138034,53761528,537600,152800,151,19,0.12583
"6585",138035,53771696,537700,169600,3,1,0.33333
"6586",138036,53721514,537200,151400,19,1,0.05263
"6587",138037,53781562,537800,156200,33,0,0
"6588",334664,54881607,548800,160700,59,1,0.01695
"6589",138038,53851811,538500,181100,6,3,0.5
"6590",138039,53821823,538200,182300,5,1,0.2
"6591",138040,53811637,538100,163700,3,0,0
"6592",301895,55731336,557300,133600,3,0,0
"6593",138041,53831568,538300,156800,22,1,0.04545
"6594",334668,53021747,530200,174700,12,2,0.16667
"6595",170813,57471460,574700,146000,3,0,0
"6596",138042,53831565,538300,156500,4,1,0.25
"6597",170814,55711475,557100,147500,8,0,0
"6598",301898,50831619,508300,161900,16,1,0.0625
"6599",138043,53861813,538600,181300,92,5,0.05435
"6600",138044,53861656,538600,165600,112,4,0.03571
"6601",170815,50711608,507100,160800,7,1,0.14286
"6602",334671,56121390,561200,139000,9,0,0
"6603",301901,53271542,532700,154200,81,1,0.01235
"6604",138046,53871816,538700,181600,41,3,0.07317
"6605",138047,53891670,538900,167000,5,0,0
"6606",138048,53891601,538900,160100,22,1,0.04545
"6607",138049,53861548,538600,154800,56,2,0.03571
"6608",138050,53911660,539100,166000,13,4,0.30769
"6609",334677,53631611,536300,161100,13,1,0.07692
"6610",138051,53901766,539000,176600,11,1,0.09091
"6611",138052,53891658,538900,165800,11,4,0.36364
"6612",138053,53911606,539100,160600,4,0,0
"6613",138054,53961530,539600,153000,165,2,0.01212
"6614",269138,54031517,540300,151700,80,2,0.025
"6615",170826,53541521,535400,152100,8,0,0
"6616",138055,54001548,540000,154800,23,1,0.04348
"6617",138056,54001532,540000,153200,15,3,0.2
"6618",138057,54011549,540100,154900,74,4,0.05405
"6619",138058,54121617,541200,161700,5,0,0
"6620",138059,54081813,540800,181300,58,1,0.01724
"6621",138060,54101514,541000,151400,23,2,0.08696
"6622",334686,50571455,505700,145500,5,2,0.4
"6623",138061,54121812,541200,181200,12,1,0.08333
"6624",301917,54101656,541000,165600,3,0,0
"6625",138062,54191613,541900,161300,44,2,0.04545
"6626",138063,54181515,541800,151500,26,4,0.15385
"6627",334690,55771461,557700,146100,6,5,0.83333
"6628",138064,54131721,541300,172100,16,0,0
"6629",236379,53901526,539000,152600,130,1,0.00769
"6630",138066,54201747,542000,174700,24,0,0
"6631",334694,54511812,545100,181200,18,1,0.05556
"6632",138068,54131567,541300,156700,13,0,0
"6633",138069,54211531,542100,153100,13,1,0.07692
"6634",334696,50451426,504500,142600,6,0,0
"6635",138070,54301549,543000,154900,3,0,0
"6636",138071,54301512,543000,151200,8,1,0.125
"6637",301927,56041471,560400,147100,3,0,0
"6638",138072,54221506,542200,150600,141,4,0.02837
"6639",334699,53441548,534400,154800,41,3,0.07317
"6640",138073,54221550,542200,155000,6,1,0.16667
"6641",203615,55871447,558700,144700,12,4,0.33333
"6642",138074,54221507,542200,150700,55,3,0.05455
"6643",138075,54451660,544500,166000,3,1,0.33333
"6644",269160,50811443,508100,144300,5,0,0
"6645",138076,54381664,543800,166400,3,0,0
"6646",301931,56831266,568300,126600,4,0,0
"6647",138077,54351563,543500,156300,39,0,0
"6648",138078,54361769,543600,176900,17,1,0.05882
"6649",138079,54321505,543200,150500,5,0,0
"6650",138080,54551651,545500,165100,3,0,0
"6651",138081,54561698,545600,169800,3,1,0.33333
"6652",138082,54491618,544900,161800,3,0,0
"6653",138083,54531548,545300,154800,4,0,0
"6654",203625,57461340,574600,134000,3,1,0.33333
"6655",138084,54471502,544700,150200,17,1,0.05882
"6656",138085,54471491,544700,149100,18,0,0
"6657",203627,53301606,533000,160600,20,1,0.05
"6658",334712,53011757,530100,175700,7,1,0.14286
"6659",170858,53311572,533100,157200,3,2,0.66667
"6660",138090,54601584,546000,158400,4,1,0.25
"6661",138091,54711828,547100,182800,6,0,0
"6662",138093,54641639,546400,163900,3,0,0
"6663",138094,54851545,548500,154500,20,0,0
"6664",138096,54731607,547300,160700,19,1,0.05263
"6665",138097,54821585,548200,158500,4,0,0
"6666",269182,54831562,548300,156200,6,0,0
"6667",138098,54871685,548700,168500,3,0,0
"6668",269183,56331837,563300,183700,3,0,0
"6669",236412,56851238,568500,123800,3,0,0
"6670",334727,52891679,528900,167900,43,1,0.02326
"6671",236414,55891785,558900,178500,3,1,0.33333
"6672",138101,54941716,549400,171600,3,1,0.33333
"6673",138102,54861815,548600,181500,12,0,0
"6674",138103,54861548,548600,154800,81,1,0.01235
"6675",170875,52141540,521400,154000,9,0,0
"6676",138104,55001683,550000,168300,12,1,0.08333
"6677",138105,54971577,549700,157700,46,1,0.02174
"6678",138108,55191563,551900,156300,9,0,0
"6679",138109,55131707,551300,170700,3,0,0
"6680",138110,55101471,551000,147100,4,1,0.25
"6681",170881,53941810,539400,181000,143,0,0
"6682",138111,55151536,551500,153600,8,0,0
"6683",138113,55261511,552600,151100,5,0,0
"6684",170886,53261842,532600,184200,8,1,0.125
"6685",138115,55281794,552800,179400,16,1,0.0625
"6686",138116,55301752,553000,175200,22,1,0.04545
"6687",138117,55331575,553300,157500,44,1,0.02273
"6688",138118,55301475,553000,147500,22,0,0
"6689",138119,55311476,553100,147600,4,0,0
"6690",269204,53481553,534800,155300,9,0,0
"6691",170895,51661483,516600,148300,14,0,0
"6692",269208,51531478,515300,147800,4,1,0.25
"6693",138130,55391724,553900,172400,6,0,0
"6694",301986,57431385,574300,138500,3,0,0
"6695",269218,51031520,510300,152000,18,1,0.05556
"6696",236449,56831965,568300,196500,22,2,0.09091
"6697",236450,52731524,527300,152400,7,0,0
"6698",269222,54791724,547900,172400,10,1,0.1
"6699",39827,49881454,498800,145400,13,1,0.07692
"6700",203682,54001797,540000,179700,17,1,0.05882
"6701",236454,56771191,567700,119100,6,0,0
"6702",138143,55521447,555200,144700,81,2,0.02469
"6703",203685,57081272,570800,127200,6,3,0.5
"6704",138144,55531694,555300,169400,5,0,0
"6705",170916,57321229,573200,122900,5,2,0.4
"6706",138145,55531692,555300,169200,10,1,0.1
"6707",334775,56061370,560600,137000,3,0,0
"6708",236463,51231524,512300,152400,4,0,0
"6709",138150,55571448,555700,144800,27,4,0.14815
"6710",138151,55561444,555600,144400,13,1,0.07692
"6711",203693,53091541,530900,154100,19,0,0
"6712",170923,54881603,548800,160300,30,1,0.03333
"6713",138152,55561589,555600,158900,11,0,0
"6714",302007,54081806,540800,180600,3,1,0.33333
"6715",39840,50211450,502100,145000,9,1,0.11111
"6716",203696,50521592,505200,159200,11,0,0
"6717",39842,50211367,502100,136700,20,1,0.05
"6718",269240,54341518,543400,151800,51,1,0.01961
"6719",334783,52811517,528100,151700,5,5,1
"6720",138157,55621494,556200,149400,15,0,0
"6721",302013,55771510,557700,151000,7,1,0.14286
"6722",138159,55681448,556800,144800,38,0,0
"6723",39846,50281287,502800,128700,9,0,0
"6724",39847,50231281,502300,128100,3,1,0.33333
"6725",302018,53261586,532600,158600,8,0,0
"6726",170934,51881488,518800,148800,3,0,0
"6727",269247,51151437,511500,143700,3,0,0
"6728",138164,55671445,556700,144500,10,3,0.3
"6729",39851,50361378,503600,137800,3,0,0
"6730",236479,56311303,563100,130300,27,1,0.03704
"6731",334792,54511590,545100,159000,4,0,0
"6732",39855,50461326,504600,132600,25,0,0
"6733",236484,53821587,538200,158700,5,1,0.2
"6734",138172,55781789,557800,178900,14,0,0
"6735",39859,50501590,505000,159000,18,0,0
"6736",138174,55771463,557700,146300,13,2,0.15385
"6737",39861,50511457,505100,145700,23,0,0
"6738",203717,54571600,545700,160000,5,0,0
"6739",39862,50471437,504700,143700,5,0,0
"6740",138176,55771471,557700,147100,23,0,0
"6741",39863,50501375,505000,137500,4,1,0.25
"6742",203719,54991476,549900,147600,3,1,0.33333
"6743",39865,50481460,504800,146000,3,0,0
"6744",236492,53601532,536000,153200,53,3,0.0566
"6745",39866,50511365,505100,136500,3,0,0
"6746",39867,50541593,505400,159300,6,1,0.16667
"6747",203723,53291519,532900,151900,21,2,0.09524
"6748",138181,55841439,558400,143900,12,6,0.5
"6749",269266,56841239,568400,123900,3,2,0.66667
"6750",203724,53841827,538400,182700,25,1,0.04
"6751",269267,53861537,538600,153700,8,2,0.25
"6752",39870,50581600,505800,160000,23,1,0.04348
"6753",39872,50531344,505300,134400,3,0,0
"6754",138186,55881785,558800,178500,12,1,0.08333
"6755",269270,53531563,535300,156300,29,1,0.03448
"6756",39873,50631612,506300,161200,16,0,0
"6757",269271,53581542,535800,154200,10,1,0.1
"6758",39875,50701472,507000,147200,4,0,0
"6759",269272,51561486,515600,148600,21,1,0.04762
"6760",138189,55891443,558900,144300,18,3,0.16667
"6761",39877,50751383,507500,138300,4,0,0
"6762",138190,55911432,559100,143200,82,10,0.12195
"6763",39878,50721608,507200,160800,3,1,0.33333
"6764",236504,54131726,541300,172600,21,0,0
"6765",39880,50821491,508200,149100,18,0,0
"6766",138193,55901440,559000,144000,21,3,0.14286
"6767",39881,50891426,508900,142600,38,0,0
"6768",269280,53851515,538500,151500,149,2,0.01342
"6769",39884,50781408,507800,140800,3,0,0
"6770",39885,50861442,508600,144200,8,0,0
"6771",39886,50971442,509700,144200,3,0,0
"6772",138199,55901432,559000,143200,29,13,0.44828
"6773",138200,55931927,559300,192700,11,0,0
"6774",39887,51031402,510300,140200,54,0,0
"6775",39888,50981423,509800,142300,192,0,0
"6776",302057,56791337,567900,133700,4,1,0.25
"6777",39889,51031438,510300,143800,9,0,0
"6778",170974,54021557,540200,155700,18,1,0.05556
"6779",138204,56001361,560000,136100,209,1,0.00478
"6780",39891,51141411,511400,141100,6,0,0
"6781",236517,54231503,542300,150300,75,2,0.02667
"6782",203747,53411645,534100,164500,31,1,0.03226
"6783",170976,56071407,560700,140700,4,1,0.25
"6784",138205,55981341,559800,134100,3,0,0
"6785",39892,50951524,509500,152400,11,0,0
"6786",138206,55951933,559500,193300,3,1,0.33333
"6787",39893,50951672,509500,167200,3,0,0
"6788",39894,51051420,510500,142000,4,2,0.5
"6789",138207,55961443,559600,144300,3,4,1.33333
"6790",39895,50961634,509600,163400,26,0,0
"6791",302064,51161693,511600,169300,6,0,0
"6792",39896,51081415,510800,141500,41,1,0.02439
"6793",269293,51751504,517500,150400,6,1,0.16667
"6794",39897,51511544,515100,154400,34,1,0.02941
"6795",138210,56031442,560300,144200,6,0,0
"6796",39898,51341518,513400,151800,25,0,0
"6797",334838,50611434,506100,143400,37,1,0.02703
"6798",39899,51291682,512900,168200,3,1,0.33333
"6799",39900,51291436,512900,143600,26,1,0.03846
"6800",138214,56021361,560200,136100,12,1,0.08333
"6801",39901,51601539,516000,153900,6,0,0
"6802",334841,50141333,501400,133300,3,1,0.33333
"6803",39902,51601576,516000,157600,5,0,0
"6804",138215,56081344,560800,134400,14,1,0.07143
"6805",39903,51631462,516300,146200,65,2,0.03077
"6806",170988,53301607,533000,160700,53,1,0.01887
"6807",39904,51761487,517600,148700,5,0,0
"6808",138218,56111858,561100,185800,21,0,0
"6809",39905,51761736,517600,173600,37,0,0
"6810",138219,56171852,561700,185200,30,2,0.06667
"6811",39906,51561461,515600,146100,63,2,0.03175
"6812",39907,51911737,519100,173700,15,0,0
"6813",269305,53461583,534600,158300,8,0,0
"6814",138221,56151392,561500,139200,13,0,0
"6815",39908,52041495,520400,149500,5,0,0
"6816",39909,51971760,519700,176000,5,2,0.4
"6817",170993,51831478,518300,147800,6,0,0
"6818",39910,51981496,519800,149600,43,2,0.04651
"6819",138224,56211858,562100,185800,12,1,0.08333
"6820",39911,51951743,519500,174300,9,0,0
"6821",39912,52301560,523000,156000,7,0,0
"6822",138225,56221448,562200,144800,13,2,0.15385
"6823",39913,52311550,523100,155000,8,1,0.125
"6824",39914,52381476,523800,147600,21,0,0
"6825",138228,56271860,562700,186000,52,0,0
"6826",39915,52181486,521800,148600,38,0,0
"6827",170999,56761221,567600,122100,60,7,0.11667
"6828",39916,52391553,523900,155300,15,0,0
"6829",39917,52171637,521700,163700,6,1,0.16667
"6830",302085,55321731,553200,173100,3,0,0
"6831",39918,52221473,522200,147300,66,2,0.0303
"6832",138231,56281297,562800,129700,127,1,0.00787
"6833",39919,52501487,525000,148700,3,2,0.66667
"6834",171003,52441546,524400,154600,6,1,0.16667
"6835",334859,53731716,537300,171600,3,1,0.33333
"6836",138233,56281917,562800,191700,27,0,0
"6837",39920,52611530,526100,153000,3,1,0.33333
"6838",334860,53641601,536400,160100,7,1,0.14286
"6839",203776,56761975,567600,197500,3,0,0
"6840",39921,52451671,524500,167100,5,0,0
"6841",236548,56151865,561500,186500,8,0,0
"6842",39922,52411656,524100,165600,3,0,0
"6843",269320,54981748,549800,174800,9,1,0.11111
"6844",171007,51441449,514400,144900,5,0,0
"6845",39923,52461670,524600,167000,8,1,0.125
"6846",138236,56311304,563100,130400,3,0,0
"6847",203779,52971552,529700,155200,6,0,0
"6848",39924,52731615,527300,161500,6,1,0.16667
"6849",138237,56361866,563600,186600,36,1,0.02778
"6850",138238,56361262,563600,126200,4,0,0
"6851",39925,52781532,527800,153200,31,2,0.06452
"6852",171010,53591652,535900,165200,9,1,0.11111
"6853",302095,53851521,538500,152100,47,6,0.12766
"6854",39927,52671512,526700,151200,14,2,0.14286
"6855",39928,52721526,527200,152600,3,0,0
"6856",39929,52851627,528500,162700,81,0,0
"6857",39930,52861636,528600,163600,7,0,0
"6858",302099,50321314,503200,131400,30,1,0.03333
"6859",39931,52871674,528700,167400,6,0,0
"6860",302100,51871492,518700,149200,3,1,0.33333
"6861",39932,52881579,528800,157900,44,1,0.02273
"6862",138246,56581299,565800,129900,7,0,0
"6863",302101,54811492,548100,149200,17,1,0.05882
"6864",39934,52891560,528900,156000,7,1,0.14286
"6865",39935,53011687,530100,168700,37,0,0
"6866",39936,53011517,530100,151700,3,0,0
"6867",138249,56571313,565700,131300,6,0,0
"6868",39937,53081863,530800,186300,5,0,0
"6869",236563,54871490,548700,149000,13,1,0.07692
"6870",269335,51981610,519800,161000,3,2,0.66667
"6871",39938,53071588,530700,158800,25,1,0.04
"6872",236564,57791337,577900,133700,12,2,0.16667
"6873",269336,54431751,544300,175100,22,1,0.04545
"6874",39939,53011631,530100,163100,3,0,0
"6875",39940,53201587,532000,158700,15,1,0.06667
"6876",171025,55991777,559900,177700,7,1,0.14286
"6877",39942,53221845,532200,184500,20,2,0.1
"6878",269340,54301538,543000,153800,6,1,0.16667
"6879",39943,53221871,532200,187100,3,0,0
"6880",302112,53291609,532900,160900,3,0,0
"6881",39944,53301619,533000,161900,19,1,0.05263
"6882",39946,53311539,533100,153900,85,3,0.03529
"6883",39947,53261538,532600,153800,70,1,0.01429
"6884",302116,54561544,545600,154400,9,1,0.11111
"6885",39948,53241868,532400,186800,19,1,0.05263
"6886",203804,51641463,516400,146300,63,1,0.01587
"6887",203805,56091916,560900,191600,25,0,0
"6888",39950,53351644,533500,164400,6,0,0
"6889",334889,51431671,514300,167100,26,1,0.03846
"6890",39951,53471558,534700,155800,14,0,0
"6891",39952,53401556,534000,155600,6,1,0.16667
"6892",39954,53431795,534300,179500,13,1,0.07692
"6893",236580,51821560,518200,156000,17,1,0.05882
"6894",203810,53831530,538300,153000,48,6,0.125
"6895",138268,56811968,568100,196800,3,1,0.33333
"6896",39955,53411552,534100,155200,26,1,0.03846
"6897",39956,53391810,533900,181000,3,0,0
"6898",236583,53941544,539400,154400,20,4,0.2
"6899",39958,53481587,534800,158700,4,0,0
"6900",138272,56861340,568600,134000,3,0,0
"6901",39959,53551636,535500,163600,64,1,0.01563
"6902",39960,53491553,534900,155300,13,0,0
"6903",203816,56051384,560500,138400,38,1,0.02632
"6904",39961,53601574,536000,157400,37,1,0.02703
"6905",334901,50791445,507900,144500,3,0,0
"6906",39962,53631523,536300,152300,83,1,0.01205
"6907",138275,56841331,568400,133100,7,0,0
"6908",236589,51151670,511500,167000,20,1,0.05
"6909",138276,56871996,568700,199600,3,1,0.33333
"6910",39963,53581569,535800,156900,50,2,0.04
"6911",39964,53581541,535800,154100,7,0,0
"6912",236591,55711448,557100,144800,9,0,0
"6913",39965,53581575,535800,157500,193,1,0.00518
"6914",39966,53611555,536100,155500,3,4,1.33333
"6915",138280,56971279,569700,127900,307,2,0.00651
"6916",39967,53701826,537000,182600,23,3,0.13043
"6917",39968,53651878,536500,187800,31,1,0.03226
"6918",302137,52411579,524100,157900,5,0,0
"6919",39969,53651592,536500,159200,43,2,0.04651
"6920",203825,53481613,534800,161300,13,0,0
"6921",39970,53651540,536500,154000,233,5,0.02146
"6922",138283,56931279,569300,127900,3,0,0
"6923",171054,50771385,507700,138500,63,2,0.03175
"6924",39971,53691613,536900,161300,34,1,0.02941
"6925",302139,54141521,541400,152100,10,1,0.1
"6926",39972,53751545,537500,154500,195,1,0.00513
"6927",39973,53721524,537200,152400,146,4,0.0274
"6928",302142,53431561,534300,156100,35,1,0.02857
"6929",39974,53791831,537900,183100,6,1,0.16667
"6930",171058,50511345,505100,134500,14,0,0
"6931",39975,53811514,538100,151400,137,1,0.0073
"6932",171059,52711510,527100,151000,17,1,0.05882
"6933",39976,53781560,537800,156000,10,0,0
"6934",39977,53801540,538000,154000,15,1,0.06667
"6935",171062,56121912,561200,191200,25,1,0.04
"6936",138292,57041285,570400,128500,6,0,0
"6937",39979,53781546,537800,154600,49,0,0
"6938",39980,53791510,537900,151000,76,3,0.03947
"6939",39981,53841513,538400,151300,132,2,0.01515
"6940",39982,53811803,538100,180300,181,0,0
"6941",39983,53811569,538100,156900,36,0,0
"6942",138296,57091284,570900,128400,6,0,0
"6943",39984,53871609,538700,160900,38,0,0
"6944",334924,54361564,543600,156400,3,0,0
"6945",138298,57091277,570900,127700,3,1,0.33333
"6946",203840,57791330,577900,133000,10,2,0.2
"6947",39985,53921592,539200,159200,12,0,0
"6948",302154,54471561,544700,156100,6,0,0
"6949",39986,53911578,539100,157800,3,0,0
"6950",39987,53931515,539300,151500,33,0,0
"6951",39988,53971533,539700,153300,106,0,0
"6952",302157,50421382,504200,138200,3,0,0
"6953",39989,53971547,539700,154700,5,1,0.2
"6954",39990,54031560,540300,156000,15,1,0.06667
"6955",236616,53901799,539000,179900,201,1,0.00498
"6956",236617,54641693,546400,169300,7,1,0.14286
"6957",39991,54001559,540000,155900,3,0,0
"6958",39992,54001516,540000,151600,31,4,0.12903
"6959",334932,51311517,513100,151700,36,1,0.02778
"6960",39993,54041562,540400,156200,11,0,0
"6961",203848,56851270,568500,127000,4,1,0.25
"6962",39994,54041800,540400,180000,5,0,0
"6963",236622,50281375,502800,137500,17,0,0
"6964",39996,54091570,540900,157000,18,1,0.05556
"6965",138309,57181252,571800,125200,3,1,0.33333
"6966",171081,50451437,504500,143700,19,0,0
"6967",39997,54061552,540600,155200,44,0,0
"6968",138310,57171233,571700,123300,3,1,0.33333
"6969",302165,53261869,532600,186900,3,1,0.33333
"6970",39998,54081544,540800,154400,191,1,0.00524
"6971",138311,57171251,571700,125100,3,1,0.33333
"6972",39999,54121890,541200,189000,5,0,0
"6973",40000,54051543,540500,154300,188,0,0
"6974",269398,56831962,568300,196200,32,1,0.03125
"6975",40001,54111615,541100,161500,5,0,0
"6976",171085,55811440,558100,144000,18,2,0.11111
"6977",171086,55741466,557400,146600,42,1,0.02381
"6978",40002,54171513,541700,151300,49,1,0.02041
"6979",40003,54161877,541600,187700,16,2,0.125
"6980",334943,53881547,538800,154700,169,1,0.00592
"6981",40004,54161876,541600,187600,22,2,0.09091
"6982",171089,54181645,541800,164500,23,2,0.08696
"6983",40005,54141523,541400,152300,26,1,0.03846
"6984",40006,54191523,541900,152300,4,1,0.25
"6985",138319,57261951,572600,195100,17,1,0.05882
"6986",302175,53831566,538300,156600,6,1,0.16667
"6987",40007,54291550,542900,155000,3,0,0
"6988",40008,54211642,542100,164200,32,1,0.03125
"6989",40009,54291562,542900,156200,5,3,0.6
"6990",302178,50791473,507900,147300,3,0,0
"6991",40011,54211892,542100,189200,5,0,0
"6992",334950,56561272,565600,127200,30,3,0.1
"6993",269409,53671521,536700,152100,88,2,0.02273
"6994",171096,52401487,524000,148700,71,0,0
"6995",236638,54031808,540300,180800,99,0,0
"6996",40012,54371513,543700,151300,56,5,0.08929
"6997",40013,54331665,543300,166500,19,0,0
"6998",138326,57281952,572800,195200,12,1,0.08333
"6999",40014,54391511,543900,151100,4,2,0.5
"7000",40016,54431499,544300,149900,6,1,0.16667
"7001",203872,51631481,516300,148100,10,0,0
"7002",40017,54361547,543600,154700,4,1,0.25
"7003",138330,57341943,573400,194300,5,0,0
"7004",40018,54481524,544800,152400,5,0,0
"7005",40019,54591504,545900,150400,3,0,0
"7006",334958,51041402,510400,140200,65,0,0
"7007",138332,57431256,574300,125600,3,0,0
"7008",40020,54561943,545600,194300,3,0,0
"7009",334959,54511703,545100,170300,14,1,0.07143
"7010",40021,54471771,544700,177100,8,2,0.25
"7011",302190,56131857,561300,185700,46,1,0.02174
"7012",203878,53071756,530700,175600,49,2,0.04082
"7013",40023,54651838,546500,183800,6,0,0
"7014",40024,54681830,546800,183000,17,1,0.05882
"7015",40025,54651594,546500,159400,14,0,0
"7016",40026,54621834,546200,183400,5,0,0
"7017",40027,54461720,544600,172000,3,0,0
"7018",302195,50771613,507700,161300,7,1,0.14286
"7019",40028,54671835,546700,183500,81,1,0.01235
"7020",302197,50261376,502600,137600,22,0,0
"7021",40029,54671674,546700,167400,10,1,0.1
"7022",40030,54601588,546000,158800,3,0,0
"7023",171114,53871819,538700,181900,49,1,0.02041
"7024",40031,54801480,548000,148000,4,0,0
"7025",40032,54851499,548500,149900,19,3,0.15789
"7026",138346,57531465,575300,146500,3,0,0
"7027",138347,57551471,575500,147100,6,0,0
"7028",40034,54741789,547400,178900,12,1,0.08333
"7029",236660,53231677,532300,167700,3,2,0.66667
"7030",302203,53901658,539000,165800,34,2,0.05882
"7031",40036,54911483,549100,148300,24,2,0.08333
"7032",138350,57591468,575900,146800,34,1,0.02941
"7033",40038,54731564,547300,156400,5,1,0.2
"7034",40039,54861542,548600,154200,3,0,0
"7035",40040,54921617,549200,161700,12,1,0.08333
"7036",40041,54951663,549500,166300,34,0,0
"7037",236667,57291260,572900,126000,4,0,0
"7038",40042,54861549,548600,154900,36,0,0
"7039",40043,54931606,549300,160600,5,0,0
"7040",138358,57651460,576500,146000,5,0,0
"7041",203902,53641680,536400,168000,29,0,0
"7042",40047,55071634,550700,163400,6,0,0
"7043",334986,54131729,541300,172900,3,0,0
"7044",171131,50781376,507800,137600,75,6,0.08
"7045",269445,56101398,561000,139800,21,1,0.04762
"7046",171132,51081672,510800,167200,3,0,0
"7047",40048,55181706,551800,170600,14,2,0.14286
"7048",171133,54661622,546600,162200,3,0,0
"7049",171134,50331294,503300,129400,3,1,0.33333
"7050",138363,57701474,577000,147400,11,1,0.09091
"7051",40050,55121736,551200,173600,12,1,0.08333
"7052",40051,55121691,551200,169100,4,3,0.75
"7053",302221,50061324,500600,132400,6,0,0
"7054",138366,57691480,576900,148000,3,0,0
"7055",40053,55171778,551700,177800,11,0,0
"7056",40054,55141579,551400,157900,8,1,0.125
"7057",40055,55101685,551000,168500,5,2,0.4
"7058",334995,49641481,496400,148100,3,0,0
"7059",203912,50711468,507100,146800,11,0,0
"7060",40057,55111693,551100,169300,33,2,0.06061
"7061",334997,50481324,504800,132400,11,0,0
"7062",40058,55211707,552100,170700,5,1,0.2
"7063",269455,56451253,564500,125300,3,1,0.33333
"7064",138371,57811338,578100,133800,5,2,0.4
"7065",302227,50741388,507400,138800,3,1,0.33333
"7066",335000,56961984,569600,198400,3,0,0
"7067",40061,55291756,552900,175600,3,0,0
"7068",335001,51361492,513600,149200,5,0,0
"7069",335003,50861389,508600,138900,64,1,0.01563
"7070",138379,57871332,578700,133200,7,4,0.57143
"7071",40067,55221561,552200,156100,3,1,0.33333
"7072",40069,55311579,553100,157900,33,1,0.0303
"7073",138382,57831327,578300,132700,3,0,0
"7074",236697,50631474,506300,147400,17,1,0.05882
"7075",269468,51801503,518000,150300,3,1,0.33333
"7076",40073,55321579,553200,157900,61,1,0.01639
"7077",171158,51751467,517500,146700,12,0,0
"7078",40075,55381456,553800,145600,518,1,0.00193
"7079",269472,51831562,518300,156200,4,1,0.25
"7080",203930,54031513,540300,151300,109,6,0.05505
"7081",40077,55391583,553900,158300,5,2,0.4
"7082",236706,50671473,506700,147300,13,0,0
"7083",236707,54861603,548600,160300,36,0,0
"7084",203936,57401452,574000,145200,3,0,0
"7085",40081,55411584,554100,158400,21,2,0.09524
"7086",302251,55891438,558900,143800,3,3,1
