"","OBJECTID","RELI","x_coor","y_coor","B14BTOT","Count_","IPTA"
"15205",278023,53861675,538600,167500,3,1,0.33333
"15206",114168,54911531,549100,153100,4,0,0
"15207",179711,52621498,526200,149800,22,0,0
"15208",114169,55021717,550200,171700,6,0,0
"15209",212483,52371568,523700,156800,12,0,0
"15210",114171,54991493,549900,149300,8,0,0
"15211",114172,55031634,550300,163400,3,0,0
"15212",114173,55001588,550000,158800,4,0,0
"15213",278029,53771600,537700,160000,3,0,0
"15214",179717,53491541,534900,154100,177,1,0.00565
"15215",245260,56761246,567600,124600,3,0,0
"15216",212490,54891618,548900,161800,4,0,0
"15217",310803,55021683,550200,168300,11,1,0.09091
"15218",310804,52921536,529200,153600,4,1,0.25
"15219",179723,53921526,539200,152600,103,1,0.00971
"15220",114181,55111692,551100,169200,22,5,0.22727
"15221",114182,55161477,551600,147700,3,0,0
"15222",179725,54121815,541200,181500,24,2,0.08333
"15223",114187,55271587,552700,158700,7,0,0
"15224",310814,54611620,546100,162000,4,0,0
"15225",179730,54851531,548500,153100,3,0,0
"15226",146959,50731404,507300,140400,18,0,0
"15227",278043,56751218,567500,121800,5,2,0.4
"15228",114192,55301467,553000,146700,23,3,0.13043
"15229",114193,55311470,553100,147000,4,3,0.75
"15230",278050,53821676,538200,167600,3,0,0
"15231",114196,55321480,553200,148000,3,1,0.33333
"15232",245281,55641561,556400,156100,4,0,0
"15233",114199,55351782,553500,178200,3,0,0
"15234",310830,53651518,536500,151800,3,1,0.33333
"15235",146975,53361546,533600,154600,99,5,0.05051
"15236",146976,50411411,504100,141100,5,0,0
"15237",114206,55431544,554300,154400,64,1,0.01563
"15238",179750,55391727,553900,172700,112,0,0
"15239",278065,53461536,534600,153600,19,2,0.10526
"15240",114212,55481455,554800,145500,20,10,0.5
"15241",212526,53871554,538700,155400,12,0,0
"15242",278069,56191839,561900,183900,6,0,0
"15243",114214,55531558,555300,155800,3,0,0
"15244",245299,57291465,572900,146500,23,1,0.04348
"15245",310841,51341494,513400,149400,3,0,0
"15246",114217,55521461,555200,146100,14,4,0.28571
"15247",179761,53081614,530800,161400,34,0,0
"15248",114220,55511689,555100,168900,4,0,0
"15249",278077,50721468,507200,146800,5,1,0.2
"15250",114224,55571577,555700,157700,3,1,0.33333
"15251",114225,55621453,556200,145300,10,1,0.1
"15252",114227,55611471,556100,147100,34,1,0.02941
"15253",245312,50191449,501900,144900,13,1,0.07692
"15254",212545,53691525,536900,152500,312,2,0.00641
"15255",114233,55701469,557000,146900,46,3,0.06522
"15256",114237,55761458,557600,145800,38,3,0.07895
"15257",245322,53611533,536100,153300,229,3,0.0131
"15258",114239,55741754,557400,175400,8,0,0
"15259",245324,50031447,500300,144700,9,1,0.11111
"15260",179783,54961566,549600,156600,3,1,0.33333
"15261",114241,55801794,558000,179400,25,0,0
"15262",212555,53471607,534700,160700,3,0,0
"15263",147013,56791190,567900,119000,6,0,0
"15264",212556,57611425,576100,142500,6,0,0
"15265",114243,55771470,557700,147000,8,0,0
"15266",179788,54431496,544300,149600,11,1,0.09091
"15267",114246,55781464,557800,146400,5,2,0.4
"15268",114247,55831789,558300,178900,13,2,0.15385
"15269",114248,55831438,558300,143800,91,4,0.04396
"15270",278104,52341587,523400,158700,5,0,0
"15271",278105,56862009,568600,200900,8,0,0
"15272",114250,55831452,558300,145200,14,0,0
"15273",179793,55921437,559200,143700,13,3,0.23077
"15274",212565,56151452,561500,145200,3,1,0.33333
"15275",147025,54111556,541100,155600,7,3,0.42857
"15276",245338,50521459,505200,145900,19,1,0.05263
"15277",212568,54031649,540300,164900,9,0,0
"15278",179797,53801835,538000,183500,30,1,0.03333
"15279",179800,55001719,550000,171900,3,0,0
"15280",147029,56931281,569300,128100,3,0,0
"15281",278114,56071797,560700,179700,17,0,0
"15282",114259,55871370,558700,137000,3,1,0.33333
"15283",114260,55871449,558700,144900,5,2,0.4
"15284",179803,55531805,555300,180500,3,0,0
"15285",245345,56431862,564300,186200,3,0,0
"15286",147033,53971520,539700,152000,89,3,0.03371
"15287",114262,55881461,558800,146100,3,3,1
"15288",114264,55871751,558700,175100,6,1,0.16667
"15289",179806,53151519,531500,151900,5,1,0.2
"15290",114265,55911472,559100,147200,4,1,0.25
"15291",278121,51491547,514900,154700,10,0,0
"15292",114266,55921434,559200,143400,21,4,0.19048
"15293",114267,55901787,559000,178700,5,0,0
"15294",15956,50081373,500800,137300,5,0,0
"15295",278125,57071933,570700,193300,6,0,0
"15296",15957,50071394,500700,139400,3,0,0
"15297",179812,51991716,519900,171600,14,1,0.07143
"15298",245355,54051521,540500,152100,26,1,0.03846
"15299",114271,55981423,559800,142300,37,6,0.16216
"15300",278127,51521462,515200,146200,20,2,0.1
"15301",147044,50171452,501700,145200,5,1,0.2
"15302",15961,50221304,502200,130400,9,0,0
"15303",15962,50211323,502100,132300,12,0,0
"15304",147046,56351263,563500,126300,3,0,0
"15305",15963,50211282,502100,128200,13,1,0.07692
"15306",15965,50231368,502300,136800,9,0,0
"15307",212592,54611713,546100,171300,12,2,0.16667
"15308",114279,56001801,560000,180100,21,0,0
"15309",15966,50201325,502000,132500,14,1,0.07143
"15310",15967,50181311,501800,131100,11,0,0
"15311",15968,50281288,502800,128800,19,1,0.05263
"15312",114283,56011363,560100,136300,8,1,0.125
"15313",15970,50261293,502600,129300,21,3,0.14286
"15314",15971,50241325,502400,132500,14,0,0
"15315",15973,50271371,502700,137100,45,1,0.02222
"15316",114286,56071455,560700,145500,3,1,0.33333
"15317",278142,52721786,527200,178600,3,0,0
"15318",15974,50321395,503200,139500,31,0,0
"15319",114287,56061417,560600,141700,24,10,0.41667
"15320",114288,56071411,560700,141100,40,3,0.075
"15321",114289,56061388,560600,138800,15,2,0.13333
"15322",114290,56071910,560700,191000,26,1,0.03846
"15323",245375,53321540,533200,154000,6,3,0.5
"15324",114292,56081377,560800,137700,7,1,0.14286
"15325",15979,50381325,503800,132500,34,0,0
"15326",245376,53981806,539800,180600,4,1,0.25
"15327",15981,50351311,503500,131100,19,1,0.05263
"15328",212608,53811553,538100,155300,14,2,0.14286
"15329",114295,56091857,560900,185700,8,0,0
"15330",278151,54571488,545700,148800,47,1,0.02128
"15331",147068,55431730,554300,173000,14,2,0.14286
"15332",114298,56121377,561200,137700,5,2,0.4
"15333",15985,50521601,505200,160100,4,0,0
"15334",179841,52331478,523300,147800,3,1,0.33333
"15335",15986,50551459,505500,145900,15,1,0.06667
"15336",15987,50551458,505500,145800,11,1,0.09091
"15337",278156,51491467,514900,146700,7,0,0
"15338",310928,55051478,550500,147800,3,0,0
"15339",15990,50641473,506400,147300,12,0,0
"15340",179845,56291333,562900,133300,3,0,0
"15341",15991,50641422,506400,142200,4,0,0
"15342",15992,50721408,507200,140800,9,1,0.11111
"15343",114306,56231921,562300,192100,5,0,0
"15344",15993,50731384,507300,138400,82,3,0.03659
"15345",15994,50731407,507300,140700,22,1,0.04545
"15346",15995,50731422,507300,142200,21,1,0.04762
"15347",15996,50751461,507500,146100,3,0,0
"15348",147080,57161252,571600,125200,3,1,0.33333
"15349",179852,53961708,539600,170800,31,1,0.03226
"15350",310936,50701379,507000,137900,75,3,0.04
"15351",15998,50691470,506900,147000,6,0,0
"15352",212625,53551570,535500,157000,22,2,0.09091
"15353",15999,50811376,508100,137600,40,1,0.025
"15354",147083,55051681,550500,168100,73,0,0
"15355",245397,57041345,570400,134500,8,2,0.25
"15356",16001,50821389,508200,138900,35,3,0.08571
"15357",245398,54181508,541800,150800,19,1,0.05263
"15358",114315,56341293,563400,129300,37,4,0.10811
"15359",16003,50831641,508300,164100,3,0,0
"15360",179859,52631661,526300,166100,10,1,0.1
"15361",114318,56381254,563800,125400,3,1,0.33333
"15362",16006,51131645,511300,164500,12,0,0
"15363",114320,56341873,563400,187300,33,1,0.0303
"15364",16008,51011441,510100,144100,23,0,0
"15365",179864,57101332,571000,133200,3,1,0.33333
"15366",16009,51021420,510200,142000,157,1,0.00637
"15367",16010,51091643,510900,164300,3,1,0.33333
"15368",310950,54011529,540100,152900,28,1,0.03571
"15369",16011,51421452,514200,145200,3,0,0
"15370",16012,51241526,512400,152600,3,0,0
"15371",310951,57481335,574800,133500,6,1,0.16667
"15372",16013,51341514,513400,151400,47,2,0.04255
"15373",114327,56551273,565500,127300,14,1,0.07143
"15374",16014,51361495,513600,149500,9,0,0
"15375",245412,53971630,539700,163000,4,0,0
"15376",16015,51161411,511600,141100,3,0,0
"15377",16016,51271501,512700,150100,10,0,0
"15378",147102,50351312,503500,131200,3,2,0.66667
"15379",16018,51401689,514000,168900,25,1,0.04
"15380",212644,56791240,567900,124000,3,0,0
"15381",16019,51621465,516200,146500,55,2,0.03636
"15382",16020,51621462,516200,146200,3,2,0.66667
"15383",278189,55711455,557100,145500,22,0,0
"15384",16021,51551570,515500,157000,3,1,0.33333
"15385",16022,51771504,517700,150400,4,1,0.25
"15386",16023,51791503,517900,150300,9,1,0.11111
"15387",179878,56591262,565900,126200,8,1,0.125
"15388",114336,56611262,566100,126200,10,1,0.1
"15389",147107,53411538,534100,153800,422,2,0.00474
"15390",147108,53391644,533900,164400,13,0,0
"15391",16024,51871706,518700,170600,3,0,0
"15392",114337,56671223,566700,122300,19,2,0.10526
"15393",212651,54331565,543300,156500,7,0,0
"15394",179880,52961531,529600,153100,20,3,0.15
"15395",16025,51791465,517900,146500,3,0,0
"15396",16026,51701468,517000,146800,14,0,0
"15397",245424,51781479,517800,147900,5,0,0
"15398",16027,51961711,519600,171100,41,1,0.02439
"15399",147111,56871232,568700,123200,9,4,0.44444
"15400",16028,52091503,520900,150300,32,0,0
"15401",16029,51951468,519500,146800,4,0,0
"15402",245427,52461526,524600,152600,4,0,0
"15403",16030,52011657,520100,165700,3,0,0
"15404",114343,56701325,567000,132500,14,7,0.5
"15405",310970,53051759,530500,175900,121,1,0.00826
"15406",114344,56691255,566900,125500,17,0,0
"15407",16031,52291564,522900,156400,28,1,0.03571
"15408",16032,52291500,522900,150000,6,0,0
"15409",278201,53621770,536200,177000,8,0,0
"15410",16033,52371539,523700,153900,19,0,0
"15411",16034,52321644,523200,164400,10,0,0
"15412",16035,52391767,523900,176700,5,0,0
"15413",147120,53361732,533600,173200,13,1,0.07692
"15414",16036,52321641,523200,164100,16,1,0.0625
"15415",147121,55041642,550400,164200,3,0,0
"15416",16037,52191528,521900,152800,20,1,0.05
"15417",278206,54861816,548600,181600,29,1,0.03448
"15418",16038,52161760,521600,176000,9,2,0.22222
"15419",16039,52201561,522000,156100,7,2,0.28571
"15420",16040,52261593,522600,159300,51,2,0.03922
"15421",16041,52261591,522600,159100,20,1,0.05
"15422",114354,56801218,568000,121800,34,3,0.08824
"15423",16042,52281690,522800,169000,3,2,0.66667
"15424",16043,52371535,523700,153500,13,1,0.07692
"15425",16044,52431713,524300,171300,7,0,0
"15426",114357,56821219,568200,121900,7,1,0.14286
"15427",16045,52451666,524500,166600,3,0,0
"15428",245443,52911861,529100,186100,26,0,0
"15429",16046,52591522,525900,152200,6,1,0.16667
"15430",16047,52471525,524700,152500,3,0,0
"15431",114360,56841263,568400,126300,13,1,0.07692
"15432",245444,53251523,532500,152300,19,0,0
"15433",114361,56791965,567900,196500,3,0,0
"15434",16048,52691677,526900,167700,7,1,0.14286
"15435",114363,56901275,569000,127500,10,0,0
"15436",16050,52651517,526500,151700,150,1,0.00667
"15437",16051,52701853,527000,185300,3,0,0
"15438",278220,50191451,501900,145100,6,1,0.16667
"15439",16052,52711680,527100,168000,9,1,0.11111
"15440",278221,51471453,514700,145300,163,1,0.00613
"15441",16053,52881863,528800,186300,26,1,0.03846
"15442",114366,56861230,568600,123000,3,6,2
"15443",16056,52791857,527900,185700,30,1,0.03333
"15444",212683,53971702,539700,170200,6,0,0
"15445",179912,55001570,550000,157000,10,1,0.1
"15446",16057,52961532,529600,153200,70,2,0.02857
"15447",16058,52961858,529600,185800,9,0,0
"15448",179913,54041853,540400,185300,3,0,0
"15449",114372,56971978,569700,197800,4,1,0.25
"15450",16059,53011824,530100,182400,46,2,0.04348
"15451",16060,53081527,530800,152700,18,0,0
"15452",16061,53141545,531400,154500,19,0,0
"15453",114375,56921914,569200,191400,9,0,0
"15454",16062,53201635,532000,163500,16,0,0
"15455",114376,57011928,570100,192800,3,1,0.33333
"15456",179918,54191530,541900,153000,9,1,0.11111
"15457",16063,53091543,530900,154300,21,0,0
"15458",16064,53151611,531500,161100,3,0,0
"15459",16065,53211513,532100,151300,29,1,0.03448
"15460",16066,53181543,531800,154300,3,0,0
"15461",311005,52771514,527700,151400,335,3,0.00896
"15462",278234,53251557,532500,155700,73,4,0.05479
"15463",212693,54311677,543100,167700,38,1,0.02632
"15464",16067,53301795,533000,179500,5,0,0
"15465",16068,53301519,533000,151900,5,1,0.2
"15466",311008,55241750,552400,175000,5,0,0
"15467",16069,53281552,532800,155200,3,0,0
"15468",16070,53261537,532600,153700,22,1,0.04545
"15469",114384,57061993,570600,199300,3,0,0
"15470",16071,53281576,532800,157600,4,2,0.5
"15471",278240,53431563,534300,156300,15,0,0
"15472",147156,52611566,526100,156600,5,1,0.2
"15473",16072,53241521,532400,152100,28,0,0
"15474",114386,57091287,570900,128700,5,0,0
"15475",147158,52071736,520700,173600,4,0,0
"15476",245472,50461384,504600,138400,18,1,0.05556
"15477",16075,53411643,534100,164300,8,0,0
"15478",278244,53031825,530300,182500,39,2,0.05128
"15479",16076,53391665,533900,166500,9,0,0
"15480",114390,57091269,570900,126900,14,3,0.21429
"15481",16077,53551750,535500,175000,7,0,0
"15482",179932,50281313,502800,131300,24,0,0
"15483",114391,57121264,571200,126400,3,2,0.66667
"15484",16078,53511652,535100,165200,55,0,0
"15485",179934,51641480,516400,148000,7,0,0
"15486",147163,53651596,536500,159600,7,1,0.14286
"15487",16079,53641538,536400,153800,274,7,0.02555
"15488",114393,57111987,571100,198700,4,1,0.25
"15489",16080,53591536,535900,153600,49,4,0.08163
"15490",147164,56521270,565200,127000,26,0,0
"15491",278248,55811444,558100,144400,10,2,0.2
"15492",212707,55641556,556400,155600,3,0,0
"15493",16081,53641880,536400,188000,10,1,0.1
"15494",278249,57101246,571000,124600,6,1,0.16667
"15495",16083,53611593,536100,159300,8,2,0.25
"15496",278251,57501339,575000,133900,3,2,0.66667
"15497",147167,52631517,526300,151700,23,1,0.04348
"15498",16085,53681826,536800,182600,87,3,0.03448
"15499",179941,53981550,539800,155000,28,0,0
"15500",16086,53651537,536500,153700,251,3,0.01195
"15501",16088,53661772,536600,177200,58,1,0.01724
"15502",114402,57261365,572600,136500,8,1,0.125
"15503",311028,54001800,540000,180000,13,1,0.07692
"15504",16090,53771812,537700,181200,6,0,0
"15505",16091,53811541,538100,154100,148,1,0.00676
"15506",114404,57241954,572400,195400,5,2,0.4
"15507",16092,53811657,538100,165700,116,3,0.02586
"15508",16093,53781626,537800,162600,10,1,0.1
"15509",311032,53681813,536800,181300,3,0,0
"15510",311033,51451458,514500,145800,42,1,0.02381
"15511",16094,53801825,538000,182500,7,3,0.42857
"15512",16095,53791650,537900,165000,8,0,0
"15513",16096,53821529,538200,152900,215,10,0.04651
"15514",16097,53851548,538500,154800,82,2,0.02439
"15515",16098,53851589,538500,158900,15,1,0.06667
"15516",245496,53051537,530500,153700,8,0,0
"15517",212727,50231318,502300,131800,28,0,0
"15518",16101,53871661,538700,166100,30,2,0.06667
"15519",114414,57371335,573700,133500,6,1,0.16667
"15520",16103,53861664,538600,166400,11,2,0.18182
"15521",16104,53881840,538800,184000,3,1,0.33333
"15522",16105,53921552,539200,155200,16,0,0
"15523",16106,53931803,539300,180300,186,1,0.00538
"15524",245503,56431921,564300,192100,3,0,0
"15525",16107,53901571,539000,157100,3,0,0
"15526",16108,53921518,539200,151800,43,3,0.06977
"15527",16109,53921713,539200,171300,13,0,0
"15528",16110,53911522,539100,152200,4,2,0.5
"15529",245507,55821451,558200,145100,11,0,0
"15530",16111,53991524,539900,152400,47,1,0.02128
"15531",114425,57451407,574500,140700,3,0,0
"15532",16112,53991512,539900,151200,38,4,0.10526
"15533",16114,54001547,540000,154700,5,1,0.2
"15534",16115,54031563,540300,156300,47,0,0
"15535",16116,54051634,540500,163400,3,0,0
"15536",212743,50211280,502100,128000,3,1,0.33333
"15537",16118,54021549,540200,154900,62,4,0.06452
"15538",16119,54071810,540700,181000,19,3,0.15789
"15539",16120,54111549,541100,154900,36,2,0.05556
"15540",16121,54121521,541200,152100,5,0,0
"15541",311061,55031627,550300,162700,12,0,0
"15542",16122,54131564,541300,156400,26,1,0.03846
"15543",245519,53841630,538400,163000,3,0,0
"15544",16123,54181613,541800,161300,69,1,0.01449
"15545",278291,57601339,576000,133900,5,1,0.2
"15546",16124,54191694,541900,169400,24,1,0.04167
"15547",245521,54131768,541300,176800,3,0,0
"15548",16125,54201617,542000,161700,16,0,0
"15549",16126,54141613,541400,161300,12,1,0.08333
"15550",245523,53871823,538700,182300,32,1,0.03125
"15551",16127,54141787,541400,178700,9,0,0
"15552",16128,54291513,542900,151300,3,2,0.66667
"15553",212755,55651452,556500,145200,3,1,0.33333
"15554",16129,54311786,543100,178600,15,2,0.13333
"15555",16130,54351508,543500,150800,5,1,0.2
"15556",16131,54351510,543500,151000,16,1,0.0625
"15557",16132,54391684,543900,168400,3,1,0.33333
"15558",16133,54511891,545100,189100,32,4,0.125
"15559",16134,54491737,544900,173700,4,0,0
"15560",114447,57601340,576000,134000,3,1,0.33333
"15561",16135,54461767,544600,176700,4,0,0
"15562",16136,54501940,545000,194000,3,0,0
"15563",16137,54461564,544600,156400,4,0,0
"15564",245534,53391730,533900,173000,13,0,0
"15565",311077,54251612,542500,161200,32,0,0
"15566",16139,54651568,546500,156800,3,0,0
"15567",16140,54611837,546100,183700,3,0,0
"15568",179996,53611546,536100,154600,50,3,0.06
"15569",16141,54661837,546600,183700,10,0,0
"15570",16142,54661822,546600,182200,5,0,0
"15571",16143,54661501,546600,150100,3,0,0
"15572",179998,52181487,521800,148700,3,1,0.33333
"15573",311083,55511587,555100,158700,8,1,0.125
"15574",16144,54631524,546300,152400,22,1,0.04545
"15575",16145,54601531,546000,153100,6,0,0
"15576",16146,54631516,546300,151600,18,0,0
"15577",311085,54031634,540300,163400,19,0,0
"15578",16147,54631599,546300,159900,3,0,0
"15579",16148,54641834,546400,183400,20,0,0
"15580",16149,54681754,546800,175400,3,1,0.33333
"15581",114463,57761338,577600,133800,3,2,0.66667
"15582",278319,54971556,549700,155600,3,0,0
"15583",114464,57771337,577700,133700,3,1,0.33333
"15584",212777,55111529,551100,152900,5,0,0
"15585",245549,56101414,561000,141400,4,0,0
"15586",147236,54311505,543100,150500,13,1,0.07692
"15587",311092,50591596,505900,159600,29,2,0.06897
"15588",16154,54791727,547900,172700,43,0,0
"15589",16155,54831580,548300,158000,4,0,0
"15590",311095,57081350,570800,135000,3,0,0
"15591",180013,54761658,547600,165800,3,0,0
"15592",16158,54911605,549100,160500,14,0,0
"15593",311097,50241289,502400,128900,3,2,0.66667
"15594",16160,54881525,548800,152500,4,0,0
"15595",16161,54921473,549200,147300,59,0,0
"15596",180016,53351727,533500,172700,35,0,0
"15597",311101,53941549,539400,154900,21,2,0.09524
"15598",212790,53401634,534000,163400,5,0,0
"15599",16164,55051557,550500,155700,3,0,0
"15600",16165,55021693,550200,169300,7,0,0
"15601",278334,53511539,535100,153900,31,1,0.03226
"15602",16166,55021789,550200,178900,5,1,0.2
"15603",16168,55061652,550600,165200,6,0,0
"15604",278336,52341643,523400,164300,15,1,0.06667
"15605",16169,55071728,550700,172800,8,0,0
"15606",16171,55211468,552100,146800,22,2,0.09091
"15607",180027,56341287,563400,128700,27,1,0.03704
"15608",147260,50551357,505500,135700,15,0,0
"15609",16177,55261466,552600,146600,3,1,0.33333
"15610",180034,53321586,533200,158600,18,1,0.05556
"15611",16183,55301581,553000,158100,89,1,0.01124
"15612",147268,53631581,536300,158100,4,1,0.25
"15613",16186,55351475,553500,147500,25,2,0.08
"15614",16187,55391475,553900,147500,28,3,0.10714
"15615",278356,53661536,536600,153600,104,7,0.06731
"15616",147272,53811865,538100,186500,3,0,0
"15617",16188,55391730,553900,173000,47,1,0.02128
"15618",245585,50581350,505800,135000,18,1,0.05556
"15619",16191,55411460,554100,146000,45,3,0.06667
"15620",16192,55441467,554400,146700,64,3,0.04688
"15621",16193,55441729,554400,172900,13,1,0.07692
"15622",212819,52871745,528700,174500,26,0,0
"15623",311134,54761531,547600,153100,4,0,0
"15624",16195,55451454,554500,145400,106,9,0.08491
"15625",147279,54221521,542200,152100,3,1,0.33333
"15626",311135,51231459,512300,145900,52,1,0.01923
"15627",245595,52151637,521500,163700,11,1,0.09091
"15628",180056,54691832,546900,183200,108,3,0.02778
"15629",147285,50871422,508700,142200,3,0,0
"15630",114514,58301487,583000,148700,16,0,0
"15631",16201,55511586,555100,158600,16,1,0.0625
"15632",245600,53301703,533000,170300,30,0,0
"15633",212831,52941532,529400,153200,40,3,0.075
"15634",16206,55541482,555400,148200,3,0,0
"15635",16208,55581806,555800,180600,3,1,0.33333
"15636",180063,50791485,507900,148500,12,0,0
"15637",212835,53101540,531000,154000,35,4,0.11429
"15638",16213,55571538,555700,153800,3,0,0
"15639",16214,55591463,555900,146300,36,2,0.05556
"15640",311154,56571951,565700,195100,19,1,0.05263
"15641",16217,55591550,555900,155000,3,1,0.33333
"15642",16221,55701449,557000,144900,25,0,0
"15643",278389,50381410,503800,141000,21,0,0
"15644",16223,55751785,557500,178500,11,0,0
"15645",180081,53991515,539900,151500,24,4,0.16667
"15646",245624,55691450,556900,145000,5,0,0
"15647",180082,55411549,554100,154900,4,1,0.25
"15648",16229,55781458,557800,145800,16,5,0.3125
"15649",147314,54271876,542700,187600,8,1,0.125
"15650",16232,55771508,557700,150800,13,1,0.07692
"15651",16234,55791334,557900,133400,6,1,0.16667
"15652",180091,55771466,557700,146600,24,2,0.08333
"15653",147324,51461518,514600,151800,14,0,0
"15654",16241,55851467,558500,146700,22,5,0.22727
"15655",212867,50621457,506200,145700,7,2,0.28571
"15656",311181,54651526,546500,152600,10,1,0.1
"15657",16243,55931438,559300,143800,19,4,0.21053
"15658",16244,55911431,559100,143100,26,4,0.15385
"15659",212871,52591508,525900,150800,73,1,0.0137
"15660",147329,56071766,560700,176600,3,1,0.33333
"15661",212873,53011649,530100,164900,15,1,0.06667
"15662",147331,51551472,515500,147200,32,1,0.03125
"15663",147332,51411688,514100,168800,21,1,0.04762
"15664",16248,55891466,558900,146600,3,3,1
"15665",180104,55761491,557600,149100,4,0,0
"15666",16249,55931771,559300,177100,5,1,0.2
"15667",16250,55911448,559100,144800,18,13,0.72222
"15668",16251,55921453,559200,145300,4,2,0.5
"15669",16252,55981481,559800,148100,6,2,0.33333
"15670",180111,56501972,565000,197200,26,1,0.03846
"15671",147341,54031869,540300,186900,28,0,0
"15672",278427,53791653,537900,165300,66,1,0.01515
"15673",278428,51681730,516800,173000,3,0,0
"15674",180116,53791561,537900,156100,30,0,0
"15675",212888,55751469,557500,146900,19,1,0.05263
"15676",311203,50291325,502900,132500,16,0,0
"15677",147348,53321577,533200,157700,17,1,0.05882
"15678",16264,56061381,560600,138100,45,0,0
"15679",16266,56091917,560900,191700,7,0,0
"15680",16268,56051389,560500,138900,10,1,0.1
"15681",311208,57801469,578000,146900,5,1,0.2
"15682",16269,56111380,561100,138000,3,1,0.33333
"15683",147353,53841822,538400,182200,77,2,0.02597
"15684",180128,52131638,521300,163800,6,2,0.33333
"15685",16273,56101430,561000,143000,4,2,0.5
"15686",16274,56111370,561100,137000,10,0,0
"15687",180130,55051690,550500,169000,5,0,0
"15688",16276,56141293,561400,129300,3,0,0
"15689",16278,56151292,561500,129200,3,0,0
"15690",212906,53831561,538300,156100,53,1,0.01887
"15691",180135,53751565,537500,156500,8,0,0
"15692",278448,53641571,536400,157100,63,1,0.01587
"15693",278451,53711622,537100,162200,9,0,0
"15694",147370,55391543,553900,154300,71,1,0.01408
"15695",245683,52581540,525800,154000,5,1,0.2
"15696",16286,56191427,561900,142700,3,3,1
"15697",147372,55741722,557400,172200,14,2,0.14286
"15698",16289,56201451,562000,145100,3,2,0.66667
"15699",16290,56241860,562400,186000,55,0,0
"15700",180148,55641490,556400,149000,3,0,0
"15701",16294,56251850,562500,185000,7,0,0
"15702",212921,54621549,546200,154900,16,1,0.0625
"15703",16297,56311291,563100,129100,21,3,0.14286
"15704",245694,55521724,555200,172400,4,0,0
"15705",245695,55731567,557300,156700,9,0,0
"15706",212926,54311499,543100,149900,4,0,0
"15707",180157,54111563,541100,156300,6,1,0.16667
"15708",245699,54101761,541000,176100,6,0,0
"15709",16303,56301304,563000,130400,3,0,0
"15710",278472,54541499,545400,149900,3,1,0.33333
"15711",245701,52491857,524900,185700,21,1,0.04762
"15712",278473,56191309,561900,130900,3,0,0
"15713",212934,56971925,569700,192500,80,2,0.025
"15714",147393,55821751,558200,175100,4,0,0
"15715",212939,54631712,546300,171200,4,1,0.25
"15716",180168,53561554,535600,155400,15,2,0.13333
"15717",311252,54211505,542100,150500,9,11,1.22222
"15718",311254,52801728,528000,172800,15,0,0
"15719",278485,53661525,536600,152500,56,4,0.07143
"15720",16317,56631227,566300,122700,225,2,0.00889
"15721",212943,52981629,529800,162900,12,0,0
"15722",147402,51901493,519000,149300,18,0,0
"15723",311258,56071343,560700,134300,65,1,0.01538
"15724",180176,55481702,554800,170200,3,1,0.33333
"15725",278491,55791449,557900,144900,112,2,0.01786
"15726",16324,56681252,566800,125200,4,0,0
"15727",16325,56651215,566500,121500,4,0,0
"15728",311265,55011586,550100,158600,6,0,0
"15729",16327,56741323,567400,132300,20,3,0.15
"15730",147412,53911591,539100,159100,4,0,0
"15731",212956,52441481,524400,148100,18,1,0.05556
"15732",16330,56741217,567400,121700,3,0,0
"15733",16333,56701327,567000,132700,728,9,0.01236
"15734",147420,51261433,512600,143300,10,1,0.1
"15735",180191,53231537,532300,153700,4,1,0.25
"15736",16339,56811335,568100,133500,8,0,0
"15737",311280,58091488,580900,148800,3,0,0
"15738",245738,54101564,541000,156400,12,1,0.08333
"15739",212971,55081508,550800,150800,5,0,0
"15740",147431,53531551,535300,155100,15,0,0
"15741",311288,53491828,534900,182800,60,3,0.05
"15742",16349,56921279,569200,127900,8,0,0
"15743",180208,56731261,567300,126100,7,1,0.14286
"15744",311294,50171326,501700,132600,4,0,0
"15745",245752,56261293,562600,129300,20,0,0
"15746",16356,56941972,569400,197200,4,1,0.25
"15747",16357,56971926,569700,192600,62,1,0.01613
"15748",212985,51681481,516800,148100,14,1,0.07143
"15749",16361,57031271,570300,127100,13,1,0.07692
"15750",212990,57431341,574300,134100,3,0,0
"15751",245762,53791655,537900,165500,59,1,0.01695
"15752",278533,52581565,525800,156500,91,0,0
"15753",147456,53871510,538700,151000,48,1,0.02083
"15754",245770,52601569,526000,156900,3,0,0
"15755",278542,56791217,567900,121700,19,3,0.15789
"15756",278544,54521737,545200,173700,10,1,0.1
"15757",16377,57091240,570900,124000,4,1,0.25
"15758",311318,51391453,513900,145300,4,0,0
"15759",278548,51911740,519100,174000,40,3,0.075
"15760",213006,53351543,533500,154300,55,1,0.01818
"15761",245780,50411301,504100,130100,10,2,0.2
"15762",213009,54331499,543300,149900,3,0,0
"15763",16387,57191260,571900,126000,3,3,1
"15764",180244,51481520,514800,152000,19,1,0.05263
"15765",147475,55731459,557300,145900,16,2,0.125
"15766",245788,56341868,563400,186800,9,2,0.22222
"15767",245792,58041346,580400,134600,3,1,0.33333
"15768",245796,53081618,530800,161800,4,0,0
"15769",278568,53931796,539300,179600,3,2,0.66667
"15770",147485,52941538,529400,153800,8,0,0
"15771",147489,54091545,540900,154500,19,1,0.05263
"15772",278574,53441562,534400,156200,28,0,0
