"","X","Y","OBJECTID","RELI","B14BTOT","Count_","IPTA","WGSlong","WGSlat"
"19394",568200,126600,53498,56821266,3,0,0,7.0259839392512,46.2900590160291
"19395",539100,155400,217356,53911554,15,0,0,6.64460612352444,46.5471135285462
"19396",567900,192900,53501,56791929,8,1,0,7.01747415474231,46.8864401526514
"19397",520800,166300,315669,52081663,9,0,0,6.40415678111602,46.6432411110958
"19398",553400,146600,184587,55341466,15,1,0,6.83193182459336,46.4691031576866
"19399",537200,153800,151816,53721538,155,2,0,6.62005278603835,46.5325457472158
"19400",536500,181100,315671,53651811,29,2,0,6.60715873286583,46.778043906156
"19401",554300,173600,151817,55431736,10,1,0,6.84097176062337,46.7120384572878
"19402",530500,151500,282902,53051515,26,0,0,6.53307314346937,46.5111951081826
"19403",569200,189500,53506,56921895,4,1,0,7.03475986321351,46.8559179615806
"19404",543300,154500,282903,54331545,3,0,0,6.69947402207948,46.5393868980524
"19405",582400,149100,282904,58241491,3,1,0,7.209396228866,46.4929811624264
"19406",512600,145900,217362,51261459,6,1,0,6.30092910923286,46.458727886853
"19407",540500,152600,250134,54051526,152,1,0,6.66321921817727,46.5220530263529
"19408",570000,124600,53511,57001246,3,2,1,7.04946994319755,46.2721507597567
"19409",507100,137900,151824,50711379,38,3,0,6.23094800768771,46.38603171726
"19410",538600,185800,184599,53861858,3,0,0,6.63402349912428,46.8205169018434
"19411",546800,154500,184600,54681545,5,0,0,6.74509890177029,46.539674257406
"19412",570200,127700,53516,57021277,3,3,1,7.05186619490157,46.3000456709646
"19413",505200,134700,217374,50521347,3,1,0,6.20690525938626,46.3569836090205
"19414",560600,186900,151833,56061869,3,0,0,6.92221613726273,46.8320769112515
"19415",558400,149700,315689,55841497,3,0,0,6.89674807273072,46.4973179203961
"19416",538800,165900,151834,53881659,59,4,0,6.63930045946388,46.6415347710092
"19417",537600,183300,250147,53761833,7,1,0,6.62126120435724,46.797936669795
"19418",539400,180600,250149,53941806,30,1,0,6.64519532045536,46.7738164716954
"19419",530800,174600,184608,53081746,4,1,0,6.53351010681176,46.7190097513627
"19420",570700,128100,53524,57071281,5,1,0,7.0583303827107,46.3036658482747
"19421",569400,189400,282922,56941894,13,2,0,7.03738910214802,46.8550276670393
"19422",570800,133200,250153,57081332,3,1,0,7.05930842028498,46.3495472839198
"19423",570900,127100,53527,57091271,25,3,0,7.06098874232996,46.2946790356074
"19424",503100,131300,184612,50311313,31,0,0,6.18033310609646,46.3261027176178
"19425",570900,127400,53528,57091274,9,2,0,7.06097000964874,46.2973776853437
"19426",519100,169500,315696,51911695,5,0,0,6.38139155532733,46.6718204802425
"19427",571300,199200,53530,57131992,7,1,0,7.06168560381542,46.9432650232655
"19428",539100,159000,315698,53911590,21,0,0,6.64413091799868,46.5794959848497
"19429",548300,148900,315699,54831489,3,1,0,6.7652789514104,46.4894182740819
"19430",530600,167100,151849,53061671,12,0,0,6.53202771088336,46.6515271358583
"19431",535800,175100,184621,53581751,30,2,0,6.5988342904762,46.7240071935979
"19432",572000,125400,53539,57201254,10,1,0,7.07536600613698,46.2794333886631
"19433",508400,138100,217394,50841381,21,1,0,6.24780574229194,46.3880093230212
"19434",572500,125500,53541,57251255,5,0,0,7.08184700240521,46.2803535699783
"19435",523900,150400,315711,52391504,7,0,0,6.44726704987885,46.500583186541
"19436",527800,165300,184630,52781653,52,1,0,6.49573581104982,46.635039508983
"19437",573300,122800,53550,57331228,7,2,0,7.09238074135664,46.2560979418957
"19438",544100,171500,282948,54411715,60,1,0,6.70783873606364,46.6923720689091
"19439",524200,148100,184638,52421481,23,1,0,6.45155167110578,46.4799289399379
"19440",549100,147800,282952,54911478,58,2,0,6.77581891529059,46.4795847145722
"19441",574300,140800,53555,57431408,3,0,0,7.10435481962618,46.418056422421
"19442",571100,191900,250183,57111919,12,0,0,7.05952195403645,46.8775917145756
"19443",545000,181400,250186,54501814,3,1,0,6.71841624180922,46.7814982302683
"19444",568800,196800,250188,56881968,3,0,0,7.02901518285369,46.921564062746
"19445",548800,180000,151876,54881800,3,1,0,6.76833105116928,46.769207921664
"19446",540100,187000,217419,54011870,4,0,0,6.65352154251216,46.8314474465134
"19447",546600,161100,184649,54661611,5,0,0,6.7417276810634,46.5990268506991
"19448",533100,151800,315734,53311518,50,0,0,6.56690406622739,46.5141584311273
"19449",538300,165900,282965,53831659,119,6,0,6.63277038954492,46.6414887767545
"19450",569300,192300,282966,56931923,8,1,0,7.03588270923879,46.8811091456854
"19451",546100,171200,250195,54611712,32,1,0,6.73401915359005,46.6898380446157
"19452",550400,169400,184653,55041694,5,0,0,6.79042341745582,46.6739800739948
"19453",561400,191200,250196,56141912,6,0,0,6.93233795344659,46.8708029441169
"19454",563700,187000,217425,56371870,35,1,0,6.96283927497052,46.8331526895412
"19455",521300,148200,151886,52131482,25,1,0,6.4137744482355,46.4804940571321
"19456",534100,164600,250203,53411646,46,1,0,6.57810444479994,46.6293941396809
"19457",529100,186400,151890,52911864,8,0,0,6.50944884212163,46.8249699150435
"19458",535600,157600,315745,53561576,80,0,0,6.5986685515616,46.5665750186207
"19459",545500,148800,282975,54551488,147,5,0,6.72882454788378,46.4882968085454
"19460",530800,161000,315746,53081610,27,0,0,6.5355572345911,46.5966786370116
"19461",549500,162900,315749,54951629,3,1,0,6.77937564208827,46.615443643768
"19462",576700,147000,53581,57671470,17,3,0,7.13525979658854,46.4739165056674
"19463",576900,147000,53582,57691470,4,4,1,7.1378638687003,46.473923429808
"19464",557700,144500,315750,55771445,8,1,0,6.88810520081352,46.4504980311576
"19465",503600,132100,282981,50361321,10,0,0,6.18665904324834,46.333370212128
"19466",521600,152500,184668,52161525,44,0,0,6.41695168388682,46.5192070687614
"19467",501500,133200,282983,50151332,3,1,0,6.15915762223463,46.3429594365945
"19468",549400,147200,250213,54941472,3,1,0,6.77979091190721,46.4742102587194
"19469",532700,151700,184672,53271517,6,1,0,6.56170690812198,46.5132188421974
"19470",556500,145300,250218,55651453,17,1,0,6.87241269467403,46.4576175487224
"19471",538600,151900,282990,53861519,342,1,0,6.63855268450518,46.5155848762109
"19472",549500,166100,184679,54951661,6,1,0,6.77902451608205,46.6442283951056
"19473",577900,132700,53595,57791327,9,1,0,7.15156526000418,46.345320646599
"19474",579100,133200,217457,57911332,7,0,0,7.16713028060626,46.3498568370587
"19475",537500,152000,250229,53751520,104,4,0,6.62420643092014,46.5163826144819
"19476",540300,156100,217458,54031561,25,0,0,6.66016047373164,46.553518265603
"19477",578500,133400,53603,57851334,3,4,1,7.15932664345507,46.3516370110207
"19478",568200,196500,151918,56821965,15,2,0,7.02115893266113,46.9188370890223
"19479",556400,145000,315774,55641450,58,1,0,6.871139311797,46.4549124367258
"19480",545400,148800,217461,54541488,36,2,0,6.72752221145121,46.488288665765
"19481",569900,194800,217464,56991948,3,1,0,7.04358890997528,46.9036245028516
"19482",572300,125300,184694,57231253,5,0,0,7.07926408167848,46.278546261476
"19483",519600,151600,217465,51961516,3,1,0,6.39104794072516,46.5108745568316
"19484",563900,186700,250237,56391867,3,0,0,6.96548439510312,46.8304650046972
"19485",533300,153200,217468,53331532,241,3,0,6.56930784465717,46.5267714558445
"19486",536300,154600,283011,53631546,189,2,0,6.60821201321782,46.5396567792637
"19487",530400,173800,250242,53041738,3,0,0,6.52840000006387,46.7117722290748
"19488",505800,159600,184706,50581596,53,2,0,6.20963276625665,46.5810313104397
"19489",580700,147900,53623,58071479,4,1,0,7.18730383294958,46.4821396598548
"19490",502500,131100,250249,50251311,29,0,0,6.17258502530893,46.3242170289815
"19491",537900,160000,250250,53791600,14,1,0,6.62834202528183,46.5883807338669
"19492",530600,151200,217480,53061512,8,0,0,6.53442103586772,46.5085069770401
"19493",547200,158000,217482,54721580,30,0,0,6.74991277547108,46.5711892900647
"19494",581200,149900,53627,58121499,3,0,0,7.19373374522296,46.5001450140825
"19495",506300,161300,250259,50631613,11,0,0,6.21580943957525,46.5963921776368
"19496",503000,137100,250260,50301371,41,1,0,6.17782472021899,46.3782561000968
"19497",524400,148700,283033,52441487,101,1,0,6.45405781246044,46.485348479707
"19498",540300,152200,315808,54031522,125,4,0,6.66066462051771,46.5184371572442
"19499",582600,148700,53642,58261487,12,1,0,7.21201626937862,46.4893881570282
"19500",563700,129400,184726,56371294,11,3,0,6.96737280136924,46.3150183785305
"19501",544800,150100,250269,54481501,10,1,0,6.71955306399872,46.4999332991242
"19502",509500,142300,217498,50951423,185,0,0,6.26128474149042,46.4259359033382
"19503",561200,139500,250271,56121395,6,0,0,6.93407451986866,46.4057325589891
"19504",561800,185600,151958,56181856,69,2,0,6.93805295280465,46.8204531059572
"19505",548800,154200,315815,54881542,3,0,0,6.77120373745067,46.5371316632605
"19506",549600,164000,151960,54961640,22,1,0,6.78056063065486,46.6253459584583
"19507",527900,186300,315816,52791863,7,0,0,6.49373937812939,46.8239415661887
"19508",538400,156100,184732,53841561,56,1,0,6.63538655122851,46.5533460432656
"19509",554600,145300,283048,55461453,6,11,2,6.84768197738544,46.4574915545728
"19510",528100,153800,217506,52811538,21,0,0,6.50144692536475,46.5316301213369
"19511",583500,148700,53653,58351487,3,0,0,7.22373798183241,46.4894109280726
"19512",568300,132900,184738,56831329,19,1,0,7.02685267023055,46.3467352978499
"19513",536800,188200,250282,53681882,8,0,0,6.61010514344507,46.8419361584412
"19514",549400,163600,283054,54941636,7,0,0,6.77799330678253,46.6217327488311
"19515",505700,145600,184742,50571456,3,2,1,6.2111854501701,46.4550942508926
"19516",502500,131700,151974,50251317,23,0,0,6.17245932088593,46.3296136894159
"19517",549300,164100,250288,54931641,21,0,0,6.77663267983379,46.6262227876317
"19518",506000,159900,283063,50601599,13,3,0,6.21218051299454,46.5837577976235
"19519",531300,186800,217521,53131868,3,1,0,6.53821849892444,46.8287984832497
"19520",538900,162200,315835,53891622,7,0,0,6.64109760800399,46.6082620903079
"19521",548800,162300,283065,54881623,5,0,0,6.77030451055787,46.6099932438664
"19522",545400,150500,283069,54541505,5,0,0,6.72732153136766,46.503580575779
"19523",563000,133200,250305,56301332,3,1,0,6.95798317746964,46.3491628940038
"19524",534800,153100,283077,53481531,156,1,0,6.5888705312979,46.5260197237236
"19525",539100,154500,315849,53911545,95,3,0,6.64472483542855,46.5390179066786
"19526",561000,134100,283082,56101341,68,1,0,6.93192711574541,46.3571456282504
"19527",540900,156100,283085,54091561,22,3,0,6.66798385045266,46.5535715307057
"19528",545400,150700,283086,54541507,3,0,0,6.72729791441916,46.5053796235642
"19529",544500,148900,283087,54451489,11,0,0,6.71578920542696,46.4891142320858
"19530",563200,186600,217545,56321866,10,1,0,6.95631796905931,46.8295271579826
"19531",546100,153700,283088,54611537,3,0,0,6.73606725311895,46.5324220592995
"19532",535600,174900,152004,53561749,10,1,0,6.59624636648043,46.722188920599
"19533",500900,137500,315860,50091375,24,1,0,6.15044837417678,46.3815471011236
"19534",549300,166900,152006,54931669,8,1,0,6.77632412480519,46.651409421623
"19535",539400,181200,250320,53941812,123,2,0,6.64511588445228,46.7792134535152
"19536",529700,177500,250321,52971775,5,0,0,6.51867887540512,46.7449798125326
"19537",539700,153100,217554,53971531,158,1,0,6.65272887445194,46.5264790257277
"19538",547000,156000,283099,54701560,5,1,0,6.74753384755667,46.5531829941867
"19539",528500,168100,217557,52851681,4,0,0,6.50444132741425,46.6603005210463
"19540",509500,142200,152016,50951422,146,2,0,6.26130425931622,46.4250364428362
"19541",513200,144600,250331,51321446,4,0,0,6.30898196743828,46.4471127698848
"19542",553200,147400,184794,55321474,61,0,0,6.82924717004326,46.4762854965393
"19543",506600,143300,250337,50661433,3,0,0,6.22336198725189,46.4345328313102
"19544",550000,166800,250338,55001668,4,1,0,6.78547893281333,46.6505626682179
"19545",563800,186800,152031,56381868,33,1,0,6.96416583013969,46.8313590947848
"19546",537200,181200,283116,53721812,5,1,0,6.61631024393724,46.7790097397193
"19547",525900,166000,315887,52591660,5,0,0,6.47081236370877,46.6411278780802
"19548",556400,144300,283118,55641443,3,2,1,6.87120518638373,46.4486156679981
"19549",562600,131100,250347,56261311,6,1,0,6.95295586131065,46.3302503115767
"19550",529700,162500,217576,52971625,19,1,0,6.52097431100512,46.6100563049878
"19551",555700,145300,315891,55571453,31,3,0,6.86199974688267,46.4575651549679
"19552",562900,142500,184807,56291425,3,1,0,6.95594113285523,46.432815067278
"19553",568500,196100,250350,56851961,24,1,0,7.0251250027587,46.9152533239945
"19554",505600,134300,184810,50561343,3,0,0,6.2121827987983,46.3534421558434
"19555",549500,147300,283125,54951473,3,2,1,6.78108200839754,46.4751173323593
"19556",556600,146900,152041,55661469,62,2,0,6.87356436172964,46.4720166454551
"19557",546000,152000,315897,54601520,3,1,0,6.73496254230222,46.5171220902711
"19558",509900,141400,217584,50991414,23,1,0,6.26666258156846,46.4178946092608
"19559",553900,169600,152043,55391696,6,0,0,6.83614237408585,46.6760299749889
"19560",507000,136500,283127,50701365,4,0,0,6.22992854951431,46.3734255004842
"19561",539700,185000,250357,53971850,21,1,0,6.64854297314999,46.8134214890342
"19562",539000,181800,250359,53901818,9,2,0,6.63979850292171,46.7845739296377
"19563",527500,151100,250363,52751511,214,1,0,6.49405052079268,46.5072790344442
"19564",582500,148800,184822,58251488,23,1,0,7.21071007508786,46.4902851098093
"19565",527700,151100,283135,52771511,168,2,0,6.49665602362701,46.507300657281
"19566",539300,154400,217595,53931544,5,4,1,6.6473450669714,46.5381365613327
"19567",535600,152700,184824,53561527,34,1,0,6.59935206256838,46.5224991265304
"19568",549500,180900,217596,54951809,15,1,0,6.77739567778127,46.7773569327582
"19569",541700,151200,184825,54171512,34,2,0,6.67903350103706,46.5095653414104
"19570",529500,153100,283139,52951531,121,3,0,6.51980054543638,46.5254825506293
"19571",541400,157400,250369,54141574,4,0,0,6.67433824661122,46.5653092189223
"19572",537600,156900,217598,53761569,5,0,0,6.62484729713035,46.5604679998548
"19573",531900,156100,283142,53191561,27,1,0,6.55063491089371,46.5527160608751
"19574",504600,131600,315917,50461316,3,0,0,6.19974666572582,46.3290157235266
"19575",571900,132700,184833,57191327,3,0,0,7.07362819576474,46.3450964452917
"19576",538800,152800,217605,53881528,75,1,0,6.64103944853582,46.523698811711
"19577",533300,172700,184836,53331727,42,0,0,6.5664832427787,46.7021740357424
"19578",546300,173900,315921,54631739,3,1,0,6.73631766943154,46.7141410427251
"19579",570700,127600,283150,57071276,5,1,0,7.05836182480196,46.2991680985818
"19580",563300,133400,250384,56331334,3,1,0,6.96186449188977,46.3509784432792
"19581",538500,156300,283160,53851563,3,0,0,6.63666378641733,46.5551542664468
"19582",544100,149300,315932,54411493,3,1,0,6.71053145748828,46.4926790636015
"19583",561100,190800,217619,56111908,3,0,0,6.92843720266286,46.8671874172356
"19584",552700,148100,283176,55271481,7,0,0,6.82266532275822,46.4825471247709
"19585",534600,152800,315948,53461528,130,2,0,6.58630655799697,46.5233016934387
"19586",507300,146300,250406,50731463,4,1,0,6.2318682999172,46.46161362861
"19587",570900,134600,152096,57091346,4,3,1,7.06051985523034,46.3621453427068
"19588",550900,151900,283180,55091519,3,0,0,6.79882212364354,46.5165998136582
"19589",545900,194600,217638,54591946,3,0,0,6.72863720985917,46.9003057362256
"19590",545500,173600,315953,54551736,3,0,0,6.7258910148196,46.711377632249
"19591",576000,146700,250411,57601467,38,2,0,7.12616110159329,46.4711931374999
"19592",550000,155100,250413,55001551,9,0,0,6.78674851954083,46.54531814046
"19593",536200,183600,152102,53621836,3,0,0,6.60288215430664,46.8005025146949
"19594",506100,135400,217646,50611354,17,1,0,6.2184555716262,46.3634062335499
"19595",519900,175500,250418,51991755,12,1,0,6.3907981037256,46.7258851483037
"19596",540400,187100,184877,54041871,16,1,0,6.65744036823319,46.8323738656631
"19597",568100,122700,315963,56811227,3,3,1,7.02495303413637,46.254971948781
"19598",520800,165900,217653,52081659,9,1,0,6.40422565249618,46.6396432058246
"19599",515200,145800,315969,51521458,26,2,0,6.33478768549813,46.4581624130846
"19600",569300,134000,152115,56931340,3,0,0,7.03976987219165,46.3566767984855
"19601",500800,144900,119344,50081449,7,1,0,6.14756611857189,46.4480908888889
"19602",531300,154600,217661,53131546,21,0,0,6.54303500879777,46.5391622126347
"19603",561900,186000,283205,56191860,66,1,0,6.93932999848196,46.8240569138082
"19604",549100,150400,184892,54911504,3,0,0,6.77553284439705,46.5029724707642
"19605",539900,167600,283207,53991676,4,0,0,6.6534444895596,46.6569262931498
"19606",530300,152300,250437,53031523,37,0,0,6.53034679258751,46.5183703221234
"19607",502800,137100,119354,50281371,12,1,0,6.17522556403728,46.3782271679251
"19608",565900,194700,184897,56591947,3,0,0,6.99109934006951,46.9025318584052
"19609",503200,129400,119355,50321294,39,1,0,6.18202650446491,46.3090276799317
"19610",503400,130500,119356,50341305,55,1,0,6.18439413605877,46.3189503538512
"19611",543600,155000,250441,54361550,23,0,0,6.703323632983,46.5439098468671
"19612",503100,140700,119357,50311407,43,0,0,6.1783728159526,46.410650587494
"19613",543200,181400,283213,54321814,5,1,0,6.69484675771166,46.7813472183301
"19614",503600,129700,119358,50361297,6,0,0,6.18715610419309,46.3117835093806
"19615",503100,130500,152130,50311305,3,0,0,6.18049965245036,46.3189071595961
"19616",503700,131400,119360,50371314,16,0,0,6.18810241834511,46.327088429991
"19617",503700,138700,119361,50371387,3,0,0,6.1865899762507,46.3927480465864
"19618",561800,185200,283217,56181852,50,1,0,6.93808638504058,46.8168550263613
"19619",537700,165900,152133,53771659,4,1,0,6.62493432044581,46.6414330896503
"19620",541800,155600,184906,54181556,12,0,0,6.67978199059532,46.5491528335168
"19621",504500,143300,119364,50451433,5,0,0,6.1960423998939,46.4342370289325
"19622",504600,141400,119365,50461414,8,0,0,6.19773425613922,46.4171617294332
"19623",509800,138600,184907,50981386,5,0,0,6.26590630498209,46.3926962543452
"19624",505100,160700,119366,50511607,4,0,0,6.20027506803529,46.5908262391048
"19625",515400,145900,283222,51541459,3,2,1,6.33737248959187,46.4590871600918
"19626",505200,140200,119367,50521402,3,0,0,6.20578258968316,46.4064533911211
"19627",532700,155800,250451,53271558,64,1,0,6.56110951698933,46.5500984957342
"19628",505200,136500,119368,50521365,5,0,0,6.20653806925698,46.3731737174467
"19629",532900,153100,184910,53291531,54,4,0,6.56410943430397,46.5258319771674
"19630",506900,138700,315994,50691387,113,2,0,6.22818803533804,46.3931996399764
"19631",553500,156100,184912,55351561,29,3,0,6.83227809126511,46.554565812622
"19632",505600,160400,119370,50561604,20,0,0,6.20686000222222,46.588198682072
"19633",530800,153000,217684,53081530,14,0,0,6.53675708939288,46.5247186931496
"19634",565000,127200,152142,56501272,3,0,0,6.98441493059267,46.2952973341595
"19635",505700,144800,119371,50571448,5,1,0,6.2113483105115,46.4478986387936
"19636",538200,154200,283227,53821542,195,1,0,6.63303311394029,46.5362368709261
"19637",505500,144800,119372,50551448,7,0,0,6.20874579694467,46.4478704750193
"19638",505700,137200,119373,50571372,56,1,0,6.212893299792,46.3795403035656
"19639",549100,163800,152144,54911638,3,0,0,6.7740545200433,46.6235090131105
"19640",539600,152300,152145,53961523,61,2,0,6.65153020861,46.519273890487
"19641",506100,159500,119375,50611595,10,0,0,6.2135665204022,46.5801740549291
"19642",505900,135600,152147,50591356,6,0,0,6.21581660790225,46.3651771372055
"19643",506800,136600,119377,50681366,3,0,0,6.22730953479202,46.3742972172264
"19644",521000,177000,184920,52101770,4,0,0,6.40492774173278,46.7395083880558
"19645",506500,142800,119379,50651428,7,0,0,6.22216189894368,46.4300216266443
"19646",507000,137200,119380,50701372,16,1,0,6.22978840563035,46.3797216838929
"19647",523400,150600,250465,52341506,4,0,0,6.44072102470478,46.502325162994
"19648",507000,160700,119381,50701607,5,1,0,6.22506438825044,46.5910932243624
"19649",557400,176700,316008,55741767,4,0,0,6.88122424513962,46.7401288808894
"19650",534800,168500,152153,53481685,7,0,0,6.58669155229947,46.6645433570389
"19651",507700,162500,119382,50771625,3,2,1,6.23383671647635,46.6073803432652
"19652",507100,138700,119383,50711387,91,4,0,6.23078793727997,46.3932273578917
"19653",507300,161000,119384,50731610,3,0,0,6.22891816168955,46.5938332375634
"19654",508400,142700,119385,50841427,11,0,0,6.24689757515857,46.4293843937657
"19655",518200,173800,184928,51821738,41,1,0,6.36886522258233,46.7103879100332
"19656",507900,161500,119386,50791615,7,1,0,6.23664687244254,46.5984134197535
"19657",508300,139600,119387,50831396,28,0,0,6.24620960143134,46.4014875342642
"19658",537700,152700,250472,53771527,132,18,0,6.62671804934764,46.5226978392027
"19659",555100,146000,152159,55511460,32,4,0,6.85412218799771,46.463821990931
"19660",507800,163900,119388,50781639,3,0,0,6.23486147528715,46.6199864496012
"19661",509800,141500,119389,50981415,108,1,0,6.26534258187322,46.4187806301817
"19662",505100,146700,283245,50511467,4,0,0,6.20315145175358,46.4649035189814
"19663",511400,151700,119391,51141517,15,1,0,6.28419995954986,46.5107392334321
"19664",509100,149900,119393,50911499,21,0,0,6.25458993162375,46.4942407016741
"19665",535300,152800,316020,53531528,21,1,0,6.59542864965715,46.5233697096146
"19666",514500,145900,119394,51451459,25,0,0,6.3256584925768,46.4589729550666
"19667",513300,151700,119395,51331517,41,1,0,6.30895301749816,46.5109879432682
"19668",539000,180900,184937,53901809,54,0,0,6.63991846134626,46.7764784662519
"19669",538000,156300,152167,53801563,29,0,0,6.63014414085703,46.5551081212533
"19670",518300,156100,316022,51831561,8,1,0,6.37331540069123,46.5511936713079
"19671",512500,148900,119396,51251489,10,0,0,6.29906046340687,46.4856988349578
"19672",525100,153300,184939,52511533,18,1,0,6.4624280878268,46.5268036992388
"19673",513700,151400,119397,51371514,9,1,0,6.31422022751611,46.5083412117016
"19674",511900,145700,119398,51191457,7,0,0,6.29185638715677,46.456837309895
"19675",514000,151600,119399,51401516,36,1,0,6.31809122873973,46.5101787453807
"19676",527600,165400,184941,52761654,7,0,0,6.49310841376138,46.6359173545928
"19677",538900,152800,316026,53891528,74,1,0,6.64234262237127,46.5237079457599
"19678",516000,146200,119400,51601462,12,2,0,6.34512743117396,46.4618610479779
"19679",568200,196300,184943,56821963,29,1,0,7.02117289893281,46.9170380643252
"19680",516600,146200,119401,51661462,26,0,0,6.35293720088477,46.461935979884
"19681",526700,158400,283257,52671584,15,1,0,6.48246966729707,46.5728549273124
"19682",517900,170500,119402,51791705,3,0,0,6.36553252535848,46.6806686690053
"19683",545500,150600,250487,54551506,3,0,0,6.72861244869688,46.5044882449029
"19684",515300,147700,119403,51531477,8,1,0,6.33574162331349,46.4752650374043
"19685",520400,174200,119404,52041742,14,1,0,6.39756377180801,46.7142519093518
"19686",519600,149400,119405,51961494,44,0,0,6.39143047055195,46.4910859821856
"19687",519800,147100,119406,51981471,40,0,0,6.39443377208189,46.4704218816155
"19688",521400,147300,283262,52141473,66,1,0,6.41522938319463,46.4724104328032
"19689",523700,173200,119407,52371732,3,0,0,6.4408853926074,46.7056427455885
"19690",560800,176700,184950,56081767,4,1,0,6.92571128442273,46.7403374218244
"19691",523100,164300,119408,52311643,3,1,0,6.43452943465659,46.6255202315236
"19692",538800,152000,316035,53881520,198,1,0,6.6411453994555,46.5165027004215
"19693",523500,164100,119409,52351641,23,2,0,6.43978503418395,46.6237671809024
"19694",538200,158000,184952,53821580,8,1,0,6.63252428264187,46.5704183168457
"19695",524700,151100,119410,52471511,6,0,0,6.45757370502722,46.5069700429119
"19696",503600,131100,152182,50361311,30,1,0,6.18686620093581,46.3243757512056
"19697",524400,156300,119411,52441563,4,0,0,6.45281440556844,46.5537096715472
"19698",524500,158700,119412,52451587,20,1,0,6.45372547306234,46.5753086710824
"19699",525100,185500,119413,52511855,5,1,0,6.45717917505103,46.8164367055749
"19700",504300,131200,316040,50431312,23,0,0,6.19593370376381,46.325375266288
"19701",525800,163500,119414,52581635,3,0,0,6.46990948035557,46.618629611841
"19702",518800,174100,152186,51881741,95,3,0,6.37665790251666,46.7131596079639
"19703",527800,151500,217728,52781515,56,5,0,6.49789630168923,46.510909430302
"19704",525200,160000,119415,52521600,3,0,0,6.46264523142236,46.5870806732844
"19705",523900,147800,152187,52391478,78,1,0,6.44769475115583,46.4771964635447
"19706",527300,161300,119416,52731613,14,0,0,6.48983826058653,46.5990056792912
"19707",527000,167900,119417,52701679,43,1,0,6.48487648854317,46.6583392545833
"19708",527000,155400,119418,52701554,40,1,0,6.48685729026331,46.5459029568722
"19709",527200,153700,119420,52721537,5,0,0,6.4897326628538,46.5306333479163
"19710",530300,162800,217733,53031628,19,1,0,6.52876031243054,46.6128176296409
"19711",528600,167900,119421,52861679,11,1,0,6.50577883551104,46.6585122413743
"19712",515100,145200,316048,51511452,12,1,0,6.33359613130688,46.452752919351
"19713",528100,162100,119422,52811621,5,0,0,6.50015309395571,46.6062881375763
"19714",558900,174400,217736,55891744,4,1,0,6.90105699125704,46.7195339143899
"19715",529200,185900,119424,52921859,23,0,0,6.5108367560361,46.8204831822447
"19716",567200,119100,316050,56721191,10,0,0,7.01353475469235,46.2225450669041
"19717",503800,130800,316051,50381308,17,3,0,6.18952479221667,46.3217060769838
"19718",530000,162800,119425,53001628,77,0,0,6.52484441130756,46.6127862768676
"19719",539700,154000,184968,53971540,9,0,0,6.65261138724949,46.5345746599673
"19720",529700,171700,119426,52971717,71,0,0,6.51956780469202,46.6928095810887
"19721",569800,124300,152197,56981243,3,1,0,7.04689496109125,46.269443165198
"19722",538100,181200,250510,53811812,51,1,0,6.62809434334547,46.7790939551286
"19723",529800,182600,119427,52981826,19,1,0,6.51920542524138,46.7908639391191
"19724",527300,153900,316053,52731539,12,1,0,6.49100449530425,46.5324432050127
"19725",528900,186100,119428,52891861,3,1,0,6.5068746455244,46.822250162839
"19726",529500,152900,119429,52951529,4,3,1,6.51983106440071,46.5236835535828
"19727",537000,161600,152201,53701616,22,1,0,6.61638072710342,46.6026886701747
"19728",529900,164800,119430,52991648,3,1,0,6.5232345552715,46.6307656866775
"19729",530500,182600,119431,53051826,4,1,0,6.52837272545294,46.7909373360067
"19730",530900,179700,119432,53091797,21,0,0,6.53404902393937,46.764893938885
"19731",560200,137500,316059,56021375,3,1,0,6.9212421594005,46.3876831344149
"19732",532100,156400,119433,53211564,27,1,0,6.55319848532253,46.5554348921066
"19733",532300,151600,119434,53231516,36,0,0,6.55650993043481,46.5122790156267
"19734",532700,153000,119435,53271530,11,6,1,6.56151758029178,46.5249123966937
"19735",537700,150900,184978,53771509,50,4,0,6.62696067487848,46.5065066161121
"19736",532700,187000,119436,53271870,3,1,0,6.55653662653178,46.8307404487522
"19737",540400,152900,316063,54041529,22,2,0,6.66187738320919,46.5247426802158
"19738",506400,145500,283292,50641455,30,1,0,6.22031568693578,46.4542929141738
"19739",532800,154100,119437,53281541,89,1,0,6.56266074216532,46.5348169861481
"19740",533400,154700,119438,53341547,121,2,0,6.57039478056469,46.5402739849558
"19741",533200,160000,119439,53321600,20,0,0,6.56702023695765,46.5879277244844
"19742",527700,151300,316065,52771513,91,3,0,6.49662474433983,46.5090996489767
"19743",533500,156500,119440,53351565,4,1,0,6.57143902836285,46.556475008766
"19744",532400,152700,250525,53241527,30,1,0,6.55765191038653,46.5221836598008
"19745",533300,170300,119441,53331703,12,0,0,6.5668318791431,46.680586148436
"19746",533500,153800,119442,53351538,47,2,0,6.57182793824137,46.5321883844342
"19747",506500,137100,283297,50651371,4,0,0,6.22331040462444,46.3787527665612
"19748",557800,144000,217755,55781440,23,0,0,6.88945218803448,46.4460066337588
"19749",527700,153300,184985,52771533,5,1,0,6.49631183606123,46.5270895597276
"19750",540700,151100,250527,54071511,135,4,0,6.66601794960029,46.5085780174045
"19751",542400,164100,283298,54241641,5,0,0,6.68654260003822,46.6256636360665
"19752",536800,151700,283299,53681517,52,0,0,6.61512650199949,46.5136183744213
