X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune
6.229064,46.391797,8593884,"Nyon, chemin du Reposoir",Bus,424,5724,Nyon
6.231128,46.392547,8593898,"Nyon, rte de Saint-Cergue",Bus,425,5724,Nyon
6.66353,46.833657,8507678,"Bonvillars, Flusel",Bus,454,5551,Bonvillars
6.914123,46.449047,8570577,"Chamby, poste",Bus,756,5886,Montreux
6.832271,46.479513,8501254,La Baume,Funiculaire,700,5882,Chardonne
6.835279,46.473691,8501252,Beau-Site,Funiculaire,511,5882,Chardonne
6.246274,46.442945,8570025,"Begnins, Bellevue",Bus,571,5704,Begnins
6.603687,46.681798,8570192,"Penth�r�az, village",Bus,622,5531,Penth�r�az
6.933603,46.821243,8570406,"Payerne, fabr. Fivaz",Bus,449,5822,Payerne
6.526285,46.517348,8579230,"Pr�verenges, village",Bus,411,5643,Pr�verenges
6.254119,46.393024,8595589,"Prangins, Les Ab�riaux",Bus,383,5725,Prangins
6.923493,46.383411,8570583,"Rennaz, centre commercial",Bus,381,5412,Rennaz
6.850636,46.470785,8593990,"Vevey, D�vin",Bus,408,5890,Vevey
7.026939,46.271873,8570645,"Fenalet-sur-Bex, village",Bus,707,5402,Bex
6.513549,46.658755,8570144,"La Sarraz, centre",Bus,499,5498,La Sarraz
6.703372,46.540312,8504172,"Savigny, Claie-aux-Moines",Bus,806,5611,Savigny
6.633945,46.538906,8587357,"Lausanne, Bellevaux",Bus,616,5586,Lausanne
6.858329,46.455118,8595260,"La Tour-de-Peilz, gare",Bus,386,5889,La Tour-de-Peilz
6.509311,46.586122,8570094,"Gollion, village",Bus,506,5484,Gollion
6.738793,46.543405,8592230,"Savigny, Cr�t-Rouge",Bus,809,5611,Savigny
7.219159,46.455848,8530294,Pra Cluen,Telepherique,1814,843,Saanen
6.746854,46.550228,8592229,"Savigny, Clair-Matin",Bus,822,5611,Savigny
6.68297,46.628096,8570212,"Poliez-Pittet, village",Bus,743,5533,Poliez-Pittet
6.528957,46.719064,8579108,"Orbe, crois�e Agiez",Bus,497,5757,Orbe
6.268997,46.420015,8570030,"Gland, gare nord",Bus,416,5721,Gland
6.175363,46.400271,8570006,"Ch�serex, A l'Oche",Bus,520,5709,Ch�serex
6.77873,46.481176,8570564,"Chexbres-Village, gare",Bus,559,5601,Chexbres
6.506766,46.823248,8579286,"Ste-Croix, rue des Rasses",Bus,1088,5568,Sainte-Croix
6.458691,46.607288,8570135,"Chavannes-le-Veyron, St-Denis",Bus,572,5475,Chavannes-le-Veyron
6.162118,46.343587,8579317,"Chavannes-de-Bogis, village",Bus,479,5707,Chavannes-de-Bogis
6.49578,46.508967,8589247,"Morges, poste",Bus,377,5642,Morges
6.64317,46.894238,8570272,"Provence, Vuissens",Bus,1178,5566,Provence
6.659121,46.548698,8593820,"Epalinges, Florimont",Bus,724,5584,Epalinges
6.662646,46.558411,8593819,"Epalinges, Bois de Ban",Bus,791,5584,Epalinges
6.862547,46.545709,8504790,"Ecoteaux, coll�ge",Bus,766,5805,Oron
6.688714,46.53597,8579249,"Pully, Monts-de-Pully",Bus,745,5590,Pully
6.64081,46.510077,8592186,"Pully, M�tairie",Bus,420,5590,Pully
6.654946,46.913723,8507666,"Provence, Le Couvent",Bus,1113,5566,Provence
6.668814,46.516316,8593852,"Pully, Leisis",Bus,511,5590,Pully
6.660263,46.510131,8588444,"Pully, centre",Bus,423,5590,Pully
6.65323,46.509903,8592182,"Pully, Joliette",Bus,412,5590,Pully
6.895995,46.439804,8501312,Clarens CGN,Bateau,373,5886,Montreux
6.904485,46.443155,8501189,Colondalles,CheminFer,476,5606,Lutry
6.900766,46.454742,8579206,"Chailly-Montreux, Combe",Bus,534,5886,Montreux
6.815469,46.570443,8570438,"Ch�tillens, gare",Bus,601,5805,Oron
6.835853,46.471211,8501251,Corseaux,Funiculaire,441,5883,Corseaux
6.173108,46.399346,8580603,"Ch�serex, Au Courtillet",Bus,532,5709,Ch�serex
6.530711,46.64978,8570141,"Ecl�pens, coll�ge",Bus,453,5482,Ecl�pens
6.491372,46.523342,8570071,"Echichens, Signal d'Echichens",Bus,473,5634,Echichens
6.265899,46.420712,8570031,"Gland, poste",Bus,423,5721,Gland
6.909252,46.436079,8593928,"Montreux, Escaliers de la Gare",Bus,376,5886,Montreux
6.572386,46.782508,8579740,"Champvent, Croix f�d�rale",Bus,530,5905,Champvent
6.731609,46.487478,8501317,Cully CGN,Bateau,373,5613,Bourg-en-Lavaux
6.652319,46.517885,8593843,"Lausanne, Vuach�re",Bus,497,5586,Lausanne
6.573261,46.542014,8593815,"Crissier, Jura",Bus,415,5583,Crissier
6.445881,46.540686,8570077,"Reverolle, Chaniaz (coll�ge)",Bus,533,5644,Reverolle
6.91958,46.37662,8570585,"Rennaz, village",Bus,378,5412,Rennaz
7.043707,46.301178,8579128,"Chesi�res, H�tel du Soleil",Bus,1205,5409,Ollon
6.962488,46.346564,8570605,"Corbeyrier, Vers-la-Cr�te",Bus,874,5404,Corbeyrier
6.91025,46.888109,8583485,"Chevroux, La Motte",Bus,466,5813,Chevroux
6.449583,46.546449,8570076,"Clarmont, village",Bus,525,5629,Clarmont
6.223639,46.421581,8570010,"Coinsins, Mimorey",Bus,475,5710,Coinsins
7.205305,46.354143,8530039,Col-du-Pillon,Telepherique,1555,5411,Ormont-Dessus
7.205605,46.35382,8501793,"Col-du-Pillon, Glacier 3000",Bus,1543,5411,Ormont-Dessus
6.162029,46.375002,8595174,"Crassier, Ferme du Ch�teau",Bus,475,5714,Crassier
6.889759,46.441384,8593917,"Clarens, d�p�t VMCV",Bus,384,5886,Montreux
6.345987,46.464442,8570036,"Rolle, h�pital",Bus,393,5861,Rolle
6.863417,46.450367,8593969,"La Tour-de-Peilz, Sully",Bus,396,5889,La Tour-de-Peilz
6.834229,46.465067,8501076,Vevey CGN,Bateau,375,5890,Vevey
6.758143,46.749708,8570313,"D�moret, bas du village",Bus,712,5912,D�moret
6.579352,46.546819,8588841,"Crissier, scierie",Bus,470,5583,Crissier
6.438271,46.624438,8570137,"Cuarnens, Le Pont",Bus,631,5479,Cuarnens
6.541113,46.532409,8595213,"Echandens, coll�ge",Bus,425,5633,Echandens
6.668375,46.509602,8593853,"Pully, Plateires",Bus,414,5590,Pully
6.405476,46.608392,8570110,"Villars-Bozon, village",Bus,662,5486,L'Isle
6.729139,46.647329,8570347,"Villars-Mendraz, crois�e",Bus,774,5804,Jorat-Menthue
6.532276,46.827519,8504271,"Ste-Croix, Cr�t-Junod",Bus,1173,5568,Sainte-Croix
6.764364,46.598569,8570425,"Carrouge VD, Croix d'Or",Bus,728,5782,Carrouge (VD)
7.019618,46.341536,8595098,"Leysin, patinoire-camping",Bus,1245,5407,Leysin
6.821888,46.66076,8577649,"Chavannes-sur-Moudon, La Pu�az",Bus,727,5665,Chavannes-sur-Moudon
6.630343,46.520799,8501181,Lausanne-Flon,Metro_CheminFer,479,5586,Lausanne
6.751179,46.701493,8570353,"Thierrens, Prouty",Bus,769,5693,Montanaire
6.782686,46.568549,8570462,"Servion, Clos de l'Auberge",Bus,743,5799,Servion
6.79881,46.66657,8577653,"Moudon, Le Verger",Bus,512,5678,Moudon
6.251824,46.397498,8588680,"Prangins, La Bruy�re",Bus,415,5725,Prangins
6.94145,46.34588,8591834,"Versvey, Lac Verney Campings",Bus,381,5415,Yvorne
6.521088,46.824173,8504290,"Ste-Croix, Les Replans",Bus,1141,5568,Sainte-Croix
6.566208,46.52906,8588873,"Ecublens VD, Pontet",Bus,399,5635,Ecublens (VD)
6.558447,46.526211,8591954,"Ecublens VD, Perrettes",Bus,420,5635,Ecublens (VD)
6.827317,46.729472,8583752,"Forel-sur-Lucens, Le Cr�t",Bus,665,5672,Forel-sur-Lucens
6.62439,46.523239,8592096,"Lausanne, Pont Chauderon",Bus,493,5586,Lausanne
6.557071,46.524221,8591949,"Ecublens VD, En Enjalin",Bus,419,5635,Ecublens (VD)
6.631784,46.529949,8592053,"Lausanne, Grande-Borde",Bus,570,5586,Lausanne
6.604545,46.517059,8592068,"Lausanne, Maladi�re",Bus,382,5586,Lausanne
6.623755,46.536027,8592088,"Lausanne, Parc V�lodrome",Bus,604,5586,Lausanne
6.661589,46.524831,8593834,"Lausanne, Haute-Vue",Bus,611,5586,Lausanne
6.62743,46.509937,8592061,"Lausanne, Jordils",Metro,394,5586,Lausanne
6.637016,46.51113,8592077,"Lausanne, Montchoisi",Bus,426,5586,Lausanne
6.646526,46.519266,8593841,"Lausanne, Secr�tan",Bus,549,5586,Lausanne
6.612483,46.526338,8592102,"Lausanne, Pr�laz",Bus,454,5586,Lausanne
6.633479,46.519372,8579254,"Lausanne, St-Fran�ois",Bus,495,5586,Lausanne
6.626945,46.530139,8592076,"Lausanne, Mont-Blanc",Bus,560,5586,Lausanne
6.6932,46.552921,8592073,"Lausanne, Molliettes",Bus,832,5586,Lausanne
6.687997,46.503957,8593858,"Lutry, Culturaz",Bus,390,5606,Lutry
6.575015,46.544843,8594269,"Crissier, Pr�-Fontaine",Bus,470,5583,Crissier
6.777389,46.552659,8591973,"Forel (Lavaux), Casard",Bus,758,5604,Forel (Lavaux)
6.354843,46.485138,8501862,"Signal-de-Bougy, Parc Pr� Vert",Bus,698,5426,Bougy-Villars
6.465834,46.818292,8593783,"L'Auberson, ch. du Carre",Bus,1100,5568,Sainte-Croix
6.501102,46.824137,8579284,"Ste-Croix, place du Pont",Bus,1085,5568,Sainte-Croix
6.204848,46.397204,8570005,"Signy, centre commercial",Bus,478,5728,Signy-Avenex
6.633244,46.541366,8592055,"Lausanne, Grangette",Bus,616,5586,Lausanne
6.512279,46.517154,8592259,"Morges, Bief",Bus,374,5642,Morges
6.331068,46.665108,8579136,"Le Pont, �glise",Bus,1020,5871,L'Abbaye
6.332959,46.459737,8582688,"Rolle, Quatre-Communes",Bus,397,5861,Rolle
6.388114,46.716594,8579090,"Vallorbe, Tr�sit",Bus,755,5764,Vallorbe
6.860575,46.449588,8593963,"La Tour-de-Peilz, La Becque",Bus,386,5889,La Tour-de-Peilz
6.849171,46.464183,8593997,"Vevey, Point du Jour",Bus,420,5890,Vevey
6.809384,46.750487,8577619,"Combremont-le-Petit, village",Bus,655,5831,Valbroye
6.842007,46.575775,8577679,"Oron-le-Ch�tel, La Chavanne",Bus,719,5805,Oron
6.736944,46.656877,8570349,"Sottens, Radio",Bus,774,5804,Jorat-Menthue
6.843356,46.461463,8594002,"Vevey, Ronjat",Bus,381,5890,Vevey
6.618846,46.516704,8592046,"Lausanne, Fontenay",Bus,423,5586,Lausanne
7.058331,46.875375,8504886,"Donatyre, village",Bus,505,5451,Avenches
6.559741,46.546022,8583745,"Bussigny VD, En Vuette",Bus,417,5624,Bussigny
6.499722,46.750682,8579102,Sergey,Bus,612,5762,Sergey
6.556652,46.546762,8583746,"Bussigny VD, Industrie",Bus,407,5624,Bussigny
6.726919,46.488591,8570559,"Cully, gare",Bus,391,5613,Bourg-en-Lavaux
6.635668,46.58012,8591940,"Cugy VD, Cavenette",Bus,693,5516,Cugy (VD)
6.628575,46.77934,8570240,"Yverdon, rue de Montagny",Bus,434,5938,Yverdon-les-Bains
6.606603,46.53915,8592175,"Prilly, Chasseur",Bus,510,5589,Prilly
6.902403,46.452366,8579207,"Fontanivent, gare",Bus,556,5886,Montreux
6.847418,46.466198,8593984,"Vevey, Charmontey",Bus,427,5890,Vevey
6.864073,46.691872,8504694,"Lovatens, village",Bus,712,5674,Lovatens
6.926463,46.459871,8570575,"Villard-sur-Chamby, Saumont",Bus,978,5886,Montreux
6.231338,46.605887,8579146,"Le Sentier-Orient, gare",Bus,1024,5872,Le Chenit
6.6614,46.506271,8588439,"Pully, port",Bus,377,5590,Pully
6.271406,46.425357,8581940,"Gland, Sous-les-Vignes",Bus,418,5721,Gland
6.70901,46.847557,8507664,"Corcelles-pr�s-Concise,village",Bus,468,5555,Corcelles-pr�s-Concise
6.560425,46.527972,8591946,"Ecublens VD, Cocarde",Bus,415,5635,Ecublens (VD)
6.931573,46.460551,8570574,"Villard-sur-Chamby, La Cranche",Bus,982,5886,Montreux
6.80422,46.712173,8570363,"Villars-le-Comte, Le Chalet",Bus,727,5690,Villars-le-Comte
6.222659,46.46067,8582136,"Bassins, gare",Bus,749,5702,Arzier-Le Muids
6.618178,46.811184,8507681,"Giez, place du Coll�ge",Bus,529,5559,Giez
6.768958,46.770399,8504988,"Ch�ne-P�quier, anc. poste",Bus,670,5908,Ch�ne-P�quier
6.454419,46.573066,8570104,"Cottens VD, Laiterie",Bus,582,5478,Cottens (VD)
6.551536,46.649702,8518421,Ecl�pens sud,CheminFer,452,5482,Ecl�pens
7.023373,46.290355,8501557,"Hu�moz, poste",Bus,1010,5409,Ollon
6.232688,46.446409,8570015,"Begnins, La C�zille",Bus,559,5703,Bassins
7.027629,46.287078,8501558,"Hu�moz, Les Combes",Bus,855,5409,Ollon
6.539303,46.577034,8593781,"Vufflens-la-Ville, �glise",Bus,561,5503,Vufflens-la-Ville
6.68096,46.558157,8587549,"Lausanne, La Vulliette",Bus,850,5586,Lausanne
6.221249,46.384318,8593901,"Nyon, Tattes d'Oie",Bus,421,5724,Nyon
6.632574,46.639742,8570238,"Echallens, gare",Bus,617,5518,Echallens
6.546677,46.536474,8592244,"Echandens, Chocolati�re",Bus,399,5633,Echandens
6.83852,46.707879,8591864,"Lucens, centre",Bus,500,5675,Lucens
6.60251,46.524762,8592184,"Prilly, Malley-Nord",Bus,426,5589,Prilly
6.611599,46.514196,8592121,"Lausanne, Th��tre de Vidy",Bus,381,5586,Lausanne
6.566365,46.534702,8591948,"Ecublens VD, Croset",Bus,404,5635,Ecublens (VD)
6.626127,46.525581,8592120,"Lausanne, St-Roch",Bus,513,5586,Lausanne
6.243341,46.4278,8570011,"Coinsins, Les Vettanes",Bus,471,5710,Coinsins
6.963201,46.333316,8504660,Vers-Morey,Bus,518,5415,Yvorne
6.658862,46.778525,8570318,"Yverdon-les-Bains, HEIG-VD",Bus,444,5938,Yverdon-les-Bains
6.980723,46.926554,8570526,"Chabrey, village",Bus,500,5464,Vully-les-Lacs
6.81852,46.761836,8577620,"Combremont-le-Grand, �glise",Bus,672,5831,Valbroye
6.916843,46.432831,8593933,"Montreux, Les Planches",Bus,435,5886,Montreux
6.795308,46.662205,8577652,"Moudon, Sorbier",Bus,530,5678,Moudon
6.636964,46.780578,8579294,"Yverdon-les-Bains, Bel-Air",Bus,434,5938,Yverdon-les-Bains
6.497296,46.51695,8592258,"Morges, Bellevue",Bus,402,5642,Morges
6.612341,46.539876,8592030,"Lausanne, D�sert",Bus,562,5586,Lausanne
6.601366,46.635847,8570183,"St-Barth�lemy, village",Bus,586,5535,Saint-Barth�lemy (VD)
6.270132,46.513519,8570018,"St-George, C�te-Malherbe",Bus,892,5434,Saint-George
6.734974,46.685796,8570351,"St-Cierges, La Tondiaz",Bus,758,5693,Montanaire
6.761028,46.599233,8591932,"Carrouge VD, Ussi�res",Bus,716,5782,Carrouge (VD)
6.607646,46.635128,8570182,"St-Barth�lemy, Champ Cadet",Bus,598,5535,Saint-Barth�lemy (VD)
6.548622,46.656102,8501109,Ecl�pens Ciment (embr),CheminFer,451,5482,Ecl�pens
6.402783,46.639252,8570156,"La Coudre (L'Isle), village",Bus,836,5486,L'Isle
6.642497,46.765,8595065,"Yverdon, avenue des Sciences",Bus,440,5938,Yverdon-les-Bains
6.530185,46.738613,8570246,"Orbe, Les Mosa�ques",Bus,485,5757,Orbe
6.390195,46.509148,8583710,"St-Livres, grande salle",Bus,603,5435,Saint-Livres
6.438799,46.478675,8589255,"St-Prex, ch. des Oiseaux",Bus,420,5646,Saint-Prex
6.600777,46.70423,8570198,"Corcelles-sur-Chav., village",Bus,558,5751,Corcelles-sur-Chavornay
6.546324,46.512838,8579231,"St-Sulpice VD, Venoge sud",Bus,397,5648,Saint-Sulpice (VD)
6.33627,46.531255,8570120,"Bi�re, casernes",Bus,686,5425,Bi�re
6.619217,46.834994,8507679,"Fontaines-sur-Grandson,coll�ge",Bus,564,5557,Fontaines-sur-Grandson
6.784121,46.590139,8570423,"Ferlens VD, Champ des Oches",Bus,747,5789,Ferlens (VD)
6.7832,46.58748,8570422,"Ferlens VD, Le Moulin",Bus,764,5789,Ferlens (VD)
6.629202,46.850943,8507684,"Villars-Burquin, Grange-Meule",Bus,862,5571,T�venon
6.928908,46.396426,8595177,"Villeneuve VD, Pr� au Comte",Bus,374,5414,Villeneuve (VD)
6.496105,46.634818,8595611,"Dizy, village",Bus,442,5481,Dizy
6.478483,46.642389,8595610,"Chevilly, Fontaines",Bus,577,5476,Chevilly
6.168053,46.369762,8588935,"Crassier, Levrioux",Bus,471,5714,Crassier
6.570074,46.548089,8593814,"Crissier, Gottrause",Bus,426,5583,Crissier
6.576987,46.553701,8588843,"Crissier, centre",Bus,467,5583,Crissier
6.432571,46.625503,8570138,"Cuarnens, Moulin-Dessus",Bus,640,5479,Cuarnens
6.844485,46.48198,8504728,"Jongny, Reposoir",Bus,643,5885,Jongny
6.696189,46.755187,8507670,"Cronay, village",Bus,606,5910,Cronay
6.930794,46.394932,8595187,"Villeneuve VD, Pr� du Bruit",Bus,374,5414,Villeneuve (VD)
6.57971,46.557131,8593810,"Crissier, Casard Plan Soleil",Bus,495,5583,Crissier
6.84361,46.476281,8504959,"Corsier-sur-Vevey, Ch�tillon",Bus,549,5884,Corsier-sur-Vevey
6.50344,46.821538,8579282,"Ste-Croix, La Charmille",Bus,1081,5568,Sainte-Croix
6.446243,46.68095,8570151,"Juriens, Le Cosson",Bus,817,5754,Juriens
7.155523,46.351169,8579125,"Les Diablerets, gare",Bus,1155,5411,Ormont-Dessus
6.940811,46.314932,8581049,"Aigle, Service Auto",Bus,386,5401,Aigle
6.688992,46.52998,8593789,"Belmont-s.-L., Chaffiause",Bus,743,5581,Belmont-sur-Lausanne
6.688273,46.526413,8593794,"Belmont-s.-L., Signal Belmont",Bus,766,5581,Belmont-sur-Lausanne
7.042307,46.878145,8577825,"Avenches, Faubourg",Bus,459,5451,Avenches
6.61066,46.516852,8592044,"Lausanne, Figuiers",Bus,400,5586,Lausanne
7.055285,46.354535,8570632,"Les Planches (Aigle), gare",Bus,941,5410,Ormont-Dessous
6.420543,46.471649,8577592,"Buchillon, coll�ge",Bus,402,5623,Buchillon
6.87095,46.494097,8504962,"Monts-de-Corsier, Longpraz",Bus,757,5884,Corsier-sur-Vevey
6.299931,46.430631,8570061,"Dully, Sous-Dully",Bus,401,5855,Dully
6.465161,46.592275,8570107,"Grancy, coll�ge",Bus,581,5485,Grancy
6.22728,46.413495,8570009,"Duillier, crois�e de Tr�lex",Bus,454,5715,Duillier
6.626354,46.745149,8507653,"Belmont-sur-Yverdon, Battoir",Bus,535,5902,Belmont-sur-Yverdon
6.677662,46.520019,8595625,"Belmont-sur-Lausanne, P�quis",Bus,609,5581,Belmont-sur-Lausanne
6.626856,46.505669,8501075,Lausanne-Ouchy,Bateau,373,5586,Lausanne
6.559863,46.566624,8583748,"Villars-Ste-Croix, En Coulaye",Bus,505,5651,Villars-Sainte-Croix
6.674652,46.556945,8593824,"Epalinges, Praz-Buchilly",Bus,834,5584,Epalinges
6.67688,46.553389,8593828,"Epalinges, Vuilletaz",Bus,835,5584,Epalinges
6.743803,46.492294,8570560,"Epesses, Cr�t-Dessus",Bus,460,5613,Bourg-en-Lavaux
6.703874,46.626343,8570216,"Villars-Tiercelin, Fontaines",Bus,813,5804,Jorat-Menthue
7.093512,46.282189,8501708,"La Barboleuse, Chez Sylvie",Bus,1220,5405,Gryon
6.469339,46.819374,8579075,"L'Auberson, mus�e",Bus,1102,5568,Sainte-Croix
6.729768,46.646218,8583396,"Villars-Mendraz, Petite Route",Bus,774,5804,Jorat-Menthue
6.705146,46.624948,8570172,"Villars-Tiercelin, village",Bus,825,5804,Jorat-Menthue
6.912075,46.748524,8504754,"Villarzel, village",Bus,621,5830,Villarzel
6.928023,46.473975,8570571,"Villard-sur-Chamby, poste",Bus,995,5886,Montreux
6.561474,46.567869,8588847,"Villars-Ste-Croix, village",Bus,509,5651,Villars-Sainte-Croix
7.050582,46.343626,8570634,"La Forclaz VD, Les Granges",Bus,1086,5410,Ormont-Dessous
7.145817,46.447857,8501373,La Montagnette (La Braye),Telepherique,1630,5841,Ch�teau-d'Oex
6.872779,46.459976,8593957,"La Tour-de-Peilz, Crausaz",Bus,471,5889,La Tour-de-Peilz
6.868923,46.461423,8593977,"La Tour-de-Peilz,rte de Blonay",Bus,458,5889,La Tour-de-Peilz
6.877984,46.446265,8593964,"La Tour-de-Peilz, Maladaire",Bus,380,5889,La Tour-de-Peilz
6.873906,46.45176,8593961,"La Tour-de-Peilz, Gregnolet",Bus,406,5889,La Tour-de-Peilz
6.858204,46.458274,8593974,"La Tour-de-Peilz, Ile-Heureuse",Bus,389,5889,La Tour-de-Peilz
6.868931,46.698616,8504263,"Lovatens, Prassy",Bus,707,5674,Lovatens
6.205061,46.380976,8579309,"Eysins, centre",Bus,436,5716,Eysins
6.895756,46.440262,8579196,"Clarens, Gambetta",Bus,380,5886,Montreux
6.64617,46.638947,8570205,"Echallens, Les Trois-Sapins",Bus,636,5518,Echallens
6.600982,46.724707,8579733,"Suchy, Grande Salle",Bus,588,5929,Suchy
6.641512,46.587214,8591942,"Cugy VD, Epi d'Or",Bus,703,5516,Cugy (VD)
6.697868,46.757825,8570309,"Cronay, �glise",Bus,627,5910,Cronay
6.549301,46.807727,8507973,"Vuiteboeuf, coll�ge",Bus,590,5766,Vuiteboeuf
6.35765,46.650007,8580863,"Mollendruz, Fontaine froide",Bus,1165,5491,Mont-la-Ville
6.677794,46.536626,8579247,"Montblesson, Centenaire",Bus,737,5586,Lausanne
6.639293,46.657071,8570300,"Villars-le Terroir, place Eglise",Bus,647,5537,Villars-le-Terroir
7.051903,46.30028,8579126,"Villars-sur-Ollon, temple",Bus,1237,5409,Ollon
6.692002,46.517766,8579259,"Lutry, Landar",Bus,639,5606,Lutry
6.638839,46.808622,8570255,"Grandson, Le Revelin",Bus,475,5561,Grandson
6.456215,46.739979,8579099,"Lignerolle, �glise",Bus,760,5755,Lignerolle
7.085088,46.320664,8530051,Chaux-Ronde,Telepherique,1978,5409,Ollon
6.677104,46.515175,8593805,"Belmont-sur-Lausanne, Rueyres",Bus,509,5581,Belmont-sur-Lausanne
6.565022,46.837741,8504273,"Bullet, bif. Les Cluds",Bus,1197,5552,Bullet
6.589489,46.766732,8570241,"Susc�vaz, Les Vignes",Bus,452,5930,Susc�vaz
6.80231,46.671213,8577655,"Moudon, coll�ge",Bus,519,5678,Moudon
6.65281,46.815502,8507957,"Grandson, Le Repuis",Bus,464,5561,Grandson
6.728017,46.51411,8582777,"Grandvaux, Le Tronchet",Bus,723,5613,Bourg-en-Lavaux
6.895515,46.446153,8579200,Tavel VD,Bus,424,5886,Montreux
6.307116,46.441093,8583459,"Bursinel, Ch�teau",Bus,428,5852,Bursinel
6.175308,46.309322,8588655,"Tannay, village",Bus,410,5729,Tannay
6.309105,46.463713,8570056,"Tartegnin, La Vissenche",Bus,502,5857,Gilly
6.922017,46.427853,8593946,"Territet, av. Riviera",Bus,391,5886,Montreux
6.752282,46.707365,8570317,"Thierrens, En Tombaz",Bus,747,5693,Montanaire
6.747896,46.699566,8570352,"Thierrens, La Rapaz",Bus,767,5693,Montanaire
6.759052,46.701388,8570355,"Thierrens, La Croix",Bus,806,5693,Montanaire
6.55373,46.555628,8581920,"Bussigny VD, ch. de la Sauge",Bus,467,5624,Bussigny
6.554561,46.545469,8595214,"Bussigny VD, Bosquet",Bus,412,5624,Bussigny
6.559359,46.553531,8581922,"Bussigny VD, ch. de Riettaz",Bus,462,5624,Bussigny
6.807505,46.684025,8570357,"Bussy-sur-Moudon,Foulaz-Verney",Bus,628,5663,Bussy-sur-Moudon
6.470524,46.502673,8592280,"Tolochenaz, La Grillette",Bus,413,5649,Tolochenaz
6.477803,46.499208,8592282,"Tolochenaz, Les Noyers",Bus,390,5649,Tolochenaz
6.964944,46.318166,8593763,"Aigle, av. Margencel",Bus,406,5401,Aigle
6.481213,46.501585,8592284,"Tolochenaz, Molliau",Bus,390,5649,Tolochenaz
6.633531,46.575499,8592139,"Le Mont-sur-Lausanne, Budron",Bus,699,5587,Le Mont-sur-Lausanne
6.265684,46.41685,8519355,Gland Ouest,CheminFer,416,5721,Gland
6.934582,46.394463,8595179,"Villeneuve VD, Carroz-Devant",Bus,376,5414,Villeneuve (VD)
6.932869,46.39137,8595180,"Villeneuve VD, rte du Grammont",Bus,376,5414,Villeneuve (VD)
6.70802,46.621971,8583395,"Villars-Tiercelin, La Sapelle",Bus,862,5804,Jorat-Menthue
6.635163,46.748531,8507685,"Gressy, place du village",Bus,509,5938,Yverdon-les-Bains
6.926802,46.401877,8593778,"Villeneuve VD, La Plage",Bus,383,5414,Villeneuve (VD)
6.920764,46.386026,8570582,"Villeneuve VD,Pr� des Fourches",Bus,375,5408,Noville
6.639024,46.753776,8507652,"Gressy, Le Bas-des-Monts",Bus,448,5938,Yverdon-les-Bains
6.582617,46.534951,8501140,Renens VD CT,CheminFer,418,5591,Renens (VD)
6.628148,46.798193,8507965,"Tuileries-de-Grandson, Kiosque",Bus,434,5561,Grandson
6.582684,46.534835,8501119,Renens VD Entrep�ts,CheminFer,411,5591,Renens (VD)
6.809377,46.684881,8570358,"Bussy-sur-Moudon, village",Bus,631,5663,Bussy-sur-Moudon
6.26623,46.618514,8593530,"Les Bioux, Les T�ches",Bus,1018,5871,L'Abbaye
6.678516,46.732212,8570304,"Ursins, Grange-des-Bois",Bus,642,5932,Ursins
6.463405,46.535547,8570074,"Vaux-sur-Morges, village",Bus,505,5650,Vaux-sur-Morges
6.782409,46.624736,8504163,"Vucherens, village",Bus,677,5692,Vucherens
7.046662,46.301827,8579127,"Chesi�res, Aiglon Coll�ge",Bus,1214,5409,Ollon
6.773895,46.484638,8570565,"Chexbres, Les Pergolas",Bus,596,5601,Chexbres
6.551437,46.552326,8581917,"Bussigny VD, Coll�ge de Dallaz",Bus,440,5624,Bussigny
6.644589,46.699407,8573549,"Vuarrengel, Or�e du Bois",Bus,651,5539,Vuarrens
6.561117,46.529533,8591961,"Ecublens VD, Villars",Bus,417,5635,Ecublens (VD)
6.550084,46.516349,8591959,"Ecublens VD, Champs-Courbes",Bus,398,5635,Ecublens (VD)
6.607681,46.523298,8593844,"Lausanne,Vall�e de la Jeunesse",Bus,426,5586,Lausanne
6.481821,46.572625,8501269,"Vullierens, village",Bus,532,5654,Vullierens
6.658827,46.510328,8588445,"Pully, gare",Bus,425,5590,Pully
6.568062,46.536982,8591953,"Ecublens VD, Parc",Bus,419,5635,Ecublens (VD)
6.254787,46.426201,8570033,"Vich, La Bichette",Bus,444,5732,Vich
6.958893,46.313732,8593766,"Aigle, Dents-du-Midi",Bus,396,5401,Aigle
6.646555,46.692854,8501980,"Vuarrengel, Laiterie",Bus,667,5539,Vuarrens
6.700641,46.740724,8507682,"Gossens, village",Bus,545,5913,Donneloye
6.61314,46.525146,8592022,"Lausanne, Couchirard",Bus,452,5586,Lausanne
6.696295,46.560165,8592100,"Lausanne, Praz-Collet",Bus,873,5586,Lausanne
6.842678,46.468638,8593979,"Vevey, av. de Corsier",Bus,394,5890,Vevey
6.949077,46.3154,8581048,"Aigle, Golf",Bus,388,5401,Aigle
6.779859,46.798682,8507651,"Arrissoules, village",Bus,641,5928,Rovray
6.410798,46.504236,8570088,"Lavigny, h�pital",Bus,520,5637,Lavigny
7.046133,46.885894,8583519,"Avenches, Pr�-Vert",Bus,446,5451,Avenches
6.655643,46.545787,8591964,"Epalinges, Bois-Murat",Bus,711,5584,Epalinges
