X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune
7.208489,46.485702,8530032,Rougemont BDGAG,Telepherique,971,5843,Rougemont
6.927998,46.816666,8570400,"Payerne, Les Sorbiers",Bus,450,5822,Payerne
6.279531,46.447581,8500732,"Vinzel, village",Bus,450,5863,Vinzel
6.53172,46.73213,8570247,"Orbe, Montchoisi",Bus,491,5757,Orbe
6.632504,46.563014,8504177,"Le Mont-s.-Laus., Grand-Mont",Bus,695,5587,Le Mont-sur-Lausanne
6.938907,46.457165,8501351,Sonloup,Funiculaire,1154,5886,Montreux
6.53129,46.722681,8570237,"Orbe, coll�ge",Bus,477,5757,Orbe
6.507341,46.518625,8588871,"Morges, Gracieuse",Bus,374,5642,Morges
6.588681,46.808026,8570258,"Orges, crois�e",Bus,561,5924,Orges
6.460637,46.694533,8504657,"Romainm�tier, poste",Bus,684,5761,Romainm�tier-Envy
6.591312,46.808981,8579729,"Orges, L'Epi",Bus,561,5924,Orges
6.528559,46.730269,8577202,"Orbe, Chantemerle",Bus,489,5757,Orbe
6.660396,46.636913,8570206,"Poliez-le-Grand, Der. Le Ch�ne",Bus,680,5540,Montilliez
6.239105,46.443472,8570014,"Begnins, scierie",Bus,524,5704,Begnins
6.819637,46.571005,8580757,"Oron-la-Ville, Pralets",Bus,604,5805,Oron
6.246078,46.605764,8579145,"Orient, Cr�t",Bus,1020,5872,Le Chenit
6.750864,46.595898,8592225,"Ropraz, Home du Jorat",Bus,752,5798,Ropraz
6.702126,46.6492,8570215,"Dommartin, village",Bus,731,5540,Montilliez
6.423578,46.55088,8501094,Apples,CheminFer,642,5421,Apples
6.249647,46.43751,8570013,"Begnins, Charbonnier",Bus,510,5704,Begnins
6.177825,46.378256,8579312,"Borex, centre",Bus,462,5706,Borex
6.882131,46.469513,8501265,La Chi�saz,CheminFer,577,5888,Saint-L�gier-La Chi�saz
7.14208,46.476723,8501198,La Palaz,CheminFer,980,5841,Ch�teau-d'Oex
6.80804,46.704215,8570362,"Oulens-sur-Lucens, village",Bus,636,5675,Lucens
6.837631,46.542261,8570440,"Pal�zieux, gare",Bus,671,5805,Oron
6.215434,46.454303,8501065,Le Muids,CheminFer,715,5702,Arzier-Le Muids
6.611028,46.524276,8501128,Lausanne-S�beillon,CheminFer,447,5586,Lausanne
6.901144,46.446782,8501382,Ch�telard VD,CheminFer,502,5886,Montreux
6.393047,46.596332,8501098,Montricher,CheminFer,676,5492,Montricher
7.027407,46.266612,8570644,"Fenalet-sur-Bex, Le Ch�ne",Bus,581,5402,Bex
6.517364,46.658786,8501108,La Sarraz,Bus_CheminFer,485,5498,La Sarraz
6.860892,46.466259,8501262,Hauteville,CheminFer,501,5888,Saint-L�gier-La Chi�saz
6.553469,46.53569,8515639,Lausanne-Triage Est,CheminFer,400,5635,Ecublens (VD)
6.703648,46.692885,8501177,Bercher,CheminFer,627,5512,Bercher
6.691188,46.524849,8593803,"Belmont-sur-Lausanne, Pertuis",Bus,754,5581,Belmont-sur-Lausanne
6.69481,46.532529,8593807,"Belmont-sur-Lausanne,Bas-Monts",Bus,790,5581,Belmont-sur-Lausanne
7.096898,46.466116,8501393,La Chaudanne-Les Moulins,CheminFer,886,5842,Rossini�re
7.070491,46.282746,8501493,La Barboleuse,CheminFer,1210,5405,Gryon
6.111444,46.454602,8501061,La Givrine,CheminFer,1208,5727,Saint-Cergue
6.07357,46.465147,8501060,La Cure,CheminFer,1155,5727,Saint-Cergue
6.564586,46.524594,8501215,"Ecublens VD, Bassenges",Metro,398,5635,Ecublens (VD)
6.696722,46.558503,8592015,"Lausanne, Chevreuils",Bus,866,5586,Lausanne
6.755604,46.600856,8591905,"Ropraz, Ussi�res",Bus,721,5798,Ropraz
6.574465,46.540107,8501129,Renens VD Larges Pi�ces (embr),CheminFer,418,5591,Renens (VD)
6.893947,46.44162,8579197,"Clarens, Jaman",Bus,388,5886,Montreux
6.527406,46.523502,8517214,Lausanne-Triage SALT,CheminFer,394,5586,Lausanne
6.787574,46.696795,8581437,"Neyruz-sur-Moudon, coll�ge",Bus,766,5693,Montanaire
6.516649,46.528417,8592254,"Lonay, parc",Bus,440,5638,Lonay
6.252056,46.478479,8583484,"Marchissy, Les Raisses",Bus,748,5430,Marchissy
6.227487,46.387308,8593891,"Nyon, Marens",Bus,420,5724,Nyon
6.256933,46.457883,8570028,"Begnins, Les Clavi�res",Bus,707,5704,Begnins
6.67822,46.512771,8591976,"La Conversion, gare",Bus,510,5606,Lutry
6.758195,46.534977,8582772,"Forel (Lavaux), Grand Champ",Bus,690,5604,Forel (Lavaux)
7.031517,46.87719,8583516,"Avenches, Milavy",Bus,446,5451,Avenches
6.681373,46.517434,8593863,"Lutry, P�raulaz",Bus,580,5606,Lutry
6.910008,46.434662,8593926,"Montreux, d�barcad�re",Bus,375,5886,Montreux
7.121249,46.458523,8501349,"Les Moulins, La Rosettaz",Bus,977,5841,Ch�teau-d'Oex
6.665878,46.509288,8592195,"Pully, Reymondin",Bus,417,5590,Pully
6.666365,46.511639,8593854,"Pully, Roches",Bus,447,5590,Pully
6.910361,46.43711,8593944,"Montreux, Vernex-Dessus",Bus,396,5886,Montreux
6.410595,46.729151,8579907,"Ballaigues, cure",Bus,871,5744,Ballaigues
6.778694,46.765454,8570391,"Ch�ne-P�quier, En Braye",Bus,683,5908,Ch�ne-P�quier
6.542274,46.518969,8592239,"Denges, La Pale",Bus,385,5632,Denges
6.688586,46.524481,8593793,"Belmont-s.-L., Crau-au-Fer",Bus,723,5581,Belmont-sur-Lausanne
6.691601,46.755715,8583211,"Cronay, Le Cr�t",Bus,612,5910,Cronay
6.856732,46.478984,8579166,"Corsier-sur-Vevey, Omballes",Bus,495,5884,Corsier-sur-Vevey
6.303009,46.639741,8579139,"L'Abbaye, Groenroud",Bus,1020,5871,L'Abbaye
6.916453,46.431471,8593927,"Montreux, Doyen-Bridel",Bus,416,5886,Montreux
6.629197,46.776268,8594019,"Yverdon, Curtil Maillet",Bus,433,5938,Yverdon-les-Bains
6.68697,46.50476,8592154,"Lutry, Les Champs",Bus,402,5606,Lutry
6.825913,46.471752,8579157,"Corseaux, Grand-Pin",Bus,443,5883,Corseaux
6.898035,46.727391,8570474,"Cerniaz VD, La Crois�e",Bus,685,5831,Valbroye
6.696687,46.780873,8507969,"Villars-Epeney, Fontaine",Bus,547,5935,Villars-Epeney
6.449206,46.504289,8504654,"Lussy-sur-Morges, village",Bus,459,5640,Lussy-sur-Morges
6.592266,46.578106,8595147,"Cheseaux-s.-Lausanne,Ch�telard",Bus,578,5582,Cheseaux-sur-Lausanne
6.430322,46.553558,8595647,"Apples, Fondation Baud",Bus,630,5421,Apples
6.423994,46.550964,8595648,"Apples, gare",Bus,638,5421,Apples
6.605981,46.777136,8595656,"Chamblon, La Meuni�re",Bus,504,5904,Chamblon
7.162648,46.470199,8531115,Ch�teau-d'Oex G�rignoz,Telepherique,966,5841,Ch�teau-d'Oex
6.925392,46.425916,8530027,Collonge TMF,Funiculaire,435,5886,Montreux
7.088221,46.326126,8531178,Conche,Telepherique,1829,5409,Ollon
6.962786,46.345126,8583765,"Corbeyrier, En Saconnex",Bus,830,5404,Corbeyrier
7.020446,46.951425,8583829,"Cudrefin, Le Moulin",Bus,442,5456,Cudrefin
6.729143,46.489819,8595732,"Cully, Colombaires",Bus,406,5613,Bourg-en-Lavaux
7.209395,46.326876,8531155,Glacier du Sex Rouge,Telepherique,2819,5411,Ormont-Dessus
6.277947,46.420044,8583803,"Gland, Perron/Fleurs",Bus,405,5721,Gland
6.283013,46.42041,8583804,"Gland, Perron/Riant-Coteau",Bus,394,5721,Gland
6.603954,46.837052,8583823,"Grandevent, Battoir",Bus,648,5560,Grandevent
6.728199,46.494284,8595730,"Grandvaux, Chenaux",Bus,518,5613,Bourg-en-Lavaux
6.716181,46.498787,8595728,"Grandvaux, Genevrey",Bus,599,5613,Bourg-en-Lavaux
6.720773,46.49637,8595729,"Grandvaux, gare sud",Bus,561,5613,Bourg-en-Lavaux
6.413683,46.620297,8595661,"L'Isle, Les Tigneuses",Bus,663,5486,L'Isle
6.411365,46.617244,8595649,"L'Isle, gare",Bus,662,5486,L'Isle
6.925989,46.426072,8530028,Le Clos TMF,Funiculaire,449,5886,Montreux
7.151456,46.346382,8531173,Les Diablerets Le Vioz,Telepherique,1177,5411,Ormont-Dessus
7.132908,46.332255,8531174,Les Mazots,Telepherique,1717,5411,Ormont-Dessus
7.12078,46.33421,8531176,Meilleret,Telepherique,1941,5411,Ormont-Dessus
7.13158,46.339682,8531175,Mi-Ruvine,Telepherique,1531,5411,Ormont-Dessus
6.929008,46.425941,8501359,Mont-Fleuri TMF,Funiculaire,575,5886,Montreux
6.378411,46.602638,8595650,"Montricher, Grand Faubourg",Bus,748,5492,Montricher
7.103832,46.32996,8531177,Perche,Telepherique,1780,5410,Ormont-Dessous
7.142397,46.461584,8531214,Pra-Perron (2�me sect.),Telepherique,1216,5841,Ch�teau-d'Oex
6.251539,46.401004,8595653,"Prangins, B�nex-Dessus",Bus,425,5725,Prangins
6.734212,46.493665,8595731,"Riex, Mouniaz",Bus,439,5613,Bourg-en-Lavaux
6.338272,46.457746,8583821,"Rolle, centre ville",Bus,375,5861,Rolle
6.453542,46.485065,8595646,"St-Prex, Epondaz",Bus,407,5646,Saint-Prex
6.928082,46.426225,8530030,Sur Cotterd TMF,Funiculaire,531,5886,Montreux
6.923908,46.426044,8530672,Territet TMF,Funiculaire,393,5886,Montreux
7.160162,46.462502,8531116,T�te des Mourriaux,Telepherique,1241,5841,Ch�teau-d'Oex
6.611295,46.797802,8583825,"Valeyres-sous-Montagny, centre sportif",Bus,455,5933,Valeyres-sous-Montagny
6.609099,46.799189,8583824,"Valeyres-sous-Montagny, village",Bus,474,5933,Valeyres-sous-Montagny
7.028846,46.323596,8570615,"Plambuit, Hameau",Bus,1115,5409,Ollon
6.553844,46.803948,8583764,"Vuiteboeuf, gare",Bus,589,5766,Vuiteboeuf
6.666382,46.606475,8570179,"Bottens, La Rust�riaz",Bus,730,5514,Bottens
7.129202,46.353574,8593776,Plan Morier,CheminFer,1108,5411,Ormont-Dessus
6.338729,46.500664,8579083,"Pizy, Le Courtillet",Bus,674,5422,Aubonne
6.671493,46.550735,8591967,"Epalinges, En Praz Bin",Bus,796,5584,Epalinges
6.218156,46.380794,8593882,"Nyon, chemin des Tines",Bus,417,5724,Nyon
6.359734,46.480219,8570043,"Bougy-Villars, Dessus",Bus,545,5426,Bougy-Villars
6.6077,46.547543,8595411,"Prilly, Cery-les-C�dres",Bus,572,5589,Prilly
6.609844,46.544599,8592174,"Prilly, Cery-les-Marroniers",Bus,568,5589,Prilly
6.248455,46.402861,8588683,"Prangins, Tour d'Eau",Bus,421,5725,Prangins
6.622982,46.848695,8570268,"Villars-Burquin, Bassugnet",Bus,805,5571,T�venon
6.682446,46.601122,8570169,"Froideville, Laiterie",Bus,806,5523,Froideville
6.663178,46.524014,8592171,"Pully, Bruy�re",Bus,605,5590,Pully
6.664524,46.512841,8595192,"Pully, Ruisselet",Bus,450,5590,Pully
6.657044,46.510172,8588443,"Pully, ch. du Pr�au",Bus,422,5590,Pully
6.660903,46.519977,8592185,"Pully, Margerol",Bus,547,5590,Pully
6.661967,46.511213,8588446,"Pully, place de la Clerg�re",Bus,429,5590,Pully
6.672793,46.527066,8588435,"Pully, Chenaulaz",Bus,422,5590,Pully
6.657651,46.512371,8592188,"Pully, Montillier",Bus,447,5590,Pully
6.656595,46.515099,8592196,"Pully, Roses",Bus,476,5590,Pully
7.026662,46.346195,8570629,"Leysin, En Crettaz",Bus,1231,5407,Leysin
6.462283,46.589102,8570106,"Grancy, Les P�les",Bus,597,5485,Grancy
6.654277,46.514048,8592190,"Pully, Perraudettaz",Bus,460,5590,Pully
6.683876,46.534184,8579248,"Pully, Trois-Chasseurs",Bus,726,5590,Pully
6.834229,46.465067,8501249,Vevey-Plan CGN,Bateau,375,5890,Vevey
6.540053,46.764384,8570243,"Rances, Praz-Riond",Bus,487,5760,Rances
6.666988,46.521899,8579256,"Pully, Val-Vert",Bus,601,5590,Pully
7.023945,46.952463,8570529,"Cudrefin, Vers-chez-Jacot",Bus,439,5456,Cudrefin
6.563502,46.603761,8570066,"Bournens, �cole",Bus,561,5472,Bournens
6.593732,46.541043,8592222,"Renens VD, Sur-la-Croix",Bus,473,5591,Renens (VD)
6.583372,46.540741,8592201,"Renens VD, 1er Mai",Bus,433,5591,Renens (VD)
6.290136,46.437882,8583460,"Luins, Le Vernay",Bus,410,5858,Luins
6.731085,46.870842,8570283,"Concise, Platet-Christine",Bus,645,5554,Concise
6.578066,46.53749,8530749,"Renens VD, gare",Metro,416,5591,Renens (VD)
6.845185,46.470361,8504964,"Corsier-sur-Vevey, Ch�telard",Bus,426,5884,Corsier-sur-Vevey
6.585269,46.53041,8595534,"Renens VD, piscine",Bus,418,5591,Renens (VD)
6.592251,46.527403,8592219,"Renens VD, rue du Lac",Bus,422,5591,Renens (VD)
6.583396,46.538402,8592202,"Renens VD, Avenir",Bus,430,5591,Renens (VD)
6.596137,46.539838,8592208,"Renens VD, Bugnon",Bus,475,5591,Renens (VD)
6.584262,46.546307,8592204,"Renens VD, Bois-Genoud",Bus,456,5591,Renens (VD)
6.580929,46.541065,8592214,"Renens VD, Industrie",Bus,432,5591,Renens (VD)
6.586693,46.536034,8592213,"Renens VD, H�tel-de-Ville",Bus,418,5591,Renens (VD)
6.594819,46.538236,8592206,"Renens VD, Bourg-Dessus",Bus,464,5591,Renens (VD)
6.931714,46.357702,8591822,"Roche VD, Rotz�ranne-Pr�-Clos",Bus,380,5413,Roche (VD)
6.687015,46.562569,8592130,"Lausanne, Vert-Bois",Bus,854,5586,Lausanne
6.260788,46.465021,8570029,"Burtigny, Le Battoir",Bus,721,5854,Burtigny
6.343395,46.462546,8582696,"Rolle, Les Vernes",Bus,378,5861,Rolle
6.901042,46.458359,8579208,Brent,Bus,568,5886,Montreux
6.646885,46.59811,8570176,"Bretigny-sur-Morrens, crois�e",Bus,725,5515,Bretigny-sur-Morrens
6.751429,46.615153,8570433,"Ropraz, village",Bus,745,5798,Ropraz
6.629655,46.519804,8579253,"Lausanne, Montbenon",Bus,616,5586,Lausanne
6.184099,46.377867,8593870,"Borex, Le Chanelet",Bus,464,5706,Borex
6.642108,46.640727,8570204,"Echallens, La Robellaz",Bus,617,5518,Echallens
6.721112,46.751154,8570311,"Donneloye, En Jon",Bus,553,5913,Donneloye
6.67425,46.511557,8593846,"Paudex, Bernadaz",Bus,466,5588,Paudex
6.633945,46.538906,8517387,Lausanne Bellerive,CheminFer,612,5586,Lausanne
6.678114,46.523062,8593796,"Belmont-sur-Lausanne, Arnier",Bus,610,5581,Belmont-sur-Lausanne
6.6846,46.528098,8593791,"Belmont-s.-L., Champ-Preveire",Bus,684,5581,Belmont-sur-Lausanne
7.114305,46.452953,8501343,"Les Moulins, Les Communailles",Bus,1022,5841,Ch�teau-d'Oex
6.682821,46.521996,8593808,"Belmont-sur-Lausanne,Chatruffe",Bus,679,5581,Belmont-sur-Lausanne
6.777118,46.479817,8579747,"Chexbres, EMS La Colline",Bus,550,5601,Chexbres
6.605101,46.584219,8570063,"Cheseaux-sur-Lausanne, gare",Bus,603,5582,Cheseaux-sur-Lausanne
6.893804,46.349619,8570590,"Chessel, poste",Bus,380,5403,Chessel
6.597091,46.581632,8577645,"Cheseaux-s.-Lausanne,Martheray",Bus,595,5582,Cheseaux-sur-Lausanne
6.629661,46.5176,8592050,"Lausanne, gare",Metro,455,5586,Lausanne
6.859667,46.543167,8570442,"Ecoteaux, laiterie",Bus,725,5805,Oron
6.811665,46.539647,8582199,"Les Thioleyres, village",Bus,700,5805,Oron
6.959592,46.31844,8581046,"Aigle, rte d'Evian",Bus,399,5401,Aigle
6.954463,46.321369,8593771,"Aigle, Pr� d'Emoz B",Bus,394,5401,Aigle
6.463773,46.81778,8579077,"L'Auberson, �cole",Bus,1100,5568,Sainte-Croix
6.42783,46.552249,8570080,"Apples, H�tel de Commune",Bus,642,5421,Apples
6.575534,46.561391,8593811,"Crissier, Couchant",Bus,496,5583,Crissier
6.680426,46.551604,8587546,"Epalinges, Lion d'Or",Bus,785,5584,Epalinges
6.669637,46.735526,8507966,"Ursins, Le Battoir",Bus,645,5932,Ursins
6.877256,46.451273,8593962,"La Tour-de-Peilz, gymnase",Bus,416,5889,La Tour-de-Peilz
7.106696,46.420222,8501799,"La L�cherette, poste",Bus,1383,5841,Ch�teau-d'Oex
6.894185,46.564414,8570444,La Rogivue,Bus,839,5790,Maracon
6.441072,46.624066,8583293,"Cuarnens, coll�ge",Bus,627,5479,Cuarnens
6.858601,46.451611,8593951,"La Tour-de-Peilz, Baumes",Bus,386,5889,La Tour-de-Peilz
6.646998,46.52177,8588431,"Lausanne, B�thusy",Bus,447,5586,Lausanne
6.481439,46.842785,8571781,"La Vraconnaz, bif. nord",Bus,1110,5568,Sainte-Croix
6.869153,46.450665,8593965,"La Tour-de-Peilz, Murets",Bus,388,5889,La Tour-de-Peilz
6.24355,46.382306,8501227,Nyon CGN,Bateau,373,5724,Nyon
6.690523,46.514454,8592147,"Lutry, Br�l�es",Bus,568,5606,Lutry
6.617251,46.539345,8592000,"Lausanne, Bossons",Bus,607,5586,Lausanne
6.48051,46.696815,8570233,"Croy, En Fochau",Bus,643,5752,Croy
6.648668,46.517149,8592045,"Lausanne, Floreyres",Bus,518,5586,Lausanne
6.633229,46.527449,8592071,"Lausanne, M�mise",Bus,555,5586,Lausanne
6.644152,46.540723,8592066,"Lausanne, Libellules",Bus,637,5586,Lausanne
6.231555,46.608409,8595469,"Le Sentier, temple",Bus,1018,5872,Le Chenit
7.144138,46.347227,8501706,"Les Diablerets, Le Rachy",Bus,1333,5411,Ormont-Dessus
7.092972,46.256909,8501778,"Les Plans-sur-Bex, poste",Bus,1086,5402,Bex
6.581469,46.559709,8593813,"Crissier, Falaises",Bus,519,5583,Crissier
6.681785,46.509431,8592145,"Lutry, avenue William",Bus,454,5606,Lutry
6.689564,46.513126,8592159,"Lutry, Ponfilet",Bus,541,5606,Lutry
6.704201,46.511926,8588451,"Lutry, Sapelle",Bus,639,5606,Lutry
6.357741,46.523985,8570122,"Bi�re, Praz-B�n�",Bus,670,5425,Bi�re
6.721683,46.629435,8570173,"Peney-le-Jorat, Chalet Renards",Bus,849,5804,Jorat-Menthue
6.627494,46.50831,8591986,"Lausanne, Beau-Rivage",Bus,383,5586,Lausanne
6.172581,46.305999,8587078,"Mies, giratoire",Bus,394,5723,Mies
6.51019,46.732568,8579103,"Montcherand, poste",Bus,556,5756,Montcherand
6.769521,46.541476,8579251,"Forel (Lavaux), Cornes de Cerf",Bus,721,5604,Forel (Lavaux)
7.010912,46.926319,8570525,"Montmagny, crois�e",Bus,565,5464,Vully-les-Lacs
6.882286,46.503977,8504956,"Monts-de-Corsier, L'Hautigny",Bus,768,5884,Corsier-sur-Vevey
6.612029,46.791744,8594014,"Montagny-pr�s-Yverdon, village",Bus,449,5922,Montagny-pr�s-Yverdon
6.366124,46.498857,8501871,"Montherod, village",Bus,593,5432,Montherod
6.640241,46.781195,8504774,"Yverdon-les-Bains, gare",Bus,434,5938,Yverdon-les-Bains
6.677289,46.522418,8588436,"Belmont-s.-L., Grands-Champs",Bus,600,5581,Belmont-sur-Lausanne
6.906256,46.744054,8570475,"Villarzel, Planche-Perte",Bus,617,5830,Villarzel
6.64551,46.533509,8516276,Lausanne TRIDEL,CheminFer,594,5586,Lausanne
7.083998,46.320616,8530047,Charmet TLRC,Telepherique,1972,5409,Ollon
6.389534,46.492841,8570046,"Aubonne, h�pital",Bus,513,5422,Aubonne
6.946842,46.819475,8504999,"Payerne, h�pital",Bus,485,5822,Payerne
6.938894,46.811677,8583429,"Payerne, Moulin � Pigeon",Bus,489,5822,Payerne
6.578659,46.847326,8504275,"Bullet, bif. Granges Champod",Bus,1173,5552,Bullet
6.78403,46.473605,8501243,Rivaz-St-Saphorin,Bateau,373,5609,Rivaz
6.827882,46.470341,8579150,"Corseaux, Donnaz",Bus,417,5883,Corseaux
6.938742,46.816858,8582048,"Payerne, gymnase",Bus,460,5822,Payerne
6.940167,46.820004,8504780,"Payerne, gare",Bus,452,5822,Payerne
6.991019,46.243454,8582007,"Bex, Domaine du Rh�ne",Bus,397,5402,Bex
6.752487,46.572923,8504169,"Les Cullayes, village",Bus,836,5799,Servion
6.602823,46.52391,8592069,"Lausanne, Malley-Sud",Bus,424,5586,Lausanne
6.655522,46.5289,8592112,"Lausanne, Rozav�re",Bus,609,5586,Lausanne
6.626389,46.527283,8592060,"Lausanne, Beaulieu-Jomini",Bus,533,5586,Lausanne
6.930392,46.468516,8570572,"Villard-sur-Chamby, D'Zetiau",Bus,988,5886,Montreux
6.531145,46.602185,8570132,"Penthaz, Rio",Bus,454,5496,Penthaz
6.237307,46.477622,8501856,"Le Vaud, place du Battoir",Bus,809,5731,Le Vaud
6.639387,46.769908,8594039,"Yverdon-les-Bains, Fa�encerie",Bus,434,5938,Yverdon-les-Bains
6.625747,46.847896,8570267,"Villars-Burquin, La Forge",Bus,765,5571,T�venon
6.62552,46.675406,8583302,"Villars-le-Terroir, Le Buron",Bus,627,5537,Villars-le-Terroir
6.632434,46.777856,8579295,"Yverdon, G�n�ral-Guisan",Bus,432,5938,Yverdon-les-Bains
6.743358,46.799158,8579739,"Yvonand, Les Vergers",Bus,437,5939,Yvonand
6.65495,46.778292,8579289,"Yverdon-les-Bains, Clendy",Bus,434,5938,Yverdon-les-Bains
6.958957,46.331517,8570603,"Yvorne, Le Torrent",Bus,449,5415,Yvorne
6.648965,46.778395,8594056,"Yverdon, Pont du Buron",Bus,434,5938,Yverdon-les-Bains
6.726793,46.633074,8570174,"Peney-le-Jorat, poste",Bus,837,5804,Jorat-Menthue
6.52777,46.613484,8570131,"Penthalaz, village",Bus,490,5495,Penthalaz
6.5685,46.819632,8570261,"La Mothe, Fontannet",Bus,535,5937,Vugelles-La Mothe
7.03949,46.881122,8504781,"Avenches, poste",Bus,450,5451,Avenches
6.772703,46.583757,8595475,"M�zi�res VD, Praz Joret",Bus,731,5791,M�zi�res (VD)
7.051911,46.273643,8593772,Gryon-Chalm�ry,CheminFer,1094,5402,Bex
6.832835,46.674969,8504698,Chesalles-sur-Moudon,Bus,705,5666,Chesalles-sur-Moudon
6.571861,46.520341,8591944,"Ecublens VD, Bl�vallaire",Bus,396,5635,Ecublens (VD)
6.727238,46.749079,8507688,"M�zery-pr�s-Donneloye, village",Bus,626,5913,Donneloye
6.836686,46.466556,8593982,"Vevey, Berg�re",Bus,383,5890,Vevey
6.617142,46.524239,8592036,"Lausanne, Ecole des M�tiers",Bus,457,5586,Lausanne
6.568458,46.782479,8595204,"Champvent, Le Battoir",Bus,530,5905,Champvent
7.021537,46.353912,8595102,"Leysin, Fabiola",Bus,1373,5407,Leysin
6.930311,46.361798,8591820,"Roche VD, Salines",Bus,388,5413,Roche (VD)
6.230309,46.371522,8588659,"Nyon, route de Gen�ve",Bus,393,5724,Nyon
6.871223,46.546437,8580690,"Maracon, La Crosettaz",Bus,811,5790,Maracon
6.640728,46.881016,8570271,"Romairon, Les Rochats bif.",Bus,1240,5571,T�venon
6.323303,46.457672,8582690,"Rolle, Baccara",Bus,421,5861,Rolle
6.730916,46.53857,8504173,"Savigny, centre",Bus,797,5611,Savigny
6.61667,46.534689,8592094,"Lausanne, Pierrefleur",Bus,575,5586,Lausanne
6.788105,46.562616,8570461,"Essertes, coll�ge",Bus,738,5788,Essertes
6.848924,46.680829,8504695,"Sarzens, village",Bus,721,5686,Sarzens
6.668393,46.760329,8507953,"Pomy, village",Bus,552,5926,Pomy
6.670916,46.758771,8570308,"Pomy, coll�ge",Bus,567,5926,Pomy
6.667136,46.517915,8588449,"Pully, ch. du Vallon",Bus,422,5590,Pully
7.214886,46.339994,8530870,Cabane-des-Diabl. (Oldenegg),Telepherique,2520,5411,Ormont-Dessus
6.653477,46.506315,8588441,"Pully, Ch�taignier",Bus,422,5590,Pully
6.62982,46.782803,8594016,"Yverdon, Coll�ge de Fontenay",Bus,434,5938,Yverdon-les-Bains
6.672537,46.521199,8593798,"Belmont-sur-Lausanne, Burenoz",Bus,522,5581,Belmont-sur-Lausanne
6.582805,46.520559,8591950,"Ecublens VD, Dorigny",Bus,377,5635,Ecublens (VD)
6.646025,46.676396,8570298,"Vuarrens, gar. du Gros-de-Vaud",Bus,673,5539,Vuarrens
6.800646,46.771102,8582049,"Treytorrens (Payerne), �glise",Bus,660,5828,Treytorrens (Payerne)
6.684188,46.554832,8591968,"Epalinges, Grand Chemin",Bus,826,5584,Epalinges
6.908875,46.440036,8593922,"Montreux, Belmont",Bus,428,5886,Montreux
6.658781,46.519846,8592191,"Pully, Pavillard",Bus,538,5590,Pully
6.76082,46.599151,8591904,"Carrouge VD, Ecorcheboeuf",Bus,725,5782,Carrouge (VD)
6.395888,46.491595,8579081,"Aubonne, Le Bornalet",Bus,480,5422,Aubonne
6.500023,46.523522,8592269,"Morges, h�pital",Bus,432,5642,Morges
6.213995,46.382575,8595202,"Nyon, Terre-Bonne sud",Bus,427,5724,Nyon
7.052625,46.361318,8501975,"Le S�pey, gare/poste",Bus,975,5410,Ormont-Dessous
6.931318,46.409858,8594008,"Veytaux, Grandchamp",Bus,383,5891,Veytaux
6.910205,46.438441,8593939,"Montreux, rue du Centre",Bus,420,5886,Montreux
6.399341,46.488838,8501867,"Aubonne, La Praz",Bus,457,5422,Aubonne
6.630468,46.520332,8591818,"Lausanne-Flon, pl. de l'Europe",Bus,485,5586,Lausanne
6.650055,46.603566,8570177,"Bottens, Chalet-Coucou",Bus,730,5514,Bottens
6.727825,46.633044,8579742,"Peney-le-Jorat, coll�ge",Bus,841,5804,Jorat-Menthue
6.234943,46.376484,8588656,"Nyon, plage",Bus,382,5724,Nyon
6.742471,46.602108,8570430,"Corcelles-le-Jorat, Le Torel",Bus,786,5785,Corcelles-le-Jorat
6.413814,46.729135,8579095,"Ballaigues, poste",Bus,865,5744,Ballaigues
6.23507,46.391851,8593886,"Nyon, La Paix",Bus,413,5724,Nyon
6.896405,46.443044,8579198,"Clarens, gare",Bus,397,5886,Montreux
6.49411,46.510572,8570084,"Morges, gare",Bus,375,5642,Morges
7.000991,46.251284,8570637,"Bex, gare",Bus,417,5402,Bex
6.469617,46.533711,8592285,"Vaux-sur-Morges, bif. Bugnon",Bus,504,5650,Vaux-sur-Morges
6.638566,46.65765,8583301,"Villars-le-Terroir, av. d'Orbe",Bus,647,5537,Villars-le-Terroir
6.960558,46.343003,8504661,Vers-Cort,Bus,759,5404,Corbeyrier
6.300041,46.459466,8583433,"Gilly, �glise",Bus,498,5857,Gilly
6.580442,46.552909,8593809,"Crissier, Br�-Ch�teau",Bus,473,5583,Crissier
6.694767,46.55464,8579252,"Vers-chez-les-Blanc, centre",Bus,837,5586,Lausanne
6.657637,46.592823,8570165,"Montheron, La R�pe",Bus,711,5586,Lausanne
6.967582,46.878312,8504973,"Missy, village",Bus,440,5821,Missy
7.030304,46.945496,8583709,"Montet (Vully), La Fenette",Bus,505,5456,Cudrefin
6.916613,46.433748,8593932,"Montreux, Le Pont",Bus,429,5886,Montreux
6.508936,46.516794,8592272,"Morges, Parc de Vertou",Bus,372,5642,Morges
6.799517,46.671962,8570340,"Moudon, av. de Bussy",Bus,536,5678,Moudon
6.724749,46.575217,8592144,"Montpreveyres, Riau-Graubon",Bus,864,5792,Montpreveyres
6.938648,46.79167,8504158,"Vers-chez-Perrin, Etrabloz",Bus,495,5822,Payerne
6.230313,46.38535,8570001,"Nyon, ch. Monastier",Bus,421,5724,Nyon
