8500730;680
8500731;369
8500732;804
8500733;723
8500734;557
8500736;414
8500737;1282
8500738;1126
8501014;1696
8501015;2671
8501016;2328
8501017;1660
8501023;2667
8501030;10492
8501031;9153
8501032;358
8501033;4867
8501034;1078
8501035;376
8501036;3563
8501037;9486
8501040;4435
8501042;914
8501045;2237
8501046;1222
8501047;5720
8501048;4176
8501049;1821
8501053;137
8501054;5283
8501055;263
8501056;840
8501057;57
8501058;509
8501059;9183
8501060;157
8501061;52
8501062;1445
8501063;1881
8501064;575
8501065;1469
8501066;1439
8501067;709
8501068;1020
8501069;127
8501075;5841
8501076;11023
8501077;7786
8501080;736
8501081;650
8501082;268
8501083;443
8501084;625
8501085;31
8501087;771
8501088;13
8501089;170
8501090;4547
8501091;1203
8501092;344
8501093;859
8501094;770
8501095;463
8501096;1447
8501097;1106
8501098;14
8501099;750
8501100;495
8501102;2096
8501103;2096
8501104;114
8501105;236
8501106;483
8501107;598
8501108;1859
8501109;111
8501110;346
8501111;148
8501112;3264
8501113;488
8501114;107
8501115;2905
8501116;1025
8501117;7059
8501118;20358
8501119;18761
8501120;21057
8501121;11674
8501122;4081
8501123;912
8501124;2017
8501125;466
8501126;838
8501127;320
8501128;21934
8501129;14910
8501139;23510
8501140;18965
8501141;1917
8501142;1775
8501143;1687
8501146;6
8501147;3389
8501148;1601
8501150;2533
8501151;354
8501152;92
8501153;398
8501154;63
8501155;113
8501156;593
8501157;1882
8501158;713
8501159;847
8501160;24544
8501161;25298
8501162;20707
8501163;11219
8501164;4001
8501165;1288
8501166;3543
8501167;1736
8501168;1832
8501169;3935
8501170;2304
8501171;1092
8501172;868
8501173;4648
8501174;4484
8501175;321
8501176;563
8501177;1198
8501178;2901
8501179;19
8501180;21186
8501181;22991
8501183;13251
8501184;7887
8501187;10983
8501189;6283
8501190;1625
8501191;4400
8501192;76
8501194;1625
8501198;1122
8501199;1720
8501200;15901
8501201;10596
8501202;2359
8501203;8402
8501207;22702
8501208;18212
8501209;13983
8501210;4557
8501211;4711
8501212;5927
8501213;3601
8501214;5454
8501215;7683
8501216;9547
8501217;14841
8501218;15771
8501227;4434
8501228;5417
8501230;3364
8501234;409
8501243;719
8501247;10181
8501248;10457
8501249;11023
8501250;9979
8501251;7110
8501252;4462
8501253;2991
8501254;2587
8501255;2365
8501256;183
8501260;4798
8501261;6534
8501262;3626
8501263;2178
8501264;3314
8501265;3418
8501266;4323
8501267;4351
8501268;496
8501269;461
8501277;1179
8501278;686
8501280;2769
8501281;3856
8501282;3365
8501283;2067
8501284;1332
8501285;540
8501286;259
8501287;271
8501288;137
8501289;1017
8501296;384
8501297;1236
8501298;945
8501299;1651
8501300;7947
8501301;3940
8501302;1835
8501303;4770
8501304;1474
8501306;990
8501308;2127
8501312;6939
8501313;3786
8501314;4341
8501316;1617
8501317;1611
8501318;4145
8501319;7059
8501320;4376
8501330;3080
8501333;6561
8501343;98
8501344;7
8501345;44
8501346;157
8501347;380
8501348;284
8501349;147
8501350;351
8501351;321
8501352;7991
8501353;8898
8501354;
8501357;138
8501358;
8501359;2615
8501360;7948
8501361;4181
8501362;3964
8501363;1506
8501364;1068
8501365;78
8501366;23
8501367;
8501368;
8501369;
8501370;2946
8501371;1146
8501372;31
8501373;3
8501374;2387
8501375;3414
8501376;2091
8501377;351
8501380;8841
8501381;6755
8501382;5919
8501383;3286
8501384;2769
8501385;119
8501386;
8501388;45
8501390;5881
8501391;94
8501392;431
8501393;71
8501394;1654
8501395;359
8501396;199
8501397;604
8501400;7777
8501401;118
8501402;2519
8501446;9
8501447;1073
8501452;118
8501458;1128
8501459;97
8501461;2332
8501467;2155
8501468;691
8501469;62
8501470;55
8501471;29
8501472;19
8501473;269
8501474;355
8501475;45
8501476;144
8501477;180
8501479;919
8501480;1144
8501481;3157
8501482;3484
8501483;3088
8501484;2237
8501485;454
8501486;
8501487;3521
8501488;216
8501490;391
8501491;443
8501492;704
8501493;484
8501494;711
8501495;1411
8501497;70
8501498;9
8501499;9
8501554;3853
8501555;6
8501557;370
8501558;327
8501700;55
8501701;49
8501702;21
8501704;
8501705;
8501706;114
8501707;413
8501708;185
8501711;3
8501725;3509
8501727;409
8501733;645
8501734;921
8501757;2490
8501758;89
8501759;396
8501763;127
8501766;150
8501776;341
8501777;135
8501778;133
8501792;209
8501793;
8501799;55
8501850;811
8501851;1662
8501852;315
8501853;398
8501854;486
8501855;816
8501856;1234
8501857;921
8501860;440
8501862;600
8501863;371
8501865;2778
8501867;1018
8501868;162
8501870;2839
8501871;525
8501872;883
8501873;95
8501892;285
8501894;1080
8501966;1267
8501967;937
8501968;519
8501969;848
8501970;676
8501974;3371
8501975;355
8501978;925
8501980;528
8501981;224
8504000;12256
8504003;1790
8504007;187
8504009;1452
8504010;4171
8504011;2106
8504012;1459
8504013;2486
8504014;847
8504015;9912
8504016;461
8504017;1272
8504019;111
8504020;949
8504039;1691
8504040;2526
8504120;4409
8504121;2368
8504122;898
8504123;1539
8504126;2246
8504127;756
8504130;2376
8504134;6578
8504135;1825
8504141;41
8504142;41
8504144;1983
8504152;295
8504153;421
8504154;137
8504155;184
8504158;117
8504159;169
8504162;164
8504163;558
8504164;166
8504165;747
8504166;1630
8504169;708
8504171;2174
8504172;654
8504173;1303
8504174;2939
8504176;21627
8504177;1912
8504178;2692
8504200;7677
8504201;1501
8504202;341
8504203;865
8504246;138
8504263;33
8504270;291
8504271;326
8504272;442
8504273;42
8504275;
8504277;55
8504290;379
8504291;1711
8504292;1355
8504293;158
8504294;493
8504295;998
8504296;14
8504297;3
8504298;3271
8504299;231
8504458;1000
8504556;878
8504557;1502
8504558;3682
8504569;165
8504571;11
8504651;282
8504652;1470
8504653;896
8504654;755
8504655;755
8504656;475
8504657;398
8504659;925
8504660;644
8504661;272
8504687;159
8504688;302
8504689;194
8504691;82
8504694;143
8504695;106
8504696;132
8504698;169
8504712;3070
8504728;2298
8504754;179
8504758;1535
8504759;505
8504774;9359
8504775;1809
8504780;6747
8504781;3329
8504789;477
8504790;482
8504886;308
8504903;126
8504954;999
8504955;333
8504956;370
8504958;392
8504959;4222
8504961;307
8504962;256
8504963;4808
8504964;8810
8504966;2536
8504967;9165
8504973;345
8504981;279
8504986;744
8504987;285
8504988;139
8504989;1023
8504997;432
8504998;69
8504999;4230
8507650;298
8507651;53
8507652;174
8507653;413
8507654;191
8507655;460
8507656;12
8507658;465
8507659;6327
8507660;212
8507661;408
8507662;6
8507663;72
8507664;470
8507665;117
8507666;17
8507670;343
8507672;125
8507674;362
8507675;265
8507677;431
8507678;1233
8507679;332
8507680;74
8507681;385
8507682;174
8507683;81
8507684;643
8507685;159
8507686;545
8507687;111
8507688;133
8507689;218
8507690;311
8507691;163
8507694;105
8507695;498
8507696;191
8507697;271
8507698;194
8507950;184
8507953;649
8507954;231
8507955;370
8507956;469
8507957;760
8507958;105
8507959;291
8507960;442
8507962;183
8507963;725
8507964;1038
8507965;1263
8507966;214
8507967;241
8507968;677
8507969;103
8507970;913
8507971;845
8507973;377
8515301;2825
8515312;5177
8515313;5298
8515317;3494
8515319;
8515322;2315
8515323;1956
8515327;118
8515336;3954
8515337;3071
8515338;19828
8515339;2036
8515340;1777
8515341;1687
8515342;4814
8515350;690
8515351;2524
8515354;16388
8515355;11951
8515369;10464
8515370;6662
