X,Y,field_1,OBJECTID,RELI,B14BTOT,Count_,IPTA
6.648675,46.536347,11289,77168,53941542,160,2,0
6.646597,46.767529,11290,77169,53951799,24,1,0
6.536907,46.515724,11291,241025,53081520,115,1,0
6.657877,46.531013,11292,77170,54011536,41,2,0
6.659571,46.775715,11293,77171,54051808,15,0,0
6.670528,46.558087,11294,175485,54111566,10,0,0
6.667658,46.759577,11295,77172,54111790,39,1,0
6.668572,46.512194,11296,77173,54091515,15,5,0
6.665001,46.762258,11297,77174,54091793,5,0,0
6.840822,46.725531,11298,241030,55431751,10,1,0
6.669965,46.505906,11299,77175,54101508,39,1,0
7.011279,46.344878,11300,306572,56711327,23,8,0
6.662877,46.818917,11301,77176,54081856,9,0,0
6.663744,46.758651,11302,77177,54081789,6,0,0
6.317271,46.675706,11303,175491,51421700,5,0,0
6.667385,46.504089,11304,77178,54081506,9,0,0
6.551562,46.655279,11305,241033,53211675,3,2,1
6.914291,46.434429,11306,339346,55971427,107,13,0
6.673771,46.513128,11307,77179,54131516,37,3,0
6.950496,46.314947,11308,208263,56241294,3,1,0
6.472153,46.712209,11309,273806,52611739,18,2,0
6.677794,46.505059,11310,77180,54161507,191,1,0
6.33277,46.557104,11311,241036,51521568,6,0,0
6.679995,46.720078,11312,77181,54201746,10,0,0
6.63177,46.533529,11313,175495,53811539,211,3,0
6.67129,46.780292,11314,77182,54141813,16,0,0
6.644962,46.522827,11315,339351,53911527,48,1,0
7.084563,46.461176,11316,273809,57281456,8,1,0
6.682478,46.542874,11317,77183,54201549,12,0,0
6.241983,46.475216,11318,241038,50811478,17,0,0
6.683769,46.543782,11319,77185,54211550,36,1,0
6.685113,46.728208,11320,77187,54241755,4,0,0
6.692832,46.54834,11321,77188,54281555,9,0,0
6.712548,46.731084,11322,77189,54451758,3,0,0
6.346121,46.477165,11323,306587,51611479,3,0,0
6.715633,46.500808,11324,77190,54451502,16,1,0
6.714948,46.552081,11325,77191,54451559,3,0,0
6.443326,46.502348,11326,306589,52361506,3,0,0
6.703966,46.688749,11327,77192,54381711,12,1,0
6.458681,46.517775,11328,339361,52481523,9,0,0
6.70061,46.647346,11329,77193,54351665,46,0,0
6.709205,46.49447,11330,77194,54401495,21,1,0
6.707019,46.656383,11331,77195,54401675,4,0,0
6.706982,46.659082,11332,77196,54401678,3,0,0
6.696073,46.692296,11333,77197,54321715,10,1,0
6.861904,46.466561,11334,339366,55571463,9,3,0
6.695801,46.712085,11335,77198,54321737,3,0,0
6.777721,46.53717,11336,339367,54931542,3,0,0
6.60143,46.5567,11337,241054,53581565,34,1,0
6.720868,46.499042,11338,77200,54491500,12,1,0
6.728051,46.646621,11339,77201,54561664,21,2,0
6.712999,46.892112,11340,273827,54471937,3,0,0
6.733132,46.557593,11341,77202,54591565,3,0,0
6.727487,46.490987,11342,77203,54541491,3,2,1
6.647818,46.505754,11343,208287,53931508,3,2,1
6.742353,46.550453,11344,77204,54661557,7,0,0
6.739204,46.794221,11345,77205,54661828,33,0,0
6.851757,46.682408,11346,273832,55511703,3,0,0
6.736776,46.578306,11347,77206,54621588,8,0,0
6.744466,46.792454,11348,77207,54701826,3,0,0
6.734495,46.553103,11349,77208,54601560,4,0,0
6.746752,46.614351,11350,77209,54701628,4,0,0
6.739966,46.533346,11351,77210,54641538,3,0,0
6.900652,46.891348,11352,339379,55901935,4,0,0
6.75098,46.795193,11353,77211,54751829,7,1,0
6.760762,46.642322,11354,77213,54811659,10,1,0
6.762023,46.645928,11355,77214,54821663,6,1,0
6.324043,46.474251,11356,175527,51441476,14,1,0
6.526301,46.603802,11357,273840,53011618,14,1,0
6.77639,46.646012,11358,77215,54931663,5,0,0
6.204535,46.46132,11359,241071,50521463,21,0,0
6.774418,46.487673,11360,77217,54901487,3,0,0
6.769834,46.542521,11361,77218,54871548,27,1,0
6.774673,46.573136,11362,77219,54911582,11,0,0
6.775797,46.481384,11363,77220,54911480,77,3,0
6.774342,46.600121,11364,77221,54911612,17,0,0
6.343826,46.461849,11365,241078,51591462,12,1,0
6.52121,46.519197,11366,208307,52961524,74,1,0
6.782543,46.569583,11367,77223,54971578,23,1,0
6.334458,46.474353,11368,273849,51521476,3,1,0
6.770571,46.588405,11369,77224,54881599,24,0,0
6.332348,46.513917,11370,306622,51511520,7,1,0
6.738127,46.574716,11371,175538,54631584,3,1,0
6.77536,46.623517,11372,77225,54921638,8,0,0
6.775195,46.637009,11373,77226,54921653,4,0,0
6.931322,46.421913,11374,241081,56101413,3,1,0
6.814044,46.552668,11375,77229,55211559,3,1,0
6.439949,46.47353,11376,273857,52331474,16,0,0
6.193399,46.322648,11377,339400,50411309,27,0,0
6.805041,46.653372,11378,77232,55151671,3,0,0
6.806882,46.495954,11379,77233,55151496,3,0,0
6.829273,46.70568,11380,77236,55341729,17,0,0
6.659349,46.519328,11381,175549,54021523,109,6,0
6.926119,46.421889,11382,339405,56061413,68,8,0
6.776011,46.570445,11383,339406,54921579,3,0,0
6.832882,46.500594,11384,77240,55351501,9,0,0
6.833234,46.46911,11385,77241,55351466,7,4,1
7.160617,46.353439,11386,339409,57861336,3,1,0
6.306611,46.498369,11387,339410,51311503,5,0,0
6.737976,46.687164,11388,273869,54641709,3,0,0
6.833461,46.565367,11389,77243,55361573,24,0,0
6.837099,46.70752,11390,77244,55401731,14,2,0
6.835871,46.700317,11391,77245,55391723,3,0,0
6.843399,46.729143,11392,77249,55451755,3,0,0
6.199111,46.356899,11393,273875,50461347,11,0,0
6.688178,46.507827,11394,339417,54241510,18,1,0
6.832252,46.673311,11395,241106,55361693,4,1,0
6.609791,46.521676,11396,241107,53641526,181,10,0
6.850543,46.553762,11397,77253,55491560,11,0,0
6.68412,46.518595,11398,208337,54211522,6,1,0
6.851441,46.471005,11399,77255,55491468,66,6,0
6.639935,46.510197,11400,175569,53871513,57,1,0
6.855463,46.460231,11401,77256,55521456,68,2,0
7.051828,46.305443,11402,339424,57021283,3,1,0
6.945353,46.45256,11403,241111,56211447,7,2,0
6.735507,46.575599,11404,339425,54611585,3,1,0
6.757374,46.496568,11405,306655,54771497,5,0,0
6.774298,46.603719,11406,339427,54911616,33,0,0
7.106692,46.461243,11407,339428,57451456,23,1,0
6.675996,46.63279,11408,241116,54161649,7,1,0
6.869507,46.48639,11409,77261,55631485,14,1,0
6.84687,46.770541,11410,241119,55481801,4,1,0
6.699867,46.510602,11411,339432,54331513,13,2,0
6.558303,46.802867,11412,241120,53281839,3,1,0
6.880232,46.456757,11413,77268,55711452,5,0,0
6.876131,46.72661,11414,77270,55701752,16,0,0
6.878747,46.726623,11415,77272,55721752,7,0,0
6.450322,46.547391,11416,273899,52421556,38,1,0
6.882927,46.447774,11417,77273,55731442,3,1,0
6.173507,46.396202,11418,175588,50271391,19,0,0
6.513408,46.518234,11419,175589,52901523,160,2,0
6.883832,46.741041,11420,77277,55761768,24,0,0
7.006098,46.34306,11421,208362,56671325,5,17,3
6.878607,46.740116,11422,77282,55721767,3,0,0
6.245671,46.485151,11423,273908,50841489,3,0,0
7.212024,46.487589,11424,273909,58261485,3,1,0
7.144637,46.425364,11425,208369,57741416,10,1,0
6.605039,46.661081,11426,339455,53621681,6,0,0
6.627573,46.639653,11427,339456,53791657,32,2,0
6.893482,46.562972,11428,77289,55821570,3,1,0
6.553331,46.547339,11429,273915,53211555,218,2,0
6.342426,46.531108,11430,306687,51591539,8,0,0
6.524129,46.655062,11431,273917,53001675,10,0,0
6.900541,46.377691,11432,77293,55861364,3,0,0
6.758704,46.59823,11433,241151,54791610,11,2,0
6.909016,46.441602,11434,77299,55931435,8,5,1
6.226888,46.393186,11435,208384,50681387,33,1,0
6.90913,46.429908,11436,77300,55931422,5,0,0
6.705017,46.515134,11437,175614,54371518,12,0,0
6.91168,46.435317,11438,77303,55951428,63,27,0
6.479584,46.735662,11439,306701,52671765,22,0,0
7.139171,46.473027,11440,175618,57701469,3,1,0
6.989779,46.903426,11441,306703,56581948,29,0,0
7.122926,46.356039,11442,175620,57571339,3,2,1
6.682766,46.522185,11443,208391,54201526,10,2,0
6.20082,46.338924,11444,306705,50471327,23,0,0
6.908738,46.869797,11445,77309,55961911,3,0,0
6.923518,46.421878,11446,77312,56041413,3,3,1
6.354149,46.466446,11447,273940,51671467,13,0,0
7.154795,46.473067,11448,208398,57821469,3,1,0
7.004835,46.338557,11449,241170,56661320,5,4,1
6.950359,46.330239,11450,306712,56241311,12,0,0
6.62756,46.640552,11451,339484,53791658,61,1,0
6.638101,46.546168,11452,306714,53861553,12,0,0
7.051399,46.365713,11453,175632,57021350,3,1,0
6.628417,46.844766,11454,208403,53821885,31,0,0
6.929008,46.391317,11455,77320,56081379,36,1,0
6.396605,46.492933,11456,175635,52001496,5,1,0
6.925728,46.876171,11457,77322,56091918,7,0,0
6.924425,46.875265,11458,77324,56081917,3,0,0
6.264906,46.6194,11459,306722,51011638,9,1,0
6.924461,46.459664,11460,77325,56051455,6,1,0
6.861981,46.459364,11461,175639,55571455,81,2,0
6.610214,46.579254,11462,208411,53651590,39,1,0
6.931936,46.356246,11463,77329,56101340,3,2,1
6.158289,46.379837,11464,208417,50151373,4,1,0
6.687942,46.524918,11465,175649,54241529,21,3,0
6.94144,46.453443,11466,77337,56181448,10,2,0
6.665498,46.636318,11467,273965,54081653,15,1,0
6.936241,46.312186,11468,77339,56131291,3,0,0
6.730068,46.492803,11469,306737,54561493,8,2,0
7.079909,46.377501,11470,339509,57241363,3,0,0
6.677592,46.519451,11471,339511,54161523,41,3,0
6.640801,46.53989,11472,175657,53881546,71,1,0
6.944519,46.401281,11473,77344,56201390,5,0,0
6.935491,46.814145,11474,273973,56161849,14,0,0
6.952451,46.822314,11475,77347,56291858,7,0,0
6.864279,46.488163,11476,175660,55591487,3,0,0
6.953036,46.321255,11477,77348,56261301,227,1,0
6.521134,46.523694,11478,273975,52961529,6,3,1
6.947234,46.819593,11479,77349,56251855,11,1,0
6.944109,46.874453,11480,77350,56231916,3,0,0
6.959449,46.330278,11481,77352,56311311,44,2,0
6.895797,46.46223,11482,175666,55831458,26,2,0
6.482278,46.509879,11483,306750,52661514,67,4,0
6.743968,46.729481,11484,208439,54691756,7,1,0
7.127458,46.472096,11485,175669,57611468,23,2,0
6.968694,46.312325,11486,77358,56381291,20,1,0
6.615056,46.775402,11487,175671,53711808,3,0,0
6.961513,46.834946,11488,77359,56361872,35,1,0
6.972874,46.279058,11489,77360,56411254,7,1,0
6.48884,46.507236,11490,339530,52711511,26,2,0
6.92932,46.358034,11491,273992,56081342,69,2,0
6.927074,46.872579,11492,306765,56101914,3,1,0
6.975154,46.31595,11493,77368,56431295,18,3,0
6.460042,46.730998,11494,175685,52521760,7,0,0
7.127499,46.4649,11495,175686,57611460,4,0,0
6.615527,46.572995,11496,339542,53691583,10,0,0
6.988429,46.907919,11497,77374,56571953,3,0,0
6.796314,46.618239,11498,175691,55081632,5,0,0
6.985705,46.296202,11499,77380,56511273,29,0,0
6.993823,46.255753,11500,77381,56571228,5,0,0
6.19443,46.334355,11501,241238,50421322,41,1,0
6.526165,46.611897,11502,306781,53011627,66,1,0
6.990881,46.298022,11503,339553,56551275,24,1,0
6.442503,46.476251,11504,241241,52351477,18,2,0
6.22589,46.37968,11505,339554,50671372,33,0,0
6.592344,46.553934,11506,175701,53511562,15,0,0
6.431852,46.558924,11507,339556,52281569,3,1,0
6.431751,46.634492,11508,274014,52291653,3,0,0
7.059554,46.873094,11509,306786,57111914,11,0,0
6.578259,46.537635,11510,274017,53401544,187,3,0
6.995127,46.254859,11511,77391,56581227,3,0,0
6.735266,46.493734,11512,241249,54601494,30,2,0
7.013507,46.226143,11513,77395,56721195,3,0,0
6.863434,46.690564,11514,274022,55601712,11,1,0
7.01776,46.346702,11515,77397,56761329,15,1,0
6.184581,46.310855,11516,339566,50341296,43,1,0
7.018733,46.220765,11517,77398,56761189,19,1,0
6.524846,46.535419,11518,241254,52991542,4,0,0
7.027465,46.265776,11519,77403,56831239,23,2,0
6.680424,46.503277,11520,274029,54181505,8,1,0
7.02243,46.924239,11521,77404,56831971,6,1,0
6.898356,46.46674,11522,241260,55851463,32,3,0
6.625631,46.508296,11523,339576,53761511,133,5,0
6.533299,46.731603,11524,241264,53081760,14,1,0
6.847378,46.485377,11525,339577,55461484,4,0,0
6.58051,46.560142,11526,241265,53421569,28,1,0
7.035919,46.350366,11527,306808,56901333,4,0,0
7.006105,46.34216,11528,339579,56671324,23,11,0
7.041343,46.852343,11529,77412,56971891,3,0,0
6.516892,46.696386,11530,175726,52951721,4,1,0
6.641826,46.73601,11531,274040,53911764,12,0,0
6.774397,46.595624,11532,241269,54911607,11,0,0
7.037248,46.873918,11533,77415,56941915,3,0,0
6.567035,46.587028,11534,306812,53321599,10,0,0
7.014432,46.273824,11535,241272,56731248,11,0,0
6.70772,46.507954,11536,241273,54391510,3,2,1
6.929904,46.434501,11537,208504,56091427,3,4,1
6.529405,46.729772,11538,274048,53051758,56,1,0
6.614935,46.526212,11539,241277,53681531,149,7,0
7.059898,46.26499,11540,77422,57081238,5,2,0
7.063795,46.264103,11541,77423,57111237,3,0,0
6.447645,46.479895,11542,274052,52391481,16,1,0
7.052826,46.347726,11543,274054,57031330,3,1,0
6.735572,46.670956,11544,208512,54621691,15,0,0
6.631649,46.541625,11545,339600,53811548,54,3,0
6.730876,46.630446,11546,175745,54581646,15,0,0
6.303817,46.507338,11547,274061,51291513,6,1,0
7.072505,46.319005,11548,77435,57181298,3,4,1
7.07375,46.907323,11549,77438,57221952,42,1,0
6.488161,46.545914,11550,339607,52711554,6,1,0
7.069819,46.906411,11551,77441,57191951,6,1,0
6.613577,46.5298,11552,274069,53671535,185,1,0
6.899509,46.350699,11553,241298,55851334,6,0,0
7.072916,46.257836,11554,77445,57181230,4,0,0
6.768832,46.623478,11555,208530,54871638,4,0,0
6.739118,46.599011,11556,306845,54641611,12,0,0
6.944613,46.819582,11557,306847,56231855,31,2,0
6.641238,46.510206,11558,339618,53881513,6,2,0
6.144376,46.527227,11559,208539,50071537,3,0,0
6.985518,46.318691,11560,274083,56511298,4,3,1
6.224925,46.422854,11561,274086,50671420,7,1,0
6.814811,46.486103,11562,208544,55211485,3,0,0
7.089799,46.254291,11563,77461,57311226,3,1,0
6.888818,46.765354,11564,175775,55801795,3,0,0
6.970302,46.276349,11565,175780,56391251,3,1,0
7.094121,46.391039,11566,77468,57351378,3,1,0
6.298364,46.456903,11567,306865,51241457,58,1,0
6.651373,46.530068,11568,208555,53961535,68,1,0
7.104493,46.395568,11569,77471,57431383,10,0,0
7.10191,46.392861,11570,77474,57411380,3,0,0
6.668624,46.508596,11571,274101,54091511,28,2,0
6.647555,46.523744,11572,175790,53931528,217,2,0
6.242547,46.390653,11573,306874,50801384,20,1,0
6.743264,46.581044,11574,241336,54671591,22,1,0
6.632578,46.56682,11575,241337,53821576,4,1,0
6.231508,46.59476,11576,175795,50751611,17,0,0
6.868602,46.448603,11577,175796,55621443,105,1,0
6.523429,46.696439,11578,274111,53001721,5,1,0
6.224741,46.605484,11579,175798,50701623,3,1,0
6.716792,46.511611,11580,175807,54461514,6,0,0
7.126151,46.472992,11581,77495,57601469,5,1,0
6.347423,46.477177,11582,208580,51621479,5,0,0
6.645976,46.809805,11583,241351,53951846,51,3,0
6.179035,46.326088,11584,175813,50301313,29,0,0
6.684295,46.59956,11585,339669,54221612,107,0,0
7.199,46.487562,11586,208585,58161485,4,0,0
7.133324,46.355168,11587,77501,57651338,9,2,0
7.140428,46.481127,11588,77505,57711478,3,1,0
6.655094,46.813467,11589,306902,54021850,6,0,0
6.500432,46.8159,11590,175820,52841854,13,1,0
6.646502,46.506644,11591,274134,53921509,3,1,0
6.629808,46.577596,11592,274136,53801588,3,0,0
6.63838,46.527279,11593,274139,53861532,86,1,0
7.14433,46.482036,11594,77514,57741479,3,0,0
6.463853,46.592489,11595,175827,52531606,31,1,0
6.159179,46.34206,11596,208601,50151331,26,1,0
6.474637,46.499919,11597,274145,52601503,4,1,0
6.662006,46.515748,11598,208605,54041519,38,2,0
6.611436,46.584661,11599,241377,53661596,3,1,0
7.043747,46.882036,11600,241378,56991924,35,1,0
7.020029,46.22077,11601,306920,56771189,22,0,0
6.690635,46.518638,11602,339692,54261522,45,2,0
6.604385,46.534231,11603,208609,53601540,9,2,0
6.615076,46.602679,11604,175844,53691616,11,1,0
6.668496,46.517591,11605,274157,54091521,8,2,0
6.636717,46.551556,11606,274163,53851559,23,0,0
6.600198,46.720419,11607,241392,53591747,9,0,0
6.921174,46.394879,11608,339706,56021383,11,1,0
6.767382,46.529912,11609,274165,54851534,3,0,0
6.885583,46.69787,11610,306936,55771720,3,1,0
6.606922,46.538748,11611,339708,53621545,139,2,0
6.45857,46.739982,11612,241397,52511770,16,1,0
6.77693,46.601936,11613,175859,54931614,6,0,0
6.729491,46.536879,11614,208632,54561542,55,0,0
7.085751,46.278567,11615,241407,57281253,6,0,0
6.131973,46.447013,11616,274187,49961448,5,0,0
6.519849,46.753086,11617,274191,52981784,3,0,0
6.591167,46.545828,11618,306963,53501553,26,0,0
6.668993,46.757787,11619,241423,54121788,13,1,0
6.550013,46.828891,11620,208654,53221868,7,1,0
6.937506,46.31579,11621,241431,56141295,3,0,0
7.010519,46.276508,11622,241432,56701251,4,0,0
6.893257,46.45592,11623,339747,55811451,16,1,0
6.295142,46.424483,11624,274206,51211421,3,0,0
6.726742,46.547657,11625,175894,54541554,5,0,0
6.661723,46.535537,11626,306982,54041541,347,1,0
6.74042,46.801426,11627,274215,54671836,45,1,0
6.335211,46.50135,11628,241446,51531506,9,0,0
6.222555,46.470511,11629,208675,50661473,11,0,0
7.015917,46.249541,11630,274218,56741221,150,5,0
6.498785,46.609875,11631,208677,52801625,12,0,0
6.175184,46.380026,11632,306993,50281373,33,0,0
6.22193,46.382337,11633,274223,50641375,3,2,1
6.388739,46.495559,11634,339767,51941499,145,0,0
6.665376,46.553554,11635,175922,54071561,13,2,0
6.974171,46.279063,11636,241466,56421254,3,1,0
6.925014,46.401194,11637,175927,56051390,39,4,0
7.126146,46.473892,11638,274244,57601470,10,1,0
6.866,46.44859,11639,339787,55601443,25,1,0
6.799637,46.557986,11640,339791,55101565,3,0,0
6.663271,46.518455,11641,208708,54051522,18,0,0
6.699133,46.755287,11642,241479,54351785,3,0,0
6.860727,46.45486,11643,241480,55561450,83,3,0
6.449027,46.68952,11644,307024,52431714,31,0,0
6.563294,46.818198,11645,274253,53321856,3,1,0
6.442193,46.705654,11646,208714,52381732,11,0,0
6.720534,46.524229,11647,307028,54491528,13,0,0
6.566962,46.591526,11648,274257,53321604,24,0,0
6.416243,46.487713,11649,208717,52151490,16,0,0
6.618895,46.609004,11650,241491,53721623,51,1,0
6.264483,46.518634,11651,307034,50991526,6,0,0
7.165818,46.352552,11652,175953,57901335,3,0,0
6.443517,46.704766,11653,208726,52391731,12,1,0
7.006112,46.341261,11654,339812,56671323,102,15,0
6.668041,46.82435,11655,274274,54121862,62,0,0
6.369731,46.60064,11656,274275,51811616,5,0,0
6.21629,46.459648,11657,241505,50611461,6,2,0
6.190921,46.430582,11658,274278,50411429,3,0,0
6.668009,46.551772,11659,175966,54091559,28,1,0
6.800952,46.667742,11660,208740,55121687,10,3,0
6.338565,46.464497,11661,307054,51551465,9,1,0
6.789151,46.562424,11662,307055,55021570,46,1,0
6.238667,46.389712,11663,339828,50771383,3,1,0
6.307613,46.512774,11664,339829,51321519,19,0,0
6.629311,46.523616,11665,307059,53791528,306,17,0
6.219338,46.439888,11666,241519,50631439,7,1,0
6.556495,46.513179,11667,208748,53231517,26,0,0
6.583246,46.552066,11668,339833,53441560,13,0,0
6.571721,46.783178,11669,208749,53381817,22,1,0
6.835747,46.47722,11670,274291,55371475,33,5,0
7.05053,46.305439,11671,143208,57011283,3,0,0
6.697801,46.566364,11672,307065,54321575,3,1,0
6.526363,46.754937,11673,274296,53031786,12,0,0
6.552645,46.50955,11674,274297,53201513,20,1,0
6.212853,46.381339,11675,307070,50571374,68,2,0
6.420454,46.471558,11676,208760,52181472,30,1,0
6.730056,46.892218,11677,208762,54601937,4,1,0
6.72988,46.507195,11678,339851,54561509,3,0,0
6.685891,46.672438,11679,307080,54241693,8,1,0
6.896471,46.394764,11680,339854,55831383,5,0,0
6.626556,46.533492,11681,143228,53771539,155,1,0
6.256265,46.477165,11682,274313,50921480,3,0,0
6.486319,46.576486,11683,176001,52701588,52,0,0
6.924776,46.426381,11684,208776,56051418,15,26,2
7.07025,46.460231,11685,143235,57171455,6,0,0
7.004204,46.254894,11686,241549,56651227,25,2,0
7.024755,46.281059,11687,274323,56811256,3,0,0
6.728808,46.589052,11688,274324,54561600,4,0,0
6.954595,46.875397,11689,176011,56311917,6,1,0
6.576598,46.641977,11690,143240,53401660,55,1,0
6.508485,46.653137,11691,339867,52881673,3,0,0
6.428494,46.529206,11692,307098,52251536,3,0,0
6.927073,46.458776,11693,241557,56071454,5,1,0
6.927378,46.426393,11694,176017,56071418,3,3,1
6.782025,46.719811,11695,176018,54981745,3,1,0
6.510912,46.663952,11696,339875,52901685,3,0,0
6.651674,46.509379,11697,307105,53961512,45,3,0
6.835637,46.487115,11698,274337,55371486,3,0,0
6.572743,46.556485,11699,241567,53361565,3,1,0
7.019828,46.246857,11700,143254,56771218,9,1,0
6.156246,46.411302,11701,241570,50141408,3,0,0
6.827966,46.705673,11702,274343,55331729,15,0,0
6.705042,46.513335,11703,208803,54371516,25,1,0
6.830813,46.568951,11704,274346,55341577,11,0,0
6.693377,46.508761,11705,241578,54281511,4,4,1
6.163223,46.335808,11706,241579,50181324,10,0,0
6.607117,46.780742,11707,176037,53651814,34,0,0
6.236267,46.38069,11708,307123,50751373,5,1,0
6.861952,46.462063,11709,307126,55571458,4,1,0
6.18789,46.392762,11710,208815,50381387,4,0,0
6.380153,46.601637,11711,208816,51891617,5,1,0
6.960724,46.332982,11712,274359,56321314,3,2,1
6.685485,46.514106,11713,143276,54221517,37,2,0
7.050543,46.303639,11714,339907,57011281,7,0,0
6.165301,46.302543,11715,176052,50191287,10,1,0
6.786633,46.663163,11716,143283,55011682,20,1,0
6.551939,46.552726,11717,307139,53201561,56,1,0
7.062324,46.289286,11718,176057,57101265,3,3,1
6.834485,46.473615,11719,208829,55361471,5,2,0
6.962879,46.828655,11720,143287,56371865,9,1,0
6.928712,46.422801,11721,241603,56081414,4,0,0
6.658985,46.816192,11722,307147,54051853,7,0,0
6.786525,46.672159,11723,143292,55011692,3,0,0
6.948528,46.821398,11724,307149,56261857,18,0,0
6.608799,46.586441,11725,307152,53641598,38,1,0
6.625415,46.522689,11726,274381,53761527,32,8,0
6.688148,46.604084,11727,208839,54251617,10,0,0
6.765511,46.785384,11728,143297,54861818,3,1,0
6.771115,46.544328,11729,339925,54881550,25,0,0
6.722218,46.495452,11730,241612,54501496,4,3,1
6.613837,46.512709,11731,176070,53671516,8,0,0
6.572124,46.595164,11732,241613,53361608,10,0,0
6.866855,46.490874,11733,274384,55611490,3,0,0
6.774287,46.604619,11734,143301,54911617,12,0,0
6.372179,46.476513,11735,176075,51811478,25,0,0
6.33444,46.475252,11736,307159,51521477,11,1,0
6.534743,46.723518,11737,208848,53091751,49,2,0
7.014304,46.955693,11738,339933,56772006,3,0,0
6.504285,46.82043,11739,208850,52871859,9,2,0
6.440997,46.558105,11740,176080,52351568,23,0,0
7.107966,46.465744,11741,274394,57461461,6,0,0
6.82968,46.553652,11742,143314,55331560,39,2,0
6.150169,46.44812,11743,45004,50101449,54,1,0
6.69838,46.524087,11744,241630,54321528,6,0,0
6.230567,46.4616,11745,208861,50721463,16,1,0
6.850602,46.548365,11746,241633,55491554,11,0,0
6.15762,46.297958,11747,45007,50131282,11,0,0
6.564178,46.6023,11748,274404,53301616,5,2,0
6.156696,46.447295,11749,45008,50151448,80,1,0
6.674728,46.630083,11750,176092,54151646,7,1,0
6.741415,46.623314,11751,208865,54661638,7,0,0
6.391413,46.491985,11752,143323,51961495,187,1,0
6.167875,46.303472,11753,45010,50211288,38,1,0
6.666706,46.551764,11754,143324,54081559,12,1,0
6.167043,46.45011,11755,45011,50231451,21,1,0
6.440738,46.501426,11756,339951,52341505,4,0,0
6.176626,46.317964,11757,45013,50281304,29,1,0
6.774265,46.606418,11758,143327,54911619,5,1,0
6.17179,46.302616,11759,45014,50241287,16,1,0
6.935457,46.817743,11760,176099,56161853,80,1,0
6.174493,46.409708,11761,45015,50281406,20,0,0
6.173884,46.380012,11762,45016,50271373,5,0,0
6.182971,46.324333,11763,45018,50331311,14,0,0
6.537192,46.5769,11764,274416,53091588,33,2,0
6.866286,46.668089,11765,307187,55621687,4,0,0
6.55509,46.519465,11766,274419,53221524,40,1,0
6.193028,46.338838,11767,45023,50411327,13,0,0
6.219755,46.36342,11768,339963,50621354,16,1,0
6.189545,46.320807,11769,45025,50381307,69,1,0
6.691305,46.564522,11770,274423,54271573,3,2,1
6.567339,46.568139,11771,339973,53321578,25,1,0
6.205558,46.416347,11772,45034,50521413,19,1,0
6.89563,46.348881,11773,208890,55821332,3,1,0
7.039832,46.879324,11774,339976,56961921,74,3,0
6.205939,46.456837,11775,45037,50531458,29,1,0
6.208913,46.383096,11776,45038,50541376,19,1,0
6.225528,46.39587,11777,45040,50671390,3,0,0
6.225689,46.388675,11778,45041,50671382,178,2,0
6.22078,46.433605,11779,45042,50641432,12,1,0
6.226225,46.422868,11780,45043,50681420,4,0,0
6.231408,46.423823,11781,45044,50721421,20,0,0
6.739908,46.537843,11782,143358,54641543,6,0,0
6.228884,46.478676,11783,45045,50711482,28,0,0
6.387172,46.710558,11784,143359,51961738,21,0,0
6.230928,46.386931,11785,45046,50711380,62,5,0
7.163918,46.471291,11786,208902,57891467,15,1,0
6.233587,46.38426,11787,45047,50731377,163,2,0
6.919555,46.428157,11788,274444,56011420,30,6,0
6.235693,46.465253,11789,45048,50761467,7,0,0
6.250524,46.442018,11790,45049,50871441,21,0,0
6.62839,46.846565,11791,307219,53821887,3,2,1
6.24879,46.402414,11792,45051,50851397,74,1,0
6.24881,46.401515,11793,45052,50851396,74,1,0
6.261916,46.516808,11794,45053,50971524,21,0,0
6.838748,46.559098,11795,339993,55401566,7,0,0
6.490127,46.508146,11796,176138,52721512,131,4,0
6.265904,46.452974,11797,45055,50991453,4,0,0
6.403844,46.727803,11798,274452,52091757,5,0,0
6.273964,46.441361,11799,45056,51051440,6,1,0
6.257108,46.438488,11800,45057,50921437,8,0,0
6.331668,46.547197,11801,45058,51511557,3,0,0
6.999003,46.256673,11802,307226,56611229,3,0,0
6.16412,46.352912,11803,274456,50191343,80,1,0
6.311521,46.512813,11804,45059,51351519,6,0,0
6.168879,46.316078,11805,339998,50221302,24,0,0
6.935373,46.826738,11806,241686,56161863,8,0,0
6.310962,46.664848,11807,45060,51371688,3,1,0
6.847648,46.699479,11808,339999,55481722,14,1,0
6.604301,46.539628,11809,274458,53601546,31,2,0
6.490979,46.757348,11810,143374,52761789,5,0,0
6.299318,46.659334,11811,45061,51281682,16,1,0
6.302347,46.639572,11812,45062,51301660,3,1,0
6.343862,46.46005,11813,45063,51591460,20,0,0
6.282823,46.453147,11814,307232,51121453,6,0,0
6.378425,46.490066,11815,45064,51861493,3,1,0
6.501711,46.516339,11816,274461,52811521,8,7,1
6.367077,46.471067,11817,45065,51771472,16,1,0
6.377578,46.599814,11818,45066,51871615,26,2,0
6.938117,46.390458,11819,340006,56151378,3,0,0
6.823202,46.550019,11820,307235,55281556,8,1,0
6.358227,46.523162,11821,45067,51711530,5,1,0
6.373333,46.550294,11822,45068,51831560,38,1,0
6.33576,46.474366,11823,45069,51531476,5,1,0
6.164184,46.350214,11824,340009,50191340,14,0,0
6.373717,46.597079,11825,45070,51841612,9,0,0
