X,Y,field_1,OBJECTID,RELI,B14BTOT,Count_,IPTA
6.630592,46.787208,9203,140713,53831821,27,2,0
6.636744,46.549757,9204,140714,53851557,33,0,0
6.635827,46.523662,9205,140715,53841528,168,8,0
6.182679,46.449384,9206,42402,50351450,3,1,0
6.635453,46.548848,9207,140716,53841556,5,0,0
6.631193,46.572208,9208,140718,53811582,3,0,0
6.198387,46.3317,9209,42405,50451319,18,0,0
6.638873,46.582158,9210,140719,53871593,29,1,0
6.200971,46.389307,9211,42407,50481383,14,1,0
6.637635,46.577651,9212,140720,53861588,15,0,0
6.754144,46.546026,9213,173492,54751552,3,0,0
6.639882,46.513795,9214,140721,53871517,84,0,0
6.204298,46.414534,9215,42408,50511411,35,1,0
6.153687,46.409474,9216,271805,50121406,4,0,0
6.637701,46.661315,9217,140722,53871681,3,0,0
6.638087,46.547068,9218,140723,53861554,50,0,0
6.18159,46.327916,9219,239037,50321315,24,1,0
6.642329,46.524607,9220,140724,53891529,3,1,0
6.20141,46.427098,9221,42411,50491425,36,1,0
6.634722,46.773743,9222,140725,53861806,3,0,0
6.202988,46.357841,9223,42412,50491348,22,2,0
6.204012,46.427127,9224,42413,50511425,5,1,0
6.642032,46.810678,9225,140726,53921847,20,1,0
6.878874,46.462148,9226,304582,55701458,8,1,0
6.645157,46.687455,9227,140727,53931710,4,0,0
6.653354,46.573263,9228,206270,53981583,4,0,0
6.211533,46.382225,9229,42415,50561375,3,1,0
6.157934,46.450008,9230,239042,50161451,13,1,0
6.642641,46.59208,9231,140729,53901604,3,0,0
6.213401,46.414633,9232,42416,50581411,8,1,0
6.209823,46.457779,9233,42417,50561459,24,1,0
6.646531,46.772027,9234,140730,53951804,26,1,0
6.645156,46.776515,9235,140731,53941809,68,0,0
6.648819,46.526452,9236,140732,53941531,64,1,0
6.221034,46.364334,9237,42419,50631355,3,1,0
6.788786,46.484158,9238,206275,55011483,4,0,0
6.65269,46.529178,9239,140733,53971534,179,1,0
6.214586,46.59278,9240,42420,50621609,3,0,0
6.65034,46.780149,9241,140734,53981813,4,0,0
6.646359,46.69466,9242,140735,53941718,3,0,0
6.220538,46.444399,9243,42422,50641444,4,1,0
7.037576,46.301795,9244,271819,56911279,6,0,0
6.660613,46.522035,9245,140736,54031526,49,2,0
6.662422,46.759541,9246,140737,54071790,3,0,0
6.236756,46.47606,9247,42424,50771479,16,1,0
6.664214,46.54365,9248,140738,54061550,30,2,0
6.232968,46.412144,9249,42425,50731408,25,1,0
6.201636,46.417204,9250,304594,50491414,37,1,0
6.669966,46.597665,9251,140739,54111610,14,1,0
7.005594,46.243205,9252,271823,56661214,5,0,0
6.243768,46.394265,9253,42426,50811388,20,1,0
6.667359,46.505888,9254,140740,54081508,125,1,0
6.245028,46.396077,9255,42427,50821390,10,3,0
6.181943,46.312625,9256,173512,50321298,21,0,0
6.667129,46.52208,9257,140741,54081526,82,2,0
6.265148,46.427775,9258,42428,50981425,63,1,0
6.258918,46.415115,9259,42429,50931411,3,0,0
6.671708,46.65885,9260,140743,54131678,5,0,0
6.260004,46.425023,9261,42430,50941422,3,1,0
6.671772,46.654352,9262,140744,54131673,17,2,0
6.285406,46.454073,9263,42431,51141454,15,0,0
6.264945,46.617601,9264,42432,51011636,15,1,0
6.680223,46.51767,9265,140745,54181521,16,6,0
6.672862,46.669653,9266,140746,54141690,4,0,0
6.2971,46.455091,9267,42433,51231455,6,0,0
6.603385,46.683559,9268,304602,53611706,5,1,0
6.295773,46.518053,9269,42434,51231525,19,0,0
6.256807,46.392602,9270,173518,50911386,4,0,0
6.684308,46.598661,9271,304603,54221611,22,0,0
6.766635,46.590181,9272,206290,54851601,5,0,0
6.680589,46.677801,9273,140748,54201699,4,1,0
6.316138,46.478672,9274,42436,51381481,7,0,0
6.705249,46.498043,9275,140750,54371499,12,1,0
6.315877,46.491264,9276,42437,51381495,40,0,0
6.696768,46.546566,9277,140751,54311553,4,0,0
6.29386,46.42357,9278,42438,51201420,5,0,0
6.693204,46.521354,9279,239064,54281525,3,0,0
6.343735,46.466346,9280,42439,51591467,26,0,0
6.337044,46.475278,9281,42440,51541477,13,1,0
6.719362,46.514326,9282,140754,54481517,4,0,0
6.337062,46.474378,9283,42441,51541476,13,1,0
6.366544,46.498051,9284,42442,51771502,43,1,0
6.947842,46.465165,9285,173526,56231461,3,0,0
6.728459,46.516182,9286,140756,54551519,4,0,0
6.373481,46.476525,9287,42443,51821478,11,0,0
6.724939,46.882291,9288,140757,54561926,8,1,0
6.358126,46.462885,9289,42444,51701463,3,0,0
6.724206,46.542244,9290,140758,54521548,3,0,0
6.342433,46.466333,9291,42445,51581467,35,0,0
6.34052,46.560778,9292,42446,51581572,5,1,0
6.713711,46.741887,9293,140759,54461770,26,1,0
7.018358,46.269341,9294,173530,56761243,6,1,0
6.363225,46.468331,9295,42447,51741469,50,1,0
6.725617,46.633112,9296,140760,54541649,24,2,0
6.626646,46.614457,9297,304616,53781629,3,1,0
6.411678,46.59113,9298,42448,52131605,3,1,0
6.728813,46.489196,9299,140762,54551489,9,3,0
6.388012,46.465864,9300,42449,51931466,3,0,0
6.741431,46.52076,9301,140763,54651524,19,1,0
6.381047,46.489191,9302,42450,51881492,8,1,0
7.037242,46.874817,9303,239077,56941916,30,0,0
6.7412,46.538751,9304,140764,54651544,3,0,0
6.408075,46.643277,9305,42451,52111663,11,1,0
6.851558,46.46021,9306,206307,55491456,48,1,0
6.741777,46.797835,9307,140765,54681832,117,2,0
6.381493,46.599851,9308,42452,51901615,4,0,0
6.754766,46.600005,9309,239078,54761612,7,1,0
6.420437,46.472457,9310,42453,52181473,19,1,0
6.209925,46.453281,9311,304621,50561454,15,1,0
6.735739,46.858969,9312,140767,54641900,8,0,0
6.428813,46.512116,9313,42454,52251517,9,0,0
6.497623,46.826672,9314,173539,52821866,16,1,0
6.752137,46.704342,9315,140768,54751728,18,1,0
6.422349,46.509359,9316,42455,52201514,3,1,0
6.752702,46.762818,9317,140769,54761793,5,0,0
6.442317,46.557217,9318,42456,52361567,26,0,0
6.755698,46.526244,9319,140770,54761530,3,0,0
6.44283,46.529333,9320,42457,52361536,34,1,0
6.752738,46.554114,9321,140771,54741561,4,1,0
7.134003,46.465817,9322,271856,57661461,3,0,0
6.758738,46.595531,9323,140772,54791607,4,0,0
6.455803,46.820023,9324,42459,52501859,3,0,0
6.774462,46.484075,9325,140773,54901483,85,2,0
6.471984,46.502595,9326,42460,52581506,12,1,0
6.770916,46.771922,9327,140774,54901803,3,0,0
6.490753,46.546835,9328,42461,52731555,37,0,0
6.206824,46.360581,9329,304629,50521351,35,1,0
6.783131,46.521008,9330,140775,54971524,5,0,0
6.496687,46.505502,9331,42462,52771509,3,0,0
6.337135,46.47078,9332,173546,51541472,17,1,0
6.18938,46.328002,9333,173547,50381315,5,0,0
6.77056,46.589304,9334,140776,54881600,20,0,0
6.475402,46.750021,9335,42463,52641781,5,0,0
6.774242,46.608217,9336,140777,54911621,10,0,0
6.473477,46.711321,9337,42464,52621738,21,2,0
6.769618,46.771015,9338,140778,54891802,17,1,0
6.479683,46.656496,9339,42465,52661677,9,0,0
6.779891,46.573166,9340,140779,54951582,8,1,0
6.471527,46.820157,9341,42466,52621859,3,1,0
6.696528,46.754371,9342,206321,54331784,3,1,0
6.482422,46.575553,9343,42467,52671587,3,0,0
7.02862,46.284671,9344,239093,56841260,14,0,0
6.263867,46.426862,9345,206322,50971424,183,1,0
6.772939,46.502058,9346,140780,54891503,6,0,0
6.50868,46.565875,9347,42468,52871576,47,1,0
6.524998,46.526424,9348,239095,52991532,9,2,0
6.500417,46.8168,9349,42469,52841855,49,1,0
6.922491,46.393086,9350,271867,56031381,50,1,0
6.506815,46.522678,9351,42470,52851528,3,2,1
6.787041,46.521031,9352,140783,55001524,6,0,0
6.499059,46.519016,9353,42471,52791524,184,1,0
6.495833,46.704311,9354,42472,52791730,3,0,0
6.697236,46.512384,9355,271869,54311515,16,2,0
6.787879,46.559718,9356,140786,55011567,3,0,0
6.511458,46.556002,9357,42473,52891565,6,1,0
6.900514,46.38039,9358,337413,55861367,19,1,0
6.523962,46.664957,9359,42474,53001686,12,0,0
6.794355,46.673103,9360,140787,55071693,11,0,0
6.784804,46.490432,9361,140788,54981490,4,0,0
6.512962,46.544319,9362,42475,52901552,22,1,0
6.786279,46.476047,9363,140789,54991474,3,1,0
6.52228,46.610067,9364,42476,52981625,67,1,0
6.810214,46.657898,9365,140790,55191676,7,1,0
6.523892,46.51472,9366,42478,52981519,23,0,0
7.058236,46.873989,9367,173563,57101915,3,1,0
6.809879,46.686683,9368,140792,55191708,3,2,1
6.5285,46.550742,9369,42480,53021559,3,0,0
6.373245,46.554792,9370,304648,51831565,58,1,0
6.809497,46.495069,9371,140793,55171495,10,0,0
6.530721,46.651517,9372,42481,53051671,22,1,0
6.529617,46.71718,9373,42482,53051744,17,1,0
6.800655,46.471631,9374,140795,55101469,3,1,0
6.529496,46.724375,9375,42483,53051752,33,4,0
6.535613,46.827878,9376,42484,53111867,3,1,0
6.551895,46.555425,9377,42485,53201564,25,2,0
6.548106,46.785695,9378,42486,53201820,4,0,0
6.825229,46.486159,9379,140799,55291485,4,0,0
6.551968,46.550927,9380,42487,53201559,8,2,0
6.539412,46.600308,9381,42488,53111614,4,1,0
6.82529,46.480762,9382,140801,55291479,10,0,0
6.822645,46.484346,9383,140802,55271483,5,0,0
6.439702,46.628265,9384,304657,52351646,6,0,0
6.546278,46.658836,9385,42489,53171679,3,1,0
6.538712,46.72085,9386,42490,53121748,13,2,0
6.539487,46.59581,9387,173574,53111609,18,0,0
6.550192,46.579701,9388,42491,53191591,13,0,0
6.563077,46.589697,9389,42492,53291602,14,0,0
6.464379,46.490835,9390,239119,52521493,5,0,0
6.571598,46.70941,9391,42493,53371735,24,1,0
6.570819,46.595154,9392,42494,53351608,32,0,0
6.576569,46.561912,9393,42495,53391571,3,1,0
6.533439,46.645241,9394,337434,53071664,5,0,0
6.723033,46.532341,9395,206351,54511537,20,0,0
6.569495,46.515078,9396,42496,53331519,27,1,0
6.447711,46.476297,9397,271894,52391477,41,0,0
6.56951,46.514178,9398,42497,53331518,27,0,0
6.567426,46.562742,9399,42499,53321572,4,1,0
6.673748,46.699345,9400,271896,54151723,19,0,0
6.583402,46.542172,9401,42500,53441549,54,1,0
6.837149,46.703023,9402,140813,55401726,18,0,0
6.636031,46.773752,9403,304668,53871806,55,0,0
6.866808,46.495372,9404,337439,55611495,21,0,0
6.202118,46.338938,9405,271898,50481327,12,0,0
6.584389,46.727498,9406,42501,53471755,4,1,0
6.843429,46.726444,9407,140815,55451752,13,0,0
6.588108,46.574593,9408,42502,53481585,3,0,0
6.576325,46.822795,9409,42503,53421861,5,1,0
6.867045,46.472884,9410,206359,55611470,33,2,0
7.016974,46.950306,9411,173589,56792000,14,0,0
6.595822,46.581847,9412,42505,53541593,5,1,0
6.819136,46.563491,9413,304674,55251571,3,0,0
6.604357,46.53603,9414,42506,53601542,35,6,0
6.530005,46.616426,9415,271903,53041632,3,0,0
6.660274,46.636282,9416,337446,54041653,54,1,0
6.846341,46.461083,9417,140820,55451457,184,3,0
6.59882,46.724907,9418,42507,53581752,8,1,0
6.605106,46.57202,9419,42508,53611582,3,1,0
6.84638,46.457485,9420,140822,55451453,50,6,0
6.61488,46.52981,9421,42509,53681535,160,3,0
6.618967,46.518144,9422,42510,53711522,31,4,0
6.622079,46.743967,9423,42511,53761773,23,0,0
6.855337,46.471925,9424,140825,55521469,3,2,1
6.624753,46.566765,9425,42512,53761576,3,0,0
6.570251,46.549269,9426,206368,53341557,5,2,0
6.630654,46.520927,9427,42513,53801525,107,15,0
6.770599,46.480454,9428,337453,54871479,47,0,0
6.628054,46.781792,9429,42514,53811815,76,2,0
6.863378,46.450375,9430,140828,55581445,55,2,0
6.626032,46.742196,9431,42515,53791771,3,0,0
6.645182,46.774716,9432,173599,53941807,90,0,0
7.079217,46.285743,9433,271913,57231261,3,3,1
7.01357,46.218047,9434,206371,56721186,12,1,0
6.956294,46.832226,9435,304684,56321869,12,2,0
6.637183,46.520073,9436,42517,53851524,192,11,0
6.863359,46.452175,9437,140831,55581447,29,2,0
6.637117,46.524571,9438,42518,53851529,133,8,0
6.867627,46.541255,9439,140832,55621546,5,0,0
6.636818,46.808842,9440,42519,53881845,19,4,0
7.013303,46.91611,9441,271917,56761962,14,0,0
6.640191,46.581268,9442,42520,53881592,3,0,0
6.528881,46.605622,9443,173604,53031620,132,2,0
6.638248,46.712596,9444,42521,53881738,3,0,0
6.948119,46.434581,9445,304689,56231427,3,2,1
6.71976,46.680753,9446,173605,54501702,31,1,0
6.642429,46.606472,9447,42522,53901620,5,0,0
6.868779,46.555654,9448,140835,55631562,6,0,0
6.650584,46.853017,9449,271919,53991894,3,1,0
6.688198,46.600486,9450,239149,54251613,6,0,0
6.643342,46.810687,9451,42523,53931847,15,1,0
6.647792,46.507553,9452,42524,53931510,39,2,0
6.737602,46.715948,9453,337464,54641741,17,1,0
6.646107,46.53363,9454,42525,53921539,115,1,0
6.880195,46.460355,9455,140839,55711456,25,0,0
6.647319,46.539936,9456,42526,53931546,15,4,0
6.644738,46.538118,9457,42527,53911544,34,1,0
6.570827,46.513289,9458,271924,53341517,7,0,0
6.648255,46.565131,9459,271925,53941574,10,0,0
6.642276,46.528206,9460,42528,53891533,8,1,0
6.40646,46.727827,9461,239154,52111757,27,1,0
6.647906,46.767538,9462,42529,53961799,31,0,0
6.161544,46.351983,9463,337469,50171342,18,0,0
6.514603,46.524541,9464,239156,52911530,37,3,0
6.873684,46.710406,9465,140843,55681734,5,0,0
6.659154,46.53282,9466,42530,54021538,52,2,0
6.185672,46.319864,9467,206387,50351306,19,1,0
6.658943,46.638072,9468,42532,54031655,11,1,0
6.90724,46.88868,9469,337472,55951932,12,1,0
6.666859,46.540969,9470,42533,54081547,32,0,0
6.669824,46.515801,9471,42534,54101519,12,1,0
6.886237,46.761743,9472,140848,55781791,35,0,0
6.674067,46.676858,9473,42535,54151698,16,0,0
6.676858,46.849597,9474,42536,54191890,7,0,0
6.23949,46.411313,9475,304705,50781407,7,0,0
6.758169,46.537054,9476,239163,54781542,12,0,0
6.675122,46.602198,9477,42537,54151615,21,0,0
6.888187,46.442402,9478,140850,55771436,250,1,0
6.675833,46.551825,9479,42538,54151559,25,1,0
6.691841,46.714758,9480,42539,54291740,31,1,0
6.277559,46.455792,9481,337479,51081456,3,0,0
6.896082,46.563884,9482,304708,55841571,5,2,0
6.693124,46.716566,9483,42541,54301742,10,0,0
6.697084,46.713893,9484,271938,54331739,3,0,0
6.685563,46.602268,9485,42542,54231615,3,0,0
6.71427,46.505297,9486,42543,54441507,11,1,0
6.24617,46.403286,9487,239169,50831398,5,1,0
6.710983,46.84712,9488,42544,54451887,7,1,0
6.823753,46.501444,9489,206399,55281502,3,0,0
6.894441,46.467621,9490,140858,55821464,55,3,0
6.704809,46.626682,9491,42545,54381642,4,2,1
6.851567,46.459311,9492,337485,55491455,10,10,1
6.912548,46.748374,9493,239172,55981776,3,1,0
6.897,46.472131,9494,140860,55841469,3,4,1
6.715069,46.543086,9495,42547,54451549,3,1,0
6.700622,46.646446,9496,42548,54351664,17,0,0
6.592218,46.562029,9497,304717,53511571,4,0,0
6.707914,46.493562,9498,42549,54391494,12,1,0
6.531959,46.577758,9499,239176,53051589,3,2,1
6.702387,46.516916,9500,42550,54351520,34,3,0
6.703482,46.532216,9501,42551,54361537,3,0,0
6.725487,46.643006,9502,42552,54541660,3,1,0
6.74173,46.801434,9503,42553,54681836,10,1,0
6.897368,46.565689,9504,140866,55851573,3,1,0
6.908999,46.443401,9505,140867,55931437,45,3,0
6.906202,46.463178,9506,140868,55911459,5,1,0
6.743028,46.802341,9507,42555,54691837,4,1,0
7.081924,46.466565,9508,337495,57261462,16,1,0
6.746322,46.545979,9509,42556,54691552,9,1,0
6.736937,46.666467,9510,42557,54631686,9,1,0
6.482946,46.54587,9511,304725,52671554,42,1,0
6.9103,46.443407,9512,140870,55941437,71,3,0
6.738197,46.670073,9513,42559,54641690,7,0,0
6.90345,46.742034,9514,140873,55911769,3,0,0
6.759874,46.609032,9515,42560,54801622,3,0,0
6.908621,46.482081,9516,140874,55931480,3,2,1
6.480587,46.826531,9517,304731,52691866,5,1,0
7.060341,46.947758,9518,173648,57121997,4,0,0
6.756446,46.673782,9519,42564,54781694,5,0,0
6.90451,46.502752,9520,140878,55901503,3,0,0
6.474126,46.748211,9521,206421,52631779,9,0,0
6.908867,46.456894,9522,140879,55931452,3,3,1
6.418153,46.524616,9523,337506,52171531,4,0,0
6.753502,46.699852,9524,42568,54761723,3,0,0
6.408771,46.469653,9525,206424,52091470,12,0,0
6.758195,46.638708,9526,42569,54791655,6,0,0
6.914786,46.383156,9527,140884,55971370,3,0,0
6.867263,46.452194,9528,173656,55611447,10,1,0
6.765324,46.48582,9529,42572,54831485,3,0,0
6.910037,46.470393,9530,140887,55941467,4,2,1
6.911295,46.474897,9531,140888,55951472,5,2,0
6.776836,46.50298,9532,42575,54921504,6,0,0
6.192203,46.374816,9533,206430,50411367,36,1,0
6.57339,46.516007,9534,337515,53361520,21,0,0
6.769142,46.493039,9535,42576,54861493,92,1,0
6.6205,46.589224,9536,173660,53731601,12,0,0
6.775062,46.647804,9537,42577,54921665,3,0,0
6.601203,46.655655,9538,239204,53591675,9,1,0
6.787539,46.696453,9539,42578,55021719,7,1,0
6.795768,46.664115,9540,42579,55081683,97,1,0
6.918237,46.42995,9541,140892,56001422,117,7,0
6.785087,46.574995,9542,42580,54991584,12,0,0
6.841158,46.577102,9543,304749,55421586,11,1,0
6.78692,46.747726,9544,42581,55021776,3,0,0
6.927301,46.434489,9545,140894,56071427,17,4,0
7.046371,46.882045,9546,271979,57011924,5,1,0
6.790455,46.562432,9547,42582,55031570,10,1,0
6.926679,46.36252,9548,140895,56061347,4,1,0
6.787706,46.574111,9549,42583,55011583,8,0,0
6.605427,46.635894,9550,206438,53621653,19,1,0
6.928366,46.459682,9551,140896,56081455,3,1,0
6.780014,46.777372,9552,42584,54971809,4,1,0
6.928619,46.432696,9553,140897,56081425,23,6,0
6.925352,46.778117,9554,140898,56081809,5,0,0
6.932783,46.404827,9555,304754,56111394,33,0,0
6.85427,46.570873,9556,304755,55521579,3,0,0
6.639789,46.520092,9557,173671,53871524,164,10,0
6.930611,46.358939,9558,140900,56091343,18,3,0
6.797838,46.489607,9559,42588,55081489,5,0,0
6.810068,46.670492,9560,42589,55191690,3,0,0
7.038881,46.3009,9561,206445,56921278,16,0,0
6.411443,46.466079,9562,239217,52111466,5,0,0
6.7282,46.535972,9563,239218,54551541,5,0,0
6.629309,46.7854,9564,271989,53821819,67,2,0
6.933472,46.4705,9565,140905,56121467,3,0,0
6.877442,46.474735,9566,206448,55691472,33,1,0
6.925797,46.868975,9567,140906,56091910,3,1,0
6.927057,46.874378,9568,140907,56101916,16,0,0
7.082938,46.907352,9569,304762,57291952,3,0,0
6.938895,46.447135,9570,337534,56161441,4,0,0
6.509768,46.578479,9571,304764,52881590,3,0,0
6.570092,46.559164,9572,239222,53341568,4,0,0
6.82408,46.472659,9573,42597,55281470,18,2,0
6.944547,46.826778,9574,140913,56231863,48,0,0
6.699316,46.646438,9575,337540,54341664,26,0,0
6.948387,46.404896,9576,140914,56231394,13,0,0
6.947973,46.30684,9577,140915,56221285,3,0,0
6.947087,46.40489,9578,140918,56221394,11,0,0
6.924468,46.870768,9579,206461,56081912,4,1,0
6.949806,46.825002,9580,140920,56271861,11,0,0
6.954359,46.318562,9581,140921,56271298,68,1,0
6.848944,46.461096,9582,272006,55471457,28,3,0
6.945956,46.81599,9583,140922,56241851,12,0,0
6.951665,46.329345,9584,140923,56251310,6,0,0
6.84357,46.476361,9585,42611,55431474,14,1,0
6.736394,46.507235,9586,304780,54611509,3,0,0
6.806367,46.540031,9587,272009,55151545,3,0,0
6.846233,46.470978,9588,42613,55451468,158,6,0
6.96864,46.318622,9589,140928,56381298,67,6,0
6.652224,46.830539,9590,173700,54001869,14,0,0
6.960266,46.827745,9591,140931,56351864,8,1,0
6.40178,46.494779,9592,337558,52041498,6,0,0
6.847653,46.46019,9593,42619,55461456,65,9,0
6.717323,46.765299,9594,206474,54491796,3,0,0
6.254447,46.441159,9595,272018,50901440,6,0,0
6.850246,46.461103,9596,42621,55481457,39,1,0
6.541761,46.537353,9597,239247,53121544,16,1,0
7.039812,46.882022,9598,206477,56961924,30,2,0
6.850197,46.465601,9599,42622,55481462,9,4,0
6.615789,46.81319,9600,239249,53721850,3,0,0
6.392124,46.724998,9601,206480,52001754,3,1,0
6.6772,46.639995,9602,239253,54171657,3,0,0
7.143047,46.478435,9603,206483,57731475,13,1,0
6.967673,46.879949,9604,140941,56411922,12,1,0
6.846568,46.678783,9605,304797,55471699,5,0,0
6.981751,46.303383,9606,140942,56481281,5,2,0
6.857767,46.48813,9607,42629,55541487,3,0,0
6.863025,46.483658,9608,337569,55581482,3,1,0
6.479386,46.526048,9609,239257,52641532,3,1,0
6.618722,46.534335,9610,173717,53711540,55,4,0
6.861847,46.471958,9611,42633,55571469,3,1,0
6.990578,46.334903,9612,206488,56551316,3,0,0
6.536652,46.531015,9613,304802,53081537,22,1,0
6.864384,46.478268,9614,42634,55591476,10,0,0
6.989628,46.292619,9615,140947,56541269,24,1,0
6.858347,46.555601,9616,42635,55551562,4,0,0
6.989324,46.329501,9617,140948,56541310,5,0,0
6.258066,46.514069,9618,337574,50941521,14,0,0
6.869562,46.729276,9619,42637,55651755,5,0,0
6.622782,46.524469,9620,304806,53741529,284,5,0
6.867206,46.457591,9621,42639,55611453,3,1,0
6.176044,46.398929,9622,173723,50291394,29,1,0
6.67063,46.550891,9623,272037,54111558,3,1,0
6.629069,46.539807,9624,337580,53791546,66,0,0
6.852587,46.485404,9625,239270,55501484,6,0,0
6.6354,46.552447,9626,173729,53841560,37,1,0
6.878949,46.454951,9627,42645,55701450,3,0,0
6.207179,46.459549,9628,272042,50541461,46,1,0
7.003543,46.337652,9629,140959,56651319,20,4,0
6.812289,46.478892,9630,206501,55191477,3,0,0
6.632255,46.85109,9631,304815,53851892,11,0,0
6.78263,46.562387,9632,337587,54971570,3,0,0
6.890563,46.464903,9633,42649,55791461,23,4,0
6.639192,46.56057,9634,304819,53871569,3,0,0
7.014733,46.235144,9635,140966,56731205,4,0,0
6.890144,46.506282,9636,42653,55791507,11,1,0
7.015645,46.284623,9637,140967,56741260,4,0,0
6.528079,46.653295,9638,337594,53031673,23,1,0
6.509675,46.583876,9639,206513,52881596,4,0,0
6.489822,46.599905,9640,337598,52731614,4,0,0
6.50558,46.82134,9641,173743,52881860,38,2,0
6.280393,46.445025,9642,304828,51101444,4,0,0
6.930619,46.358039,9643,272057,56091342,36,3,0
6.895843,46.71771,9644,42662,55851742,3,0,0
6.437191,46.622845,9645,239288,52331640,19,1,0
6.70202,46.543901,9646,337602,54351550,23,0,0
7.037188,46.882013,9647,140980,56941924,19,2,0
6.911627,46.440714,9648,42667,55951434,11,11,1
6.728695,46.498192,9649,206523,54551499,3,1,0
6.913873,46.477607,9650,42668,55971475,4,2,1
7.132005,46.358763,9651,173752,57641342,3,0,0
6.160195,46.298887,9652,239295,50151283,14,0,0
7.048839,46.903642,9653,140984,57031948,3,0,0
7.050234,46.346818,9654,140985,57011329,3,2,1
6.916425,46.483017,9655,42674,55991481,3,2,1
7.058374,46.297369,9656,140989,57071274,23,2,0
6.488745,46.512633,9657,337615,52711517,62,7,0
6.923458,46.428174,9658,42676,56041420,3,37,12
6.408092,46.642377,9659,304845,52111662,15,0,0
6.92606,46.428186,9660,42677,56061420,6,13,2
6.929278,46.362531,9661,42678,56081347,5,3,1
7.063032,46.374748,9662,140992,57111360,3,0,0
7.055599,46.87578,9663,140993,57081917,38,0,0
6.533495,46.719909,9664,304849,53081747,11,1,0
6.930157,46.824016,9665,42682,56121860,3,0,0
6.932757,46.407526,9666,42683,56111397,11,0,0
6.845079,46.457478,9667,239310,55441453,8,0,0
6.4849,46.509002,9668,337624,52681513,67,2,0
6.937428,46.46512,9669,42685,56151461,4,0,0
7.040166,46.302704,9670,272083,56931280,5,0,0
6.78106,46.798968,9671,239314,54981833,6,1,0
7.105782,46.397371,9672,173772,57441385,4,0,0
6.932811,46.82043,9673,42688,56141856,66,2,0
6.942208,46.796183,9674,42691,56211829,17,1,0
6.386786,46.730346,9675,173776,51961760,13,2,0
6.944621,46.818683,9676,42692,56231854,8,2,0
6.329235,46.665927,9677,239318,51511689,13,3,0
6.441251,46.473542,9678,206548,52341474,12,0,0
6.943103,46.413869,9679,42693,56191404,3,0,0
6.791402,46.483273,9680,304861,55031482,10,0,0
6.240126,46.38253,9681,272090,50781375,30,8,0
6.901173,46.445163,9682,173778,55871439,3,3,1
6.17269,46.31972,9683,304863,50251306,6,0,0
6.256062,46.426781,9684,272093,50911424,19,1,0
6.804329,46.491442,9685,173780,55131491,3,0,0
7.073757,46.906423,9686,141009,57221951,15,1,0
6.945533,46.43277,9687,42697,56211425,3,2,1
6.606054,46.67998,9688,337637,53631702,4,0,0
6.834455,46.476313,9689,304867,55361474,5,2,0
6.442363,46.625589,9690,173783,52371643,3,1,0
6.945849,46.827683,9691,42701,56241864,9,0,0
7.077682,46.908235,9692,141014,57251953,14,1,0
6.960747,46.330283,9693,42703,56321311,51,2,0
6.919478,46.436252,9694,272103,56011429,8,4,1
7.084516,46.468372,9695,141021,57281464,5,1,0
6.385812,46.713244,9696,173794,51951741,9,0,0
7.002951,46.249492,9697,206565,56641221,4,2,1
6.966012,46.322209,9698,304880,56361302,11,0,0
6.957853,46.804346,9699,42713,56331838,3,0,0
7.096056,46.290293,9700,141026,57361266,4,0,0
6.442396,46.62379,9701,337652,52371641,3,1,0
6.79895,46.505805,9702,337653,55091507,4,0,0
6.503061,46.513651,9703,206569,52821518,33,3,0
6.662873,46.6372,9704,239342,54061654,28,2,0
7.209423,46.486684,9705,173800,58241484,3,1,0
6.226968,46.389588,9706,173801,50681383,98,2,0
6.984385,46.298896,9707,42718,56501276,3,0,0
7.101915,46.391962,9708,141032,57411379,3,0,0
6.211572,46.438005,9709,206577,50571437,3,2,1
6.514752,46.821414,9710,337664,52951860,8,0,0
6.442536,46.474452,9711,304894,52351475,36,0,0
7.103037,46.420751,9712,272123,57421411,3,0,0
6.225709,46.387775,9713,337666,50671381,34,4,0
7.113206,46.460362,9714,141041,57501455,3,0,0
6.990364,46.833264,9715,42728,56581870,3,0,0
6.996117,46.292645,9716,42731,56591269,47,2,0
6.68432,46.597761,9717,337671,54221610,10,0,0
7.000365,46.248582,9718,42735,56621220,3,1,0
6.413699,46.553364,9719,206590,52141563,4,0,0
7.123568,46.469387,9720,141049,57581465,17,0,0
6.201709,46.356927,9721,272133,50481347,45,1,0
6.603289,46.520729,9722,337676,53591525,15,0,0
7.004063,46.922372,9723,42737,56691969,7,0,0
7.128734,46.476598,9724,141051,57621473,23,1,0
6.798344,46.557079,9725,239365,55091564,3,0,0
7.131343,46.475705,9726,141052,57641472,5,4,1
7.018719,46.222564,9727,42741,56761191,24,0,0
7.050523,46.306338,9728,173826,57011284,5,0,0
6.928941,46.398513,9729,337682,56081387,3,2,1
6.931541,46.398525,9730,239369,56101387,6,1,0
7.036771,46.937783,9731,173827,56941986,3,0,0
6.500222,46.527122,9732,206602,52801533,17,2,0
6.523649,46.529112,9733,304917,52981535,20,0,0
6.767928,46.591088,9734,173833,54861602,16,0,0
6.903096,46.382201,9735,337689,55881369,16,0,0
6.661891,46.614703,9736,206605,54051629,13,0,0
6.884219,46.44868,9737,337691,55741443,7,0,0
6.714327,46.696012,9738,304922,54461719,3,1,0
7.029049,46.917066,9739,42757,56881963,3,0,0
