x;y;object_id;reli;b14btot;count
6.679109;46.504168;330877;54171506;125;1
6.876383;46.45134;232565;55681446;18;2
7.060895;46.308172;167023;57091286;7;0
7.137844;46.477522;3168;57691474;20;1
7.14177;46.473934;3170;57721470;6;1
6.419523;46.728844;265340;52211758;9;1
6.377351;46.47836;330883;51851480;12;0
6.337889;46.497777;298116;51551502;4;0
6.760717;46.64592;330888;54811663;10;1
6.33554;46.485159;232575;51531488;4;0
7.143684;46.361493;3179;57731345;5;0
6.79974;46.770287;265351;55121801;20;2
6.633274;46.520046;232581;53821524;166;8
6.745743;46.489301;199810;54681489;3;1
7.035067;46.290092;199814;56891266;3;0
7.161929;46.350744;3188;57871333;8;4
6.587426;46.535005;298128;53471541;149;2
7.161948;46.347146;3191;57871329;9;0
6.854212;46.576271;298131;55521585;4;1
7.016141;46.220756;265361;56741189;26;1
7.135536;46.424441;330904;57671415;8;1
6.216878;46.433564;199820;50611432;47;1
6.916495;46.47582;330909;55991473;3;2
6.20844;46.461362;298138;50551463;22;1
6.214113;46.440731;265368;50591440;3;1
6.271284;46.444932;232598;51031444;42;0
6.597532;46.555771;167061;53551564;3;1
6.954375;46.316763;330917;56271296;5;1
6.748844;46.757397;330920;54731787;6;0
6.594994;46.634918;330921;53541652;24;1
6.769629;46.770115;265383;54891801;7;1
7.201605;46.487568;3215;58181485;8;0
6.868375;46.470192;330927;55621467;11;2
6.371463;46.711312;330929;51841739;67;2
6.205047;46.438834;232616;50521438;22;1
7.200306;46.486666;3219;58171484;5;0
6.469749;46.554755;265387;52571564;3;0
6.618053;46.836596;199847;53741876;5;1
6.179166;46.376472;298163;50311369;6;0
6.786293;46.583098;265393;55001593;3;0
7.213315;46.49029;3225;58271488;12;1
6.837069;46.710219;167080;55401734;21;1
6.266721;46.415196;265397;50991411;3;0
6.331889;46.536404;199856;51511545;59;1
7.038547;46.875721;232628;56951917;36;1
6.209966;46.451482;330942;50561452;8;1
6.575535;46.70854;330945;53401734;71;0
6.780787;46.499405;232636;54951500;7;1
6.447737;46.68861;330952;52421713;5;0
6.548733;46.827082;298181;53211866;8;1
6.680922;46.560855;265415;54191569;43;1
6.504301;46.81953;167105;52871858;29;1
6.667887;46.835143;232647;54121874;4;0
6.193316;46.326246;330961;50411313;9;0
6.534177;46.601166;232648;53071615;15;0
6.446442;46.474487;232651;52381475;4;0
6.677705;46.511356;199880;54161514;3;3
6.616361;46.518125;298194;53691522;114;4
6.6614;46.558025;265424;54041566;11;1
6.198603;46.436064;232653;50471435;11;0
6.562995;46.514128;330966;53281518;43;1
6.204271;46.587271;330977;50541603;4;0
6.7399;46.639497;232664;54651656;4;1
6.715537;46.508004;330979;54451510;33;1
6.539468;46.518443;330983;53101523;6;0
7.18081;46.478527;232670;58021475;3;0
6.695249;46.657207;298215;54311676;38;1
6.480909;46.661005;265445;52671682;4;0
6.425678;46.470705;265449;52221471;3;2
7.022091;46.290045;330995;56791266;3;1
6.21332;46.360652;298224;50571351;25;0
6.603123;46.531523;298227;53591537;12;2
6.942034;46.815073;298231;56211850;21;1
6.540652;46.525649;167148;53111531;4;2
6.161903;46.336693;167150;50171325;29;0
6.575939;46.519625;199922;53381524;8;1
7.016981;46.949406;199923;56791999;3;0
6.931238;46.430908;331009;56101423;3;4
6.967147;46.341105;167155;56371323;3;0
6.621546;46.519962;167156;53731524;64;15
6.217733;46.453366;199927;50621454;26;1
6.764193;46.576672;167158;54831586;3;0
6.705005;46.516033;298244;54371519;3;1
6.694111;46.550147;199936;54291557;23;0
6.603622;46.583704;167167;53601595;48;2
6.63313;46.792623;199939;53851827;8;1
6.730783;46.537787;232712;54571543;51;1
6.96218;46.314997;331025;56331294;3;1
6.68166;46.601342;331028;54201614;3;2
6.67601;46.539232;167175;54151545;5;0
6.656143;46.831465;265490;54031870;9;0
6.88294;46.700556;167177;55751723;15;2
6.940724;46.815067;331035;56201850;24;1
6.820399;46.567096;167180;55261575;5;1
6.295697;46.521651;265494;51231529;6;0
6.630985;46.848383;265495;53841889;3;1
7.127448;46.473895;167183;57611470;17;1
6.309028;46.50739;232726;51331513;16;1
6.956342;46.826829;331039;56321863;3;1
6.163982;46.303428;167187;50181288;14;0
6.979254;46.291678;298273;56461268;10;0
7.060945;46.300976;298279;57091278;5;0
6.670732;46.543694;331052;54111550;15;1
6.905077;46.445182;331056;55901439;8;3
6.945858;46.826784;199973;56241863;22;0
6.907733;46.439797;265516;55921433;171;10
6.884201;46.450479;232746;55741445;3;1
6.838568;46.57529;331066;55401584;8;1
6.888951;46.495481;167211;55781495;6;0
6.225159;46.470539;265524;50681473;41;1
6.515308;46.636099;167219;52931654;4;0
6.795736;46.666813;199993;55081686;64;1
6.530467;46.511174;200000;53031515;13;0
6.340429;46.565275;265543;51581577;5;0
6.965011;46.288021;331085;56351264;3;0
6.275805;46.416189;232772;51061412;189;1
6.321457;46.473326;331087;51421475;5;0
6.690573;46.523136;232776;54261527;18;2
6.945361;46.451661;167234;56211446;6;1
7.027482;46.950344;232777;56872000;5;0
6.521173;46.752197;200012;52991783;21;0
6.994834;46.290841;265555;56581267;21;2
6.166297;46.37093;265557;50211363;11;1
6.211817;46.369632;331101;50561361;14;0
6.635973;46.513767;232793;53841517;179;2
6.597554;46.722199;331111;53571749;14;1
6.966819;46.827772;200028;56401864;4;0
6.613678;46.77989;232800;53701813;25;0
6.594924;46.555752;265577;53531564;33;1
7.073435;46.373882;265578;57191359;3;0
6.326978;46.458086;232808;51461458;344;0
6.928345;46.73855;200040;56101765;3;0
6.274369;46.422472;200043;51051419;25;2
6.43451;46.556248;265587;52301566;3;1
6.194451;46.390136;298359;50431384;20;0
6.899568;46.475741;167277;55861473;15;3
6.542089;46.517564;167278;53121522;3;1
6.623746;46.546966;200053;53751554;3;0
6.817498;46.478921;331139;55231477;8;0
6.578233;46.621299;200058;53411637;3;0
6.475195;46.615076;167289;52621631;3;1
6.241148;46.395137;232831;50791389;3;1
6.661101;46.760432;331145;54061791;20;0
6.527917;46.817922;265609;53051856;3;0
6.68954;46.597796;265613;54261610;20;0
6.528172;46.725265;232844;53041753;5;2
7.017005;46.276532;331157;56751251;3;0
6.666697;46.735281;232846;54101763;22;0
6.512368;46.731435;331161;52921760;6;2
6.658314;46.772108;200078;54041804;50;1
6.229588;46.388716;298397;50701382;26;2
6.356501;46.479063;265627;51691481;25;1
7.024207;46.353023;232856;56811336;6;0
6.557827;46.51139;331170;53241515;81;1
7.022901;46.353917;200095;56801337;16;2
6.157955;46.449108;265639;50161450;9;1
6.76482;46.526299;200100;54831530;3;0
6.796653;46.479704;232871;55071478;8;0
6.191812;46.335226;331185;50401323;15;0
6.444808;46.705677;200102;52401732;3;1
6.703604;46.523221;298415;54361527;6;0
6.605502;46.800522;331192;53641836;7;0
6.376203;46.6034;331200;51861619;10;1
6.807223;46.690267;331203;55171712;3;1
7.054004;46.364822;232891;57041349;3;1
6.571727;46.538485;331205;53351545;31;3
7.027407;46.960238;331206;56872011;3;1
6.528775;46.611918;167355;53031627;8;1
6.179187;46.375572;167360;50311368;7;0
6.509644;46.585675;265674;52881598;25;1
7.013373;46.243235;232903;56721214;6;0
6.669428;46.543686;331219;54101550;27;0
6.756026;46.603611;200137;54771616;3;0
7.020844;46.959315;200141;56822010;3;0
6.664484;46.52476;331229;54061529;5;1
6.625177;46.798864;167374;53791834;33;0
6.494035;46.508179;331233;52751512;199;3
6.636312;46.754863;232920;53871785;5;0
6.356465;46.480862;265692;51691483;14;0
7.010664;46.917899;167383;56741964;28;1
6.940665;46.821364;265697;56201857;10;2
6.913842;46.346268;232930;55961329;7;0
6.260735;46.631053;200164;50981651;3;1
6.180729;46.309013;167394;50311294;34;1
6.96871;46.310526;200165;56381289;3;1
7.059628;46.30367;232937;57081281;3;0
6.565442;46.524043;265708;53301529;118;2
7.077943;46.28214;200167;57221257;4;3
6.724218;46.541344;331253;54521547;3;1
6.682364;46.550969;298489;54201558;88;1
6.941448;46.452543;331262;56181447;33;2
7.118365;46.468473;331267;57541464;4;0
6.650201;46.521064;167412;53951525;67;1
7.022607;46.222579;298498;56791191;24;0
6.387032;46.717754;331274;51961746;18;1
6.49658;46.811371;298507;52811849;14;0
6.740325;46.50546;265736;54641507;4;0
6.528051;46.73246;331279;53041761;4;0
6.911321;46.472198;167425;55951469;3;2
6.705992;46.539429;167426;54381545;3;0
6.693409;46.695877;298510;54301719;3;0
7.163242;46.348048;167427;57881330;3;0
6.61241;46.777182;232970;53691810;46;1
7.014964;46.205459;167429;56731172;3;1
6.901191;46.443364;265742;55871437;12;6
6.506227;46.556859;331289;52851566;4;0
6.686755;46.610372;200205;54241624;3;0
6.63556;46.541652;200207;53841548;177;3
6.654789;46.564277;167438;53991573;3;0
6.835791;46.707513;232982;55391731;9;1
6.920375;46.478537;167447;56021476;3;1
7.046655;46.302726;232992;56981280;9;1
6.932169;46.749362;265764;56131777;25;1
6.146571;46.380603;69142;50061374;9;0
6.639114;46.654128;331311;53881673;12;1
6.147464;46.397707;69144;50071393;3;0
6.882922;46.702355;200232;55751725;4;1
6.190513;46.335212;200234;50391323;3;0
6.165778;46.337636;69150;50201326;21;1
6.55062;46.553616;331318;53191562;34;2
6.166388;46.311552;69152;50201297;3;0
7.013169;46.269321;331320;56721243;6;0
6.173129;46.300832;69153;50251285;35;1
6.784238;46.645158;200239;54991662;3;1
6.539517;46.594011;233010;53111607;26;0
7.104338;46.420755;331324;57431411;3;1
6.181694;46.323419;69158;50321310;19;0
6.178279;46.302688;69160;50291287;8;0
6.189211;46.391877;69162;50391386;16;1
7.13203;46.354265;331331;57641337;3;2
6.191874;46.332528;69164;50401320;33;1
7.085722;46.283064;331332;57281258;3;0
6.198489;46.327203;69167;50451314;12;0
6.198264;46.337097;69168;50451325;19;0
6.197294;46.322691;69171;50441309;8;0
6.359829;46.573558;200258;51731586;8;1
6.216371;46.45605;298572;50611457;29;2
6.204497;46.577377;69176;50541592;25;1
7.164523;46.35165;233031;57891334;3;0
6.20692;46.413663;69177;50531410;24;1
6.259799;46.494295;233032;50951499;17;1
6.729279;46.553071;331346;54561560;3;0
6.612521;46.513599;298575;53661517;47;1
6.212385;46.459606;69178;50581461;18;1
6.234017;46.599285;69180;50771616;4;0
6.235002;46.61369;167494;50781632;3;1
6.231768;46.466111;69181;50731468;4;1
6.394295;46.477618;331350;51981479;12;1
6.605688;46.534241;265808;53611540;126;1
6.610929;46.53248;331352;53651538;136;7
6.235673;46.466152;69184;50761468;5;0
6.234867;46.385174;69185;50741378;126;2
6.238078;46.475174;69187;50781478;3;0
6.241448;46.617357;69188;50831636;5;1
6.261955;46.515009;69190;50971522;24;1
6.284928;46.415383;69191;51131411;10;0
6.797848;46.709106;200275;55101733;8;1
6.27268;46.622179;69192;51071641;13;3
6.854142;46.462023;265819;55511458;140;4
6.255572;46.449268;69193;50911449;3;0
6.207097;46.463147;298590;50541465;18;0
6.260945;46.501504;69195;50961507;7;0
6.305101;46.508251;69196;51301514;20;0
6.294394;46.521638;69197;51221529;3;0
6.308832;46.454309;69198;51321454;3;0
6.310293;46.509202;69199;51341515;35;2
6.714983;46.744594;200283;54471773;35;2
6.30882;46.642336;69200;51351663;3;0
6.625781;46.845647;233055;53801886;29;1
6.329195;46.477001;69201;51481479;12;0
6.329687;46.51659;69202;51491523;8;0
6.292541;46.424457;69203;51191421;7;0
6.580781;46.543052;298601;53421550;72;1
6.349014;46.462798;69204;51631463;14;2
6.349177;46.519477;69205;51641526;3;1
6.376362;46.595305;69206;51861610;3;0
6.909864;46.888692;167520;55971932;4;1
6.363653;46.709439;69207;51781737;27;0
6.216695;46.441659;233063;50611441;21;1
6.579191;46.561032;200292;53411570;21;0
6.373003;46.500811;69208;51821505;3;0
6.608578;46.600833;200293;53641614;5;1
6.35974;46.578055;69209;51731591;7;0
7.05145;46.358516;167523;57021342;6;2
6.361602;46.48451;69210;51731487;9;0
7.045079;46.879342;265837;57001921;7;0
6.400678;46.552346;69211;52041562;7;0
6.413043;46.519172;69212;52131525;20;0
6.832439;46.540173;331381;55351545;4;1
6.412386;46.622624;69213;52141640;3;0
6.405532;46.639655;69214;52091659;3;0
6.378901;46.598927;69215;51881614;23;1
6.379817;46.552154;69216;51881562;16;1
6.395355;46.490222;69217;51991493;11;1
6.433073;46.563433;69218;52291574;3;1
6.426233;46.580465;69219;52241593;67;0
6.424648;46.665016;69220;52241687;11;0
6.430632;46.554415;69221;52271564;38;3
6.861655;46.489948;200305;55571489;3;0
6.430129;46.581399;69222;52271594;16;2
6.713675;46.744585;331390;54461773;19;2
6.42345;46.520165;69223;52211526;7;1
6.481658;46.840034;167537;52701881;3;0
6.418322;46.515621;69224;52171521;3;0
6.331999;46.531007;331392;51511539;6;0
6.448994;46.691319;69225;52431716;26;1
6.458242;46.542061;69226;52481550;4;0
6.460979;46.823666;69227;52541863;3;0
6.452397;46.648167;69228;52451668;24;1
6.471567;46.525982;69229;52581532;4;1
6.554963;46.766857;167542;53251799;4;1
6.940699;46.817766;167543;56201853;40;2
6.450525;46.607668;298627;52431623;4;1
6.462629;46.58798;69230;52521601;6;1
6.343789;46.463647;233086;51591464;26;2
6.473239;46.505305;69231;52591509;19;2
6.483758;46.573765;69232;52681585;28;1
6.495322;46.509089;69233;52761513;162;3
7.069542;46.37297;167547;57161358;3;0
6.485062;46.573776;69234;52691585;3;0
6.493124;46.635018;69235;52761653;3;0
6.509629;46.586574;69236;52881599;49;1
6.385854;46.509927;167549;51921515;15;0
6.49636;46.823963;69237;52811863;46;2
6.621791;46.590133;233092;53741602;3;0
6.582056;46.54486;298635;53431552;3;0
6.503882;46.617114;69238;52841633;60;0
6.23317;46.461627;167551;50741463;46;1
6.496344;46.824863;69239;52811864;17;2
6.492292;46.533354;298637;52741540;7;1
6.49895;46.525312;69240;52791531;6;2
6.49909;46.517217;69241;52791522;144;2
6.205514;46.589983;331410;50551606;3;0
6.509528;46.668439;69242;52891690;39;0
6.512399;46.729636;69243;52921758;5;1
6.512172;46.666661;69244;52911688;15;1
6.512126;46.669359;69245;52911691;9;0
6.525481;46.652374;69246;53011672;44;1
6.697101;46.522279;331414;54311526;3;0
6.52615;46.612797;69247;53011628;80;1
6.534685;46.648849;69248;53081668;12;0
6.530743;46.727984;69249;53061756;74;2
6.53467;46.649749;69250;53081669;36;0
6.528817;46.531852;69251;53021538;8;0
6.63758;46.84573;200335;53891886;5;0
6.532248;46.716301;69252;53071743;15;1
6.525512;46.650576;265878;53011670;3;1
6.526089;46.616395;69254;53011632;7;0
7.103188;46.396463;331423;57421384;6;1
6.54564;46.618349;69255;53161634;17;0
6.753245;46.617089;233110;54751631;4;0
6.411924;46.64691;233111;52141667;3;0
6.548747;46.826182;69256;53211865;3;0
6.550055;46.50863;69257;53181512;11;0
6.537658;46.627282;69258;53101644;3;0
6.29621;46.497366;298655;51231502;3;0
6.552042;46.54643;69259;53201554;30;2
6.762755;46.691811;233115;54831714;8;0
6.554635;46.54735;69260;53221555;129;3
6.558443;46.553676;69261;53251562;42;2
6.561502;46.686843;69262;53291710;7;1
6.930215;46.401217;167576;56091390;22;1
6.564745;46.567219;69263;53301577;32;1
6.557818;46.83255;69265;53281872;7;0
6.553272;46.550937;69266;53211559;18;3
6.574349;46.537605;69267;53371544;138;2
6.568968;46.710289;69268;53351736;48;1
6.569452;46.517776;69269;53331522;3;1
6.575564;46.706741;69270;53401732;5;0
6.589342;46.5791;233126;53491590;3;0
6.586677;46.665443;69271;53481686;8;0
6.654738;46.657835;167585;54001677;6;0
6.578569;46.764338;69272;53431796;15;1
6.82531;46.478963;331440;55291477;11;0
6.596732;46.523379;69273;53541528;29;1
6.677301;46.54014;298671;54161546;35;0
6.606604;46.559436;69274;53621568;16;2
7.191202;46.483947;265902;58101481;7;1
6.617678;46.517235;69276;53701521;211;3
6.169695;46.33678;200361;50231325;34;0
6.615017;46.520814;69277;53681525;117;2
6.616156;46.531618;69278;53691537;85;4
6.612424;46.776283;69279;53691809;45;1
6.609036;46.741174;69280;53661770;3;0
6.614808;46.791593;69281;53711826;13;2
6.626192;46.557779;69282;53771566;15;0
6.660626;46.521136;331450;54031525;32;3
6.62036;46.857303;69283;53761899;7;0
6.779703;46.481406;233139;54941480;36;1
6.620039;46.533445;69284;53721539;232;3
6.630265;46.547013;69285;53801554;35;1
6.629459;46.513721;69286;53791517;164;6
6.616324;46.77811;167599;53721811;14;1
6.64878;46.52915;331455;53941534;86;1
6.629526;46.509224;69287;53791512;185;3
6.17185;46.411478;167600;50261408;6;0
6.623391;46.830337;69288;53781869;3;1
6.921182;46.39398;200373;56021382;12;1
6.635493;46.54615;69289;53841553;36;0
6.633314;46.517347;69290;53821521;144;7
6.638646;46.509288;69291;53861512;64;2
6.647411;46.533639;69292;53931539;84;2
6.64616;46.530032;69293;53921535;67;0
6.64174;46.653247;69294;53901672;20;0
6.640411;46.743197;69295;53901772;3;0
6.684863;46.839755;200380;54251879;7;0
6.650384;46.508471;69296;53951511;92;1
6.646386;46.781921;69297;53951815;11;1
6.693315;46.513258;331465;54281516;36;0
6.650889;46.56335;69298;53961572;3;0
6.649644;46.648804;69299;53961667;8;0
6.460743;46.69232;331468;52521717;4;1
6.655338;46.616457;69300;54001631;11;0
6.471231;46.617741;167614;52591634;29;0
6.656924;46.506717;265927;54001509;91;2
6.656048;46.747803;69301;54021777;5;1
6.653535;46.830548;69302;54011869;34;0
6.329618;46.456313;233158;51481456;25;1
6.666027;46.782056;69303;54101815;27;1
6.664702;46.509469;69304;54061512;103;4
6.680135;46.523966;69305;54181528;54;3
6.680236;46.51677;69306;54181520;22;5
6.67047;46.83786;69307;54141877;11;2
6.686876;46.507818;69308;54231510;48;1
6.689466;46.603193;69309;54261616;16;0
6.793166;46.663201;200393;55061682;55;2
6.688153;46.509626;69311;54241512;10;1
6.691516;46.549231;69312;54271556;10;0
6.49848;46.702533;233168;52811728;13;1
6.685398;46.520403;69313;54221524;24;2
6.71308;46.691506;69314;54451714;14;1
6.664111;46.550846;167628;54061558;19;1
6.383232;46.711421;200400;51931739;28;0
6.926349;46.397602;200401;56061386;86;2
6.712584;46.728386;69317;54451755;4;0
6.711736;46.694196;298715;54441717;9;1
6.592654;46.534144;265945;53511540;51;1
6.698947;46.673423;69319;54341694;5;0
6.710053;46.722073;69320;54431748;8;0
6.701904;46.648254;69321;54361666;11;1
6.711761;46.692397;69322;54441715;26;1
6.227843;46.466969;298720;50701469;13;0
6.726781;46.643914;69323;54551661;24;1
6.732028;46.542293;69324;54581548;20;0
6.732673;46.492819;69325;54581493;12;1
6.732544;46.502714;69326;54581504;4;0
6.895716;46.470326;167641;55831467;18;5
6.733835;46.503621;69328;54591505;3;0
6.645133;46.511133;200412;53911514;34;0
6.77;46.529028;331497;54871533;7;0
6.748703;46.870743;200413;54741913;3;0
6.729357;46.646629;69332;54571664;11;2
6.313777;46.466953;265959;51361468;9;1
6.728554;46.707796;69333;54571732;5;0
6.737812;46.80051;69334;54651835;16;0
6.74443;46.490192;69335;54671490;16;1
6.74368;46.548662;69337;54671555;4;1
6.665389;46.552654;298736;54071560;20;2
6.752453;46.576602;69339;54741586;19;0
7.092198;46.284884;167653;57331260;3;0
6.930063;46.833911;167654;56121871;5;0
6.766232;46.622564;69341;54851637;3;0
6.531446;46.763974;298738;53071796;12;0
6.750692;46.715128;69343;54741740;4;0
6.774473;46.483175;69345;54901482;40;3
6.634136;46.549739;298743;53831557;23;0
6.245849;46.477056;265972;50841480;9;0
6.768207;46.673852;69346;54871694;6;0
7.152172;46.476659;331515;57801473;3;1
6.766854;46.782693;167660;54871815;6;0
6.769086;46.497537;69347;54861498;27;2
6.790509;46.557934;200432;55031565;3;0
6.776;46.571344;69348;54921580;3;0
6.769108;46.495738;69349;54861496;4;1
6.509243;46.609062;331518;52881624;33;1
6.766598;46.698131;69350;54861721;5;1
6.776341;46.543459;69351;54921549;5;0
6.622754;46.526268;200436;53741531;142;1
6.736102;46.529723;167666;54611534;8;0
6.784205;46.647857;69353;54991665;3;0
6.787555;46.586704;69354;55011597;25;0
6.796696;46.476106;69355;55071474;7;1
6.831126;46.541066;298753;55341546;4;2
6.802171;46.564297;69358;55121572;3;0
6.813425;46.493292;69359;55201493;3;0
6.798328;46.668627;69360;55101688;109;1
6.329582;46.458112;298759;51481458;82;1
6.897124;46.720415;265988;55861745;5;1
7.227621;46.495715;331531;58381494;3;0
6.545642;46.539183;265989;53151546;3;0
6.81421;46.538275;69365;55211543;16;0
6.173004;46.306228;265992;50251291;3;1
6.91123;46.749267;233222;55971777;5;1
6.822727;46.47715;69367;55271475;22;0
6.820347;46.571594;69370;55261580;9;2
6.364224;46.483635;331539;51751486;6;0
6.576813;46.628485;298775;53401645;32;1
6.826582;46.481669;69378;55301480;18;0
6.828214;46.568038;69379;55321576;20;0
6.576196;46.667163;200463;53401688;6;0
6.200451;46.355114;233235;50471345;4;0
6.826849;46.573428;69381;55311582;8;0
6.833639;46.666121;69382;55371685;6;0
7.007411;46.341266;167696;56681323;30;12
6.522513;46.519207;331552;52971524;123;1
6.832147;46.56626;69384;55351574;47;1
6.807307;46.683071;331553;55171704;4;1
6.966035;46.319511;298782;56361299;219;4
6.588842;46.527819;298783;53481533;137;1
6.50834;46.585664;167700;52871598;24;1
6.181378;46.44937;331555;50341450;4;1
6.838556;46.694034;69387;55411716;4;0
6.934088;46.824034;266014;56151860;14;0
6.840896;46.482644;69389;55411481;4;0
6.639945;46.774679;233244;53901807;105;1
6.74566;46.801457;331558;54711836;3;2
6.839594;46.482638;69390;55401481;3;0
6.256285;46.476265;167708;50921479;4;0
6.522879;46.728821;331566;53001757;14;0
6.851662;46.57086;69398;55501579;3;0
6.87906;46.444157;233255;55701438;11;3
6.861099;46.542122;69403;55571547;11;1
6.862357;46.668969;69405;55591688;5;0
6.60176;46.619675;167719;53591635;5;0
6.454542;46.817314;266034;52491856;9;1
6.867168;46.46119;69408;55611457;58;3
6.885511;46.449586;331576;55751444;8;0
6.885374;46.463079;69414;55751459;43;2
6.70399;46.68695;200499;54381709;18;0
6.885291;46.471175;69417;55751468;20;1
6.789171;46.669475;167730;55031689;9;1
6.668137;46.542777;200503;54091549;34;0
6.879599;46.770706;69420;55731801;4;0
6.162304;46.319603;200504;50171306;4;0
6.89964;46.468545;298818;55861465;7;3
6.889297;46.461299;69421;55781457;26;1
6.886191;46.76624;69422;55781796;15;0
6.996102;46.294444;298820;56591271;24;2
7.011999;46.253125;266049;56711225;5;2
6.890481;46.472999;69425;55791470;14;2
6.619944;46.539742;298826;53721546;43;1
6.610678;46.634134;331597;53661651;9;0
6.989764;46.905225;200514;56581950;15;1
6.891338;46.517083;69430;55801519;4;0
6.894477;46.464022;69431;55821460;80;4
6.687886;46.622974;200515;54251638;6;0
6.260613;46.516795;266057;50961524;5;0
6.895464;46.495513;69432;55831495;3;0
6.897018;46.470332;69433;55841467;22;5
7.158041;46.348935;298831;57841331;52;2
6.893374;46.444226;69434;55811438;39;1
6.89709;46.463135;69435;55841459;63;1
6.335799;46.536442;266061;51541545;6;2
6.785848;46.619979;167749;55001634;3;0
7.122899;46.360537;200521;57571344;3;0
6.895869;46.455033;69437;55831450;6;2
6.86847;46.461196;298836;55621457;20;3
6.790541;46.555235;298837;55031562;3;0
6.899818;46.450554;69440;55861445;10;3
7.075324;46.28573;167754;57201261;3;5
6.903794;46.443376;69441;55891437;13;7
6.899349;46.890442;69442;55891934;7;0
6.584805;46.535885;266069;53451542;8;3
6.981722;46.924983;266077;56521972;3;1
6.913042;46.429026;69451;55961421;152;3
6.956979;46.315874;200536;56291295;25;1
6.909686;46.506375;69453;55941507;3;0
6.658288;46.773907;298850;54041806;28;1
6.761417;46.485797;200541;54801485;3;0
6.645078;46.692852;298855;53931716;11;1
6.59945;46.516203;331627;53561520;5;0
6.570348;46.705802;167772;53361731;17;1
6.181985;46.310827;331629;50321296;51;1
6.95198;46.874486;266088;56291916;3;0
6.930207;46.402117;69463;56091391;20;1
6.228395;46.617219;167776;50731636;3;0
6.967412;46.310521;233319;56371289;29;1
6.928772;46.416504;69464;56081407;4;1
6.579548;46.538544;200549;53411545;221;2
6.859348;46.46205;167780;55551458;23;1
6.374641;46.483733;233322;51831486;5;0
6.883768;46.492757;331637;55741492;12;0
6.930131;46.410213;69469;56091400;5;1
6.926818;46.899564;69470;56101944;3;0
6.30765;46.510975;167784;51321517;5;1
6.929586;46.745752;69471;56111773;7;0
6.465972;46.692365;266098;52561717;4;0
6.934233;46.388641;69472;56121376;3;2
6.228766;46.425594;200556;50701423;4;0
6.57562;46.785007;331641;53411819;32;1
6.889215;46.469395;233329;55781466;3;2
6.169278;46.298989;298871;50221283;10;1
6.938153;46.809659;69475;56181844;9;0
6.639452;46.807961;200559;53901844;4;4
6.941918;46.401269;69476;56181390;3;0
6.656054;46.566984;298874;54001576;6;0
6.940139;46.453437;69477;56171448;4;2
6.930984;46.875295;69478;56131917;3;0
6.936224;46.313985;69479;56131293;4;0
6.392715;46.491997;167793;51971495;61;0
7.052756;46.357621;200565;57031341;8;2
6.639503;46.716203;200566;53891742;30;1
6.970336;46.875462;331650;56431917;4;0
6.926077;46.426387;331652;56061418;4;16
6.955681;46.315869;69486;56281295;95;1
6.484892;46.65744;200572;52701678;68;1
6.372108;46.480111;167801;51811482;18;1
6.175265;46.320648;298886;50271307;3;0
7.016945;46.953904;266118;56792004;3;0
6.643395;46.807089;233347;53931843;106;1
6.205231;46.430739;331661;50521429;4;1
7.059704;46.292876;298893;57081269;6;3
6.96742;46.309621;69496;56371288;7;1
6.969907;46.322226;69497;56391302;3;0
6.977743;46.31686;69498;56451296;16;3
6.466677;46.507948;331668;52541512;30;0
6.863292;46.458471;266128;55581454;38;5
6.992187;46.297127;69502;56561274;4;3
6.879787;46.499935;233359;55711500;6;1
6.880176;46.462154;331673;55711458;50;1
6.410367;46.728762;233360;52141758;25;1
6.830814;46.684997;167818;55351706;5;0
6.171517;46.314309;266135;50241300;25;0
6.996095;46.295344;69510;56591272;60;2
6.493925;46.514475;167826;52751519;107;2
7.00164;46.251286;69514;56631223;5;2
7.056609;46.363931;200600;57061348;6;1
6.303438;46.463251;266143;51281464;6;0
7.006126;46.339461;69518;56671321;3;7
7.015442;46.31071;69520;56741289;15;1
6.284526;46.434272;331688;51131432;9;0
6.636392;46.749466;331689;53871779;6;1
6.711276;46.728378;298919;54441755;8;0
7.009351;46.917894;69522;56731964;4;0
6.173381;46.345818;233378;50261335;3;0
7.014623;46.915215;69526;56771961;6;0
7.066407;46.261413;266152;57131234;3;0
6.638824;46.850237;200610;53901891;7;1
6.670508;46.835161;266153;54141874;4;0
6.307951;46.496584;266154;51321501;3;0
7.024186;46.355721;69529;56811339;8;1
6.907662;46.446993;266155;55921441;22;3
6.892886;46.492802;200614;55811492;3;0
7.008009;46.921487;167843;56721968;3;0
7.025499;46.353927;69530;56821337;18;1
6.200109;46.427084;233386;50481425;3;1
6.36906;46.502573;266157;51791507;5;0
7.02771;46.233392;69531;56831203;4;0
6.25011;46.401528;200615;50861396;74;2
7.012585;46.343984;331701;56721326;64;11
7.0035;46.34305;233390;56651325;11;12
6.850139;46.470998;167850;55481468;218;8
7.028803;46.260383;69537;56841233;11;2
6.6462;46.527333;298936;53921532;64;2
6.712799;46.517882;200623;54431521;6;0
6.735619;46.667358;266167;54621687;22;1
7.036071;46.855923;69541;56931895;18;1
7.000307;46.255779;200628;56621228;3;1
6.561022;46.555496;266170;53271564;3;3
7.178201;46.47942;200629;58001476;3;1
6.750473;46.527113;298943;54721531;4;0
6.878421;46.758107;233402;55721787;3;0
7.049283;46.298238;69547;57001275;4;0
7.050812;46.265858;69549;57011239;4;1
7.145953;46.422669;298950;57751413;9;1
