x;y;object_id;reli;b14btot;count
6.321884;46.452638;16011;51421452;3;0
6.297057;46.518966;16012;51241526;3;0
7.111254;46.352408;310951;57481335;6;1
6.310312;46.508302;16013;51341514;47;2
6.990896;46.296223;114327;56551273;14;1
6.313273;46.491238;16014;51361495;9;0
6.651435;46.615531;245412;53971630;4;0
6.288829;46.415422;16015;51161411;3;0
6.301438;46.496519;16016;51271501;10;0
6.185547;46.325261;147102;50351312;3;2
6.314863;46.665786;16018;51401689;25;1
7.02227;46.266657;212644;56791240;3;0
6.347676;46.464585;16019;51621465;55;2
6.347731;46.461886;16020;51621462;3;2
6.880204;46.459455;278189;55711455;22;0
6.336645;46.558941;16021;51551570;3;1
6.366508;46.49985;16022;51771504;4;1
6.369131;46.498975;16023;51791503;9;1
6.996168;46.286348;179878;56591262;8;1
6.998763;46.286358;114336;56611262;10;1
6.579648;46.532248;147107;53411538;422;2
6.575522;46.627575;147108;53391644;13;0
6.37597;46.681666;16024;51871706;3;0
7.006827;46.251306;114337;56671223;19;2
6.699228;46.557377;212651;54331565;7;0
6.521104;46.525493;179880;52961531;20;3
6.369805;46.464795;16025;51791465;3;0
6.358036;46.467382;16026;51701468;14;0
6.368255;46.477375;245424;51781479;5;0
6.387645;46.686272;16027;51961711;41;1
7.0327;46.259498;147111;56871232;9;4
6.408207;46.499336;16028;52091503;32;0
6.39058;46.467687;16029;51951468;4;0
6.456026;46.520451;245427;52461526;4;0
6.395119;46.637761;16030;52011657;3;0
7.009994;46.343074;114343;56701325;14;7
6.529389;46.730672;310970;53051759;121;1
7.009193;46.280101;114344;56691255;17;0
6.43324;46.554438;16031;52291564;28;1
6.434308;46.496871;16032;52291500;6;0
6.603802;46.741136;278201;53621770;8;0
6.444084;46.532043;16033;52371539;19;0
6.435818;46.626431;16034;52321644;10;0
6.44292;46.737147;16035;52391767;5;0
6.570333;46.706701;147120;53361732;13;1
6.435868;46.623733;16036;52321641;16;1
6.790984;46.627205;147121;55041642;3;0
6.42081;46.521941;16037;52191528;20;1
6.765533;46.783585;278206;54861816;29;1
6.412949;46.730585;16038;52161760;9;2
6.421556;46.551635;16039;52201561;7;2
6.428842;46.580488;16040;52261593;51;2
6.428875;46.578689;16041;52261591;20;1
7.023718;46.246871;114354;56801218;34;3
6.429824;46.667761;16042;52281690;3;2
6.44415;46.528445;16043;52371535;13;1
6.449044;46.688621;16044;52431713;7;0
7.026304;46.24778;114357;56821219;7;1
6.45243;46.646368;16045;52451666;3;0
6.509495;46.822271;245443;52911861;26;0
6.47303;46.516998;16046;52591522;6;1
6.457346;46.519563;16047;52471525;3;0
7.0286;46.28737;114360;56841263;13;1
6.559013;46.518596;245444;53251523;19;0
7.017221;46.918823;114361;56791965;3;0
6.483602;46.656529;16048;52691677;7;1
7.036305;46.298192;114363;56901275;10;0
6.480928;46.512567;16050;52651517;150;1
6.482105;46.814849;16051;52701853;3;0
6.161837;46.450052;278220;50191451;6;1
6.486167;46.65925;16052;52711680;9;1
6.328372;46.453602;278221;51471453;163;1
6.505533;46.824038;16053;52881863;26;1
7.031417;46.257694;114366;56861230;3;6
6.493834;46.818545;16056;52791857;30;1
6.650491;46.680295;212683;53971702;6;0
6.786543;46.562409;179912;55001570;10;1
6.521089;46.526393;16057;52961532;70;2
6.516093;46.819626;16058;52961858;9;0
6.657675;46.816183;179913;54041853;3;0
7.040764;46.930601;114372;56971978;4;1
6.523165;46.789097;16059;53011824;46;2
6.536802;46.52202;16060;53081527;18;0
6.544353;46.538273;16061;53141545;19;0
7.034632;46.873009;114375;56921914;9;0
6.550847;46.619289;16062;53201635;16;0
7.046345;46.885643;114376;57011928;3;1
6.681413;46.525774;179918;54191530;9;1
6.537866;46.536423;16063;53091543;21;0
6.544677;46.59765;16064;53151611;3;0
6.553948;46.50956;16065;53211513;29;1
6.549597;46.536515;16066;53181543;3;0
6.496609;46.509999;311005;52771514;335;3
6.558517;46.549179;278234;53251557;73;4
6.695237;46.658106;212693;54311677;38;1
6.561567;46.763309;16067;53301795;5;0
6.565587;46.515048;16068;53301519;5;1
6.815979;46.724499;311008;55241750;5;0
6.562501;46.544712;16069;53281552;3;0
6.560112;46.531199;16070;53261537;22;1
7.052485;46.944134;114384;57061993;3;0
6.562151;46.5663;16071;53281576;4;2
6.581899;46.554755;278240;53431563;15;0
6.474932;46.556598;147156;52611566;5;1
6.55774;46.516787;16072;53241521;28;0
7.060889;46.309072;114386;57091287;5;0
6.401591;46.708891;147158;52071736;4;0
6.198351;46.390178;245472;50461384;18;1
6.578147;46.626696;16075;53411643;8;0
6.525769;46.790017;278244;53031825;39;2
6.57522;46.646465;16076;53391665;9;0
7.061001;46.29288;114390;57091269;14;3
6.594924;46.723079;16077;53551750;7;0
6.176438;46.326059;179932;50281313;24;0
7.064925;46.288395;114391;57121264;3;2
6.591077;46.634889;16078;53511652;55;0
6.350009;46.478102;179934;51641480;7;0
6.610131;46.584651;147163;53651596;7;1
6.609626;46.53247;16079;53641538;274;7
7.059091;46.938759;114393;57111987;4;1
6.603137;46.530623;16080;53591536;49;4
6.987025;46.293509;147164;56521270;26;0
6.89332;46.449624;278248;55811444;10;2
6.87014;46.550263;212707;55641556;3;0
6.60489;46.840099;16081;53641880;10;1
7.062442;46.272195;278249;57101246;6;1
6.604954;46.581915;16083;53611593;8;2
7.113831;46.356014;278251;57501339;3;2
6.478322;46.512545;147167;52631517;23;1
6.61088;46.791565;16085;53681826;87;3
6.653784;46.543579;179941;53981550;28;0
6.610943;46.53158;16086;53651537;251;3
6.609008;46.742973;16088;53661772;58;1
7.082497;46.379308;114402;57261365;8;1
6.653129;46.768474;311028;54001800;13;1
6.622857;46.779057;16090;53771812;6;0
6.631743;46.535328;16091;53811541;148;1
7.076363;46.90913;114404;57241954;5;2
6.630185;46.639671;16092;53811657;116;3
6.626686;46.611759;16093;53781626;10;1
6.611059;46.779871;311032;53681813;3;0
6.325677;46.458073;311033;51451458;42;1
6.626609;46.790778;16094;53801825;7;3
6.627668;46.633356;16095;53791650;8;0
6.633207;46.524543;16096;53821529;215;10
6.636864;46.541662;16097;53851548;82;2
6.636317;46.578542;16098;53851589;15;1
6.532742;46.530984;245496;53051537;8;0
6.169841;46.330484;212727;50231318;28;0
6.637968;46.643325;16101;53871661;30;2
7.096964;46.352366;114414;57371335;6;1
6.636622;46.646014;16103;53861664;11;2
6.636885;46.804344;16104;53881840;3;1
6.645936;46.545324;16105;53921552;16;0
6.643926;46.771109;16106;53931803;186;1
6.970305;46.879061;245503;56431921;3;0
6.643078;46.562396;16107;53901571;3;0
6.646384;46.51474;16108;53921518;43;3
6.64381;46.690145;16109;53921713;13;0
6.645028;46.518329;16110;53911522;4;2
6.894558;46.455927;245507;55821451;11;0
6.655426;46.5202;16111;53991524;47;1
7.106962;46.417165;114425;57451407;3;0
6.655582;46.509406;16112;53991512;38;4
6.656431;46.540898;16114;54001547;5;1
6.660135;46.555317;16115;54031563;47;0
6.661826;46.619201;16116;54051634;3;0
6.168044;46.296276;212743;50211280;3;1
6.659012;46.542715;16118;54021549;62;4
6.662163;46.777531;16119;54071810;19;3
6.670745;46.542795;16120;54111549;36;2
6.672405;46.517617;16121;54121521;5;0
6.78984;46.613705;311061;55031627;12;0
6.673161;46.556305;16122;54131564;26;1
6.634465;46.615412;245519;53841630;3;0
6.679063;46.600425;16123;54181613;69;1
7.126823;46.35605;278291;57601339;5;1
6.679345;46.673294;16124;54191694;24;1
6.670558;46.739805;245521;54131768;3;0
6.681622;46.604041;16125;54201617;16;0
6.673843;46.60039;16126;54141613;12;1
6.635803;46.789044;245523;53871823;32;1
6.671623;46.756905;16127;54141787;9;0
6.694655;46.510568;16128;54291513;3;2
6.872422;46.456718;212755;55651452;3;1
6.693885;46.756153;16129;54311786;15;2
6.702534;46.506122;16130;54351508;5;1
6.702509;46.507921;16131;54351510;16;1
6.705603;46.66447;16132;54391684;3;1
6.718801;46.850768;16133;54511891;32;4
6.718033;46.712228;16134;54491737;4;0
7.126818;46.35695;114447;57601340;3;1
6.713747;46.739188;16135;54461767;4;0
6.716899;46.894835;16136;54501940;3;0
6.716192;46.556587;16137;54461564;4;0
6.574285;46.704932;245534;53391730;13;0
6.68821;46.599586;311077;54251612;32;0
6.740922;46.560339;16139;54651568;3;0
6.732549;46.802277;16140;54611837;3;0
6.605605;46.539638;179996;53611546;50;3
6.739099;46.802317;16141;54661837;10;0
6.739274;46.788824;16142;54661822;5;0
6.743;46.500079;16143;54661501;3;0
6.4202;46.48505;179998;52181487;3;1
6.852888;46.578063;311083;55511587;8;1
6.738825;46.520744;16144;54631524;22;1
6.734834;46.527017;16145;54601531;6;0
6.738918;46.513548;16146;54631516;18;0
6.659215;46.619183;311085;54031634;19;0
6.737952;46.588209;16147;54631599;3;0
6.736514;46.799602;16148;54641834;20;0
6.742683;46.727674;16149;54681754;3;1
7.147615;46.355206;114463;57761338;3;2
6.782783;46.549793;278319;54971556;3;0
7.148919;46.35431;114464;57771337;3;1
6.801322;46.52561;212777;55111529;5;0
6.931314;46.422812;245549;56101414;4;0
6.697359;46.503389;147236;54311505;13;1
6.210937;46.581045;311092;50591596;29;2
6.757379;46.703474;16154;54791727;43;0
6.76426;46.571275;16155;54831580;4;0
7.059195;46.365739;311095;57081350;3;0
6.754243;46.641383;180013;54761658;3;0
6.774419;46.593825;16158;54911605;14;0
6.171748;46.304415;311097;50241289;3;2
6.771392;46.52184;16160;54881525;4;0
6.777176;46.475095;16161;54921473;59;0
6.569098;46.702194;180016;53351727;35;0
6.648583;46.542643;311101;53941549;21;2
6.576971;46.61859;212790;53401634;5;0
6.793203;46.550752;16164;55051557;3;0
6.787821;46.673066;16165;55021693;7;0
6.592668;46.533245;278334;53511539;31;1
6.786779;46.759419;16166;55021789;5;1
6.793488;46.636215;16168;55061652;6;0
6.438446;46.625555;278336;52341643;15;1
6.793979;46.704586;16169;55071728;8;0
6.814987;46.470811;16171;55211468;22;2
6.963533;46.308705;180027;56341287;27;1
6.210599;46.36602;147260;50551357;15;0
6.821517;46.469047;16177;55261466;3;1
6.567223;46.575335;180034;53321586;18;1
6.825555;46.572522;16183;55301581;89;1
6.607729;46.57114;147268;53631581;4;1
6.833143;46.477206;16186;55351475;25;2
6.838352;46.477234;16187;55391475;28;3
6.61226;46.53069;278356;53661536;104;7
6.627377;46.826767;147272;53811865;3;0
6.835801;46.706614;16188;55391730;47;1
6.214639;46.359766;245585;50581350;18;1
6.841105;46.463754;16191;55411460;45;3
6.844941;46.470071;16192;55441467;64;3
6.842349;46.705749;16193;55441729;13;1
6.50606;46.717889;212819;52871745;26;0
6.755686;46.527144;311134;54761531;4;0
6.846371;46.458384;16195;55451454;106;9
6.685435;46.517704;147279;54221521;3;1
6.297024;46.458689;311135;51231459;52;1
6.413742;46.619937;245595;52151637;11;1
6.743086;46.797843;180056;54691832;108;3
6.250899;46.424928;147285;50871422;3;0
7.217226;46.489398;114514;58301487;16;0
6.852898;46.577163;16201;55511586;16;1
6.562911;46.680556;245600;53301703;30;0
6.518482;46.526372;212831;52941532;40;3
6.857816;46.483632;16206;55541482;3;0
6.859913;46.775106;16208;55581806;3;1
6.23924;46.481484;180063;50791485;12;0
6.539214;46.533734;212835;53101540;35;4
6.861186;46.534026;16213;55571538;3;0
6.864508;46.466574;16214;55591463;36;2
6.988444;46.90612;311154;56571951;19;1
6.863678;46.544833;16217;55591550;3;1
6.878958;46.454052;16221;55701449;25;0
6.187413;46.41345;278389;50381410;21;0
6.882366;46.756327;16223;55751785;11;0
6.655543;46.512105;180081;53991515;24;4
6.877647;46.454945;245624;55691450;5;0
6.840221;46.543813;180082;55411549;4;1
6.889288;46.462198;16229;55781458;16;5
6.687523;46.837073;147314;54271876;8;1
6.887529;46.507169;16232;55771508;13;1
6.891715;46.350662;16234;55791334;6;1
6.887913;46.469388;180091;55771466;24;2
6.325871;46.512054;147324;51461518;14;0
6.89832;46.470338;16241;55851467;22;5
6.217672;46.456064;212867;50621457;7;2
6.741408;46.522559;311181;54651526;10;1
6.90899;46.4443;16243;55931438;19;4
6.906449;46.437991;16244;55911431;26;4
6.473255;46.504405;212871;52591508;73;1
6.924411;46.739432;147329;56071766;3;1
6.525831;46.631686;212873;53011649;15;1
6.338437;46.470793;147331;51551472;32;1
6.316188;46.6649;147332;51411688;21;1
6.903536;46.469463;16248;55891466;3;3
6.886382;46.491871;180104;55761491;4;0
6.906049;46.743846;16249;55931771;5;1
6.906299;46.453284;16250;55911448;18;13
6.907557;46.457787;16251;55921453;4;2
6.915123;46.483011;16252;55981481;6;2
6.979096;46.924973;180111;56501972;26;1
6.656156;46.830566;147341;54031869;28;0
6.627627;46.636055;278427;53791653;66;1
6.350704;46.703019;278428;51681730;3;0
6.628867;46.5533;180116;53791561;30;0
6.885282;46.472074;212888;55751469;19;1
6.177486;46.336867;311203;50291325;16;0
6.567353;46.567239;147348;53321577;17;1
6.926391;46.393104;16264;56061381;45;0
6.925737;46.875271;16266;56091917;7;0
6.925023;46.400294;16268;56051389;10;1
7.152191;46.473061;311208;57801469;5;1
6.9329;46.392234;16269;56111380;3;1
6.631888;46.788117;147353;53841822;77;2
6.411114;46.620813;180128;52131638;6;2
6.931179;46.437205;16273;56101430;4;2
6.932984;46.383238;16274;56111370;10;0
6.791773;46.670389;180130;55051690;5;0
6.937522;46.313991;16276;56141293;3;0
6.938829;46.313097;16278;56151292;3;0
6.634083;46.553337;212906;53831561;53;1
6.623597;46.556861;180135;53751565;8;0
6.609171;46.562154;278448;53641571;63;1
6.617604;46.608095;278451;53711622;9;0
6.837674;46.538402;147370;55391543;71;1
6.471438;46.533178;245683;52581540;5;1
6.942914;46.434558;16286;56191427;3;3
6.881642;46.69965;147372;55741722;14;2
6.944019;46.456153;16289;56201451;3;2
6.945882;46.824085;16290;56241860;55;0
6.870763;46.490894;180148;55641490;3;0
6.947275;46.815096;16294;56251850;7;0
6.737231;46.543224;212921;54621549;16;1
6.959607;46.312287;16297;56311291;21;3
6.852859;46.701305;245694;55521724;4;0
6.881773;46.560216;245695;55731567;9;0
6.697433;46.497992;212926;54311499;4;0
6.670566;46.555388;180157;54111563;6;1
6.666722;46.733482;245699;54101761;6;0
6.958206;46.323976;16303;56301304;3;0
6.727392;46.498183;278472;54541499;3;1
6.454526;46.818213;245701;52491857;21;1
6.943882;46.328412;278473;56191309;3;0
7.041117;46.882927;212934;56971925;80;2
6.891838;46.725787;147393;55821751;4;0
6.736634;46.689854;212939;54631712;4;1
6.598976;46.546786;180168;53561554;15;2
6.684333;46.503303;311252;54211505;9;11
6.497172;46.702523;311254;52801728;15;0
6.612411;46.520796;278485;53661525;56;4
7.001611;46.254884;16317;56631227;225;2
6.522219;46.613665;212943;52981629;12;0
6.383634;46.490114;147402;51901493;18;0
6.928013;46.358927;311258;56071343;65;1
6.847845;46.681489;180176;55481702;3;1
6.890672;46.454109;278491;55791449;112;2
7.007917;46.277398;16324;56681252;4;0
7.004291;46.2441;16325;56651215;4;0
6.787674;46.576809;311265;55011586;6;0
7.015204;46.341295;16327;56741323;20;3
6.644118;46.580395;147412;53911591;4;0
6.454156;46.479952;212956;52441481;18;1
7.015945;46.245943;16330;56741217;3;0
7.00998;46.344874;16333;56701327;728;9
6.30142;46.435342;147420;51261433;10;1
6.556202;46.531169;180191;53231537;4;1
7.024214;46.352123;16339;56811335;8;0
7.189871;46.490241;311280;58091488;3;0
6.669249;46.556279;245738;54101564;12;1
6.797636;46.506698;212971;55081508;5;0
6.595106;46.544058;147431;53531551;15;0
6.585968;46.793181;311288;53491828;60;3
7.038874;46.3018;16349;56921279;8;0
7.01434;46.285518;180208;56731261;7;1
6.161882;46.337592;311294;50171326;4;0
6.9531;46.314059;245752;56261293;20;0
7.036866;46.92519;16356;56941972;4;1
7.04111;46.883826;16357;56971926;62;1
6.355199;46.479051;212985;51681481;14;1
7.053202;46.294653;16361;57031271;13;1
7.104726;46.357786;212990;57431341;3;0
6.6276;46.637854;245762;53791655;59;1
6.471036;46.555665;278533;52581565;91;0
6.639975;46.507498;147456;53871510;48;1
6.47358;46.559285;245770;52601569;3;0
7.022428;46.245967;278542;56791217;19;3
6.721956;46.712253;278544;54521737;10;1
7.061182;46.266793;16377;57091240;4;1
6.317961;46.453499;311318;51391453;4;0
6.380599;46.712297;278548;51911740;40;3
6.571756;46.536686;213006;53351543;55;1
6.193564;46.315453;245780;50411301;10;2
6.700038;46.498009;213009;54331499;3;0
7.074032;46.284827;16387;57191260;3;3
6.32844;46.513879;180244;51481520;19;1
6.88277;46.463066;147475;55731459;16;2
6.958923;46.831337;245788;56341868;9;2
7.183959;46.36249;245792;58041346;3;1
6.535437;46.603875;245796;53081618;4;0
6.644019;46.764812;278568;53931796;3;2
6.51839;46.531768;147485;52941538;8;0
6.668189;46.539179;147489;54091545;19;1
6.583217;46.553865;278574;53441562;28;0
6.771857;46.48406;245806;54881483;3;1
7.100604;46.393757;16410;57401381;20;0
6.967318;46.321315;245808;56371301;3;1
6.601388;46.559398;213040;53581568;25;2
6.8058;46.477057;278585;55141475;3;0
6.683003;46.598652;180276;54211611;32;0
6.989576;46.298916;311368;56541276;52;1
6.945948;46.816889;311371;56241852;12;1
7.156158;46.461376;245829;57831456;4;0
6.243966;46.38527;180288;50811378;19;1
6.964706;46.323103;278603;56351303;9;0
6.313254;46.492138;245832;51361496;3;0
7.123541;46.473885;16437;57581470;6;0
6.719784;46.678954;180295;54501700;3;1
6.586349;46.520603;180296;53461525;3;0
7.131333;46.477504;16443;57641474;5;1
6.713442;46.664521;213070;54451684;5;0
6.238269;46.407701;180299;50771403;15;0
6.477147;46.505338;311386;52621509;11;3
6.391448;46.490187;213074;51961493;11;0
6.386239;46.490138;147532;51921493;9;0
7.16327;46.342651;278617;57881324;13;0
6.256023;46.42858;245847;50911426;4;0
6.81514;46.570666;311392;55221579;33;1
6.860382;46.487243;278627;55561486;4;1
6.230527;46.463399;147545;50721465;4;1
7.175496;46.500104;16462;57981499;3;0
6.635463;46.63611;147548;53851653;88;2
6.654097;46.52199;311405;53981526;62;2
6.42534;46.628138;180322;52241646;7;0
7.048949;46.888351;180323;57031931;3;0
6.573016;46.784087;311411;53391818;6;2
7.008703;46.34217;278640;56691324;18;9
7.189908;46.482145;16473;58091479;19;1
6.231206;46.608252;311413;50751626;29;1
6.17055;46.411463;213101;50251408;7;0
6.339666;46.474403;311414;51561476;7;0
6.679332;46.674194;311415;54191695;23;1
6.254492;46.498738;180331;50911504;3;0
6.58967;46.807602;311416;53521844;8;2
7.192423;46.501941;16479;58111501;3;0
7.174929;46.348976;311421;57971331;3;1
6.442863;46.527534;278650;52361534;7;1
7.021608;46.353013;147569;56791336;12;2
6.570597;46.527681;245888;53341533;102;2
6.715669;46.498109;245889;54451499;14;2
6.244989;46.397876;245890;50821392;41;3
6.715381;46.519698;147577;54451523;3;0
6.497843;46.81408;213120;52821852;3;0
7.027676;46.23789;180350;56831208;3;0
7.014425;46.274724;278665;56731249;28;0
6.636675;46.642416;147582;53861660;6;3
6.815171;46.567967;278667;55221576;74;1
6.491382;46.510855;311439;52731515;40;3
6.597728;46.543178;213127;53551550;13;0
6.269147;46.423318;180357;51011420;91;1
6.784945;46.478738;213129;54981477;6;2
7.013106;46.277417;180359;56721252;7;0
6.79699;46.671318;311448;55091691;52;3
6.500377;46.518127;180368;52801523;65;3
6.894777;46.563878;213141;55831571;9;1
6.184791;46.41432;311459;50361411;3;0
6.711724;46.695096;147607;54441718;8;1
6.682638;46.624738;278691;54211640;11;0
6.251865;46.440232;278696;50881439;14;0
6.633748;46.575825;245928;53831586;10;1
6.921354;46.375989;147618;56021362;19;1
6.204456;46.579176;245931;50541594;7;1
6.610866;46.792464;180391;53681827;32;4
6.84497;46.467373;147623;55441464;216;3
6.79931;46.475221;278707;55091473;9;1
6.586023;46.541292;180395;53461548;102;1
7.014845;46.220751;213169;56731189;3;1
6.666056;46.505879;180402;54071508;77;1
6.213302;46.591867;278717;50611608;16;0
6.79971;46.662338;213175;55111681;17;0
6.42883;46.511216;245947;52251516;22;1
6.655689;46.592171;213181;54001604;22;1
6.98425;46.315087;278724;56501294;4;3
6.63463;46.516457;278725;53831520;20;5
6.534316;46.514803;278726;53061519;131;1
6.932786;46.823129;180414;56141859;58;0
6.648583;46.810723;278727;53971847;92;0
6.63725;46.515576;213186;53851519;111;1
6.255873;46.495154;213189;50921500;4;0
6.654778;46.745096;213193;54011774;43;1
6.637848;46.65142;245968;53871670;20;0
6.69933;46.740895;147655;54351769;3;1
6.205857;46.460435;311512;50531462;12;1
6.307774;46.442602;213199;51311441;3;2
6.218933;46.457877;278742;50631459;3;2
6.96415;46.833158;245972;56381870;21;1
6.630938;46.589299;147660;53811601;38;1
6.541821;46.533755;245973;53121540;57;5
6.943295;46.820476;180433;56221856;7;1
6.677667;46.514054;180435;54161517;89;4
6.231708;46.410331;311520;50721406;23;1
6.598591;46.655636;278750;53571675;5;0
6.323972;46.667675;147669;51471691;6;2
7.118381;46.465774;147670;57541461;4;0
6.652833;46.519283;180443;53971523;15;1
6.667848;46.837842;311528;54121877;10;1
6.430133;46.511228;278759;52261516;19;1
6.842502;46.573511;278762;55431582;10;1
6.353282;46.704843;213220;51701732;3;0
6.652959;46.780167;278768;54001813;9;0
6.501586;46.824906;213228;52851864;23;1
6.627887;46.531702;278771;53781537;179;3
6.749386;46.612567;213229;54721626;24;0
6.400594;46.692688;246006;52061718;3;1
6.799289;46.47702;311549;55091475;7;1
6.50959;46.664841;311555;52891686;3;1
6.778948;46.543474;213243;54941549;8;0
7.070201;46.275818;147702;57161250;3;1
6.893157;46.465815;180476;55811462;112;9
6.938078;46.817755;147713;56181853;54;2
7.029335;46.362037;180484;56851346;3;0
6.551533;46.657078;213256;53211677;6;1
6.88663;46.467583;213259;55761464;16;2
6.617557;46.697155;311572;53721721;3;1
6.422387;46.576832;147717;52211589;10;0
6.597877;46.70151;278802;53571726;8;1
6.79361;46.51657;147720;55051519;3;0
6.669479;46.540088;311576;54101546;41;1
6.902332;46.459562;311583;55881455;3;3
7.132676;46.470311;213273;57651466;13;1
6.831922;46.470003;278816;55341467;17;2
7.055722;46.305456;311589;57051283;5;1
6.669134;46.656134;180507;54111675;3;1
6.717422;46.660048;246049;54481679;3;0
6.516907;46.695487;180510;52951720;26;2
7.057051;46.300963;278823;57061278;3;1
6.886752;46.711369;311595;55781735;4;0
6.735103;46.506328;278825;54601508;3;0
6.637089;46.614531;311596;53861629;3;0
6.760933;46.524477;278827;54801528;3;0
6.36162;46.48361;311600;51731486;5;0
6.750691;46.612575;246058;54731626;13;0
6.47826;46.73655;180517;52661766;7;0
6.747028;46.592762;311602;54701604;5;0
6.783455;46.601973;278832;54981614;9;0
6.643382;46.807988;180523;53931844;130;5
6.361119;46.508795;311608;51731514;3;0
6.306548;46.438992;180530;51301437;3;1
6.517327;46.824134;213302;52971863;12;0
6.646411;46.691062;180532;53941714;35;2
6.424359;46.471593;246075;52211472;32;1
6.399279;46.489359;246084;52021492;5;1
6.703983;46.495336;213313;54361496;6;1
6.300967;46.456929;246086;51261457;16;0
6.532006;46.730693;213318;53071759;30;2
6.60584;46.524346;180548;53611529;153;5
6.222122;46.431821;311638;50651430;5;0
6.359284;46.470093;246107;51711471;7;0
6.450335;46.689532;278881;52441714;11;1
6.326585;46.6677;246112;51491691;43;2
6.644652;46.810696;246116;53941847;40;4
6.89939;46.755509;311662;55881784;10;1
6.89191;46.460412;311665;55801456;36;1
7.1307;46.359659;278895;57631343;3;0
6.75293;46.744828;180583;54761773;3;0
6.677149;46.550934;180585;54161558;41;0
6.690858;46.596905;180587;54271609;7;0
6.451076;46.506014;311671;52421510;11;0
7.051418;46.363014;180589;57021347;4;2
6.2147;46.357068;246132;50581347;13;1
7.038158;46.927893;213362;56951975;3;0
6.544368;46.537373;180592;53141544;43;2
6.551526;46.577912;278908;53201589;68;2
6.22195;46.381437;246137;50641374;4;1
6.998657;46.941241;147828;56651990;7;1
7.025021;46.245976;180600;56811217;35;0
6.863254;46.462069;213372;55581458;12;1
6.565481;46.683275;246144;53321706;9;0
6.747499;46.555882;278917;54701563;16;0
6.576841;46.544821;246147;53391552;119;1
6.695415;46.550156;246149;54301557;30;0
6.161901;46.447353;82300;50191448;57;1
6.547749;46.807283;213388;53201844;52;1
6.165525;46.348429;82304;50201338;25;1
6.167076;46.337651;82305;50211326;4;1
6.493721;46.526168;147847;52751532;16;1
6.172983;46.307128;82306;50251292;8;1
6.172227;46.451068;82307;50271452;11;0
6.66916;46.562576;147850;54101571;3;1
6.184249;46.325246;82308;50341312;34;2
6.565132;46.704863;311707;53321730;3;0
6.701008;46.713918;180623;54361739;3;1
6.198002;46.405469;82313;50461401;9;0
6.23315;46.462527;147855;50741464;36;1
6.332313;46.451841;278942;51501451;9;1
6.486123;46.51351;246171;52691518;13;5
6.210436;46.373216;82320;50551365;3;0
6.219297;46.441687;82321;50631441;14;1
6.370629;46.489093;311718;51801492;4;0
6.218118;46.436276;82324;50621435;21;1
6.813846;46.569759;180638;55211578;82;2
7.019608;46.949416;311722;56811999;11;0
6.228268;46.389602;82326;50691383;3;2
6.21687;46.6072;82327;50641625;3;0
6.210027;46.448784;246183;50561449;3;0
6.236227;46.382489;82329;50751375;116;1
6.230668;46.398624;82330;50711393;10;0
6.24666;46.440178;82331;50841439;18;1
6.279149;46.624944;82332;51121644;12;0
6.289063;46.465806;82333;51171467;3;0
6.631756;46.534429;278960;53811540;121;3
6.305308;46.498356;82334;51301503;3;0
6.33918;46.562564;82335;51571574;3;0
6.355897;46.704868;82336;51721732;4;0
6.497812;46.815879;180650;52821854;17;1
6.374765;46.477437;82337;51831479;24;0
6.372128;46.611458;82338;51831628;3;0
6.409024;46.730549;82339;52131760;18;1
6.38834;46.717766;82340;51971746;3;1
6.189604;46.374788;147882;50391367;3;0
6.396674;46.489335;82341;52001492;3;0
6.382798;46.599863;82342;51911615;3;0
6.441986;46.575206;82343;52361587;9;0
6.459267;46.485393;82344;52481487;28;2
6.243827;46.391566;278970;50811385;56;1
6.634751;46.508361;311742;53831511;5;1
6.459919;46.521384;82346;52491527;3;0
6.313557;46.665773;311743;51391689;7;1
6.467996;46.50706;82347;52551511;5;0
6.464713;46.689656;82348;52551714;3;0
6.446778;46.740779;82349;52421771;3;0
6.233647;46.381562;213433;50731374;97;1
6.473319;46.500807;82350;52591504;3;0
6.923193;46.45606;278976;56041451;3;0
6.591463;46.526939;213435;53501532;50;1
6.420269;46.550724;147893;52191560;3;1
6.477753;46.691565;82351;52651716;19;0
6.491159;46.598117;82352;52741612;3;0
6.655439;46.519301;147895;53991523;16;2
6.474714;46.642061;82353;52621661;23;0
6.663232;46.521154;246209;54051525;69;1
6.407768;46.727839;311751;52121757;5;1
6.475106;46.693342;82354;52631718;9;1
6.898063;46.757302;278981;55871786;19;1
6.631448;46.555117;180668;53811563;11;0
6.504472;46.658502;82355;52851679;16;1
6.504302;46.51726;82356;52831522;18;1
6.937404;46.749385;180670;56171777;5;0
6.509181;46.61266;82357;52881628;14;2
6.929706;46.871691;278984;56121913;33;1
6.501696;46.517238;82358;52811522;7;7
6.237347;46.390598;246214;50761384;287;1
6.524829;46.613686;82359;53001629;18;0
6.522452;46.754006;82360;53001785;5;0
6.508169;46.82316;82361;52901862;9;1
6.528185;46.646998;82362;53031666;3;0
6.529632;46.71628;180676;53051743;6;1
6.552108;46.621998;82364;53211638;23;0
6.629444;46.776405;311762;53821809;241;1
6.553184;46.556334;82365;53211565;19;1
6.754871;46.488457;213450;54751488;6;0
6.55262;46.829811;82366;53241869;40;1
6.563048;46.591496;147909;53291604;15;0
6.558531;46.548279;82367;53251556;47;3
6.492935;46.645812;278994;52761665;6;0
