8500730;195
8500731;243
8500732;305
8500733;295
8500734;299
8500736;78
8500737;264
8500738;665
8501014;489
8501015;465
8501016;398
8501017;339
8501023;308
8501030;2319
8501031;1929
8501032;192
8501033;846
8501034;190
8501035;34
8501036;969
8501037;2350
8501040;809
8501042;158
8501045;312
8501046;908
8501047;1799
8501048;358
8501049;363
8501053;15
8501054;565
8501055;78
8501056;373
8501057;54
8501058;44
8501059;1872
8501060;47
8501061;
8501062;509
8501063;406
8501064;3
8501065;288
8501066;441
8501067;225
8501068;410
8501069;73
8501075;706
8501076;1783
8501077;1994
8501080;192
8501081;6
8501082;4
8501083;17
8501084;46
8501085;31
8501087;18
8501088;6
8501089;
8501090;1520
8501091;239
8501092;23
8501093;155
8501094;273
8501095;386
8501096;575
8501097;87
8501098;7
8501099;297
8501100;155
8501102;678
8501103;678
8501104;65
8501105;67
8501106;149
8501107;31
8501108;580
8501109;75
8501110;40
8501111;137
8501112;1035
8501113;18
8501114;98
8501115;460
8501116;122
8501117;2206
8501118;4501
8501119;2132
8501120;2767
8501121;1663
8501122;824
8501123;185
8501124;879
8501125;255
8501126;125
8501127;205
8501128;2642
8501129;2502
8501139;1620
8501140;1832
8501141;156
8501142;6
8501143;17
8501146;
8501147;40
8501148;39
8501150;44
8501151;106
8501152;10
8501153;267
8501154;40
8501155;37
8501156;111
8501157;672
8501158;246
8501159;254
8501160;5026
8501161;3119
8501162;4187
8501163;2174
8501164;119
8501165;111
8501166;1067
8501167;263
8501168;32
8501169;1140
8501170;328
8501171;797
8501172;466
8501173;1568
8501174;938
8501175;58
8501176;248
8501177;266
8501178;554
8501179;
8501180;2254
8501181;2299
8501183;3008
8501184;1602
8501187;931
8501189;440
8501190;100
8501191;1362
8501192;
8501194;100
8501198;351
8501199;158
8501200;2647
8501201;2076
8501202;319
8501203;3296
8501207;2354
8501208;2240
8501209;2709
8501210;1736
8501211;1282
8501212;200
8501213;
8501214;576
8501215;1291
8501216;2427
8501217;613
8501218;2862
8501227;996
8501228;954
8501230;1063
8501234;3
8501243;122
8501247;1443
8501248;2415
8501249;1783
8501250;1142
8501251;515
8501252;160
8501253;439
8501254;520
8501255;285
8501256;160
8501260;1526
8501261;519
8501262;672
8501263;101
8501264;1013
8501265;723
8501266;548
8501267;1794
8501268;390
8501269;246
8501277;290
8501278;430
8501280;749
8501281;1392
8501282;613
8501283;379
8501284;348
8501285;47
8501286;55
8501287;83
8501288;3
8501289;570
8501296;240
8501297;260
8501298;550
8501299;472
8501300;1706
8501301;568
8501302;315
8501303;867
8501304;864
8501306;76
8501308;400
8501312;2182
8501313;670
8501314;653
8501316;386
8501317;556
8501318;854
8501319;251
8501320;925
8501330;1609
8501333;2099
8501343;7
8501344;
8501345;10
8501346;36
8501347;148
8501348;58
8501349;14
8501350;193
8501351;37
8501352;1646
8501353;1462
8501354;
8501357;58
8501358;
8501359;174
8501360;1926
8501361;120
8501362;84
8501363;25
8501364;55
8501365;14
8501366;3
8501367;
8501368;
8501369;
8501370;393
8501371;949
8501372;13
8501373;3
8501374;539
8501375;926
8501376;98
8501377;211
8501380;1332
8501381;1669
8501382;149
8501383;490
8501384;209
8501385;17
8501386;
8501388;18
8501390;730
8501391;18
8501392;191
8501393;6
8501394;512
8501395;159
8501396;30
8501397;265
8501400;1092
8501401;56
8501402;575
8501446;
8501447;228
8501452;47
8501458;129
8501459;16
8501461;834
8501467;180
8501468;72
8501469;6
8501470;
8501471;
8501472;10
8501473;8
8501474;205
8501475;9
8501476;45
8501477;35
8501479;294
8501480;9
8501481;775
8501482;1293
8501483;894
8501484;220
8501485;37
8501486;
8501487;1079
8501488;56
8501490;6
8501491;72
8501492;280
8501493;145
8501494;175
8501495;428
8501497;3
8501498;6
8501499;3
8501554;1165
8501555;3
8501557;166
8501558;65
8501700;13
8501701;14
8501702;3
8501704;
8501705;
8501706;6
8501707;6
8501708;18
8501711;3
8501725;1069
8501727;19
8501733;12
8501734;465
8501757;1287
8501758;25
8501759;210
8501763;70
8501766;70
8501776;164
8501777;114
8501778;73
8501792;82
8501793;
8501799;43
8501850;613
8501851;1057
8501852;251
8501853;276
8501854;369
8501855;421
8501856;437
8501857;462
8501860;246
8501862;
8501863;117
8501865;579
8501867;61
8501868;31
8501870;1270
8501871;432
8501872;251
8501873;33
8501892;165
8501894;127
8501966;519
8501967;352
8501968;288
8501969;267
