8500730;642
8500731;344
8500732;664
8500733;622
8500734;522
8500736;310
8500737;1157
8500738;989
8501014;1407
8501015;2005
8501016;2062
8501017;1447
8501023;2100
8501030;9207
8501031;7513
8501032;320
8501033;3932
8501034;1054
8501035;196
8501036;3085
8501037;8299
8501040;3372
8501042;814
8501045;1776
8501046;1055
8501047;5146
8501048;3290
8501049;1547
8501053;120
8501054;3541
8501055;217
8501056;664
8501057;54
8501058;358
8501059;7633
8501060;145
8501061;49
8501062;1326
8501063;1591
8501064;289
8501065;1172
8501066;1279
8501067;672
8501068;978
8501069;107
8501075;3982
8501076;9251
8501077;7490
8501080;646
8501081;353
8501082;93
8501083;417
8501084;420
8501085;31
8501087;686
8501088;9
8501089;134
8501090;3123
8501091;1073
8501092;340
8501093;574
8501094;703
8501095;463
8501096;1371
8501097;985
8501098;7
8501099;737
8501100;374
8501102;1757
8501103;1757
8501104;110
8501105;230
8501106;451
8501107;492
8501108;1628
8501109;107
8501110;346
8501111;148
8501112;3020
8501113;374
8501114;107
8501115;2376
8501116;887
8501117;6389
8501118;17228
8501119;16091
8501120;15864
8501121;9151
8501122;3689
8501123;703
8501124;1772
8501125;386
8501126;557
8501127;283
8501128;16430
8501129;12601
8501139;17161
8501140;16350
8501141;1416
8501142;1297
8501143;1191
8501146;6
8501147;2020
8501148;628
8501150;1249
8501151;312
8501152;71
8501153;398
8501154;63
8501155;70
8501156;458
8501157;1722
8501158;561
8501159;774
8501160;18064
8501161;21179
8501162;15963
8501163;8625
8501164;2336
8501165;710
8501166;3448
8501167;1380
8501168;1131
8501169;3681
8501170;1685
8501171;1092
8501172;860
8501173;4361
8501174;4255
8501175;316
8501176;549
8501177;1041
8501178;2411
8501179;13
8501180;16028
8501181;17301
8501183;11811
8501184;5907
8501187;8987
8501189;4713
8501190;679
8501191;3771
8501192;52
8501194;679
8501198;1009
8501199;1540
8501200;14531
8501201;9403
8501202;1697
8501203;7351
8501207;16778
8501208;14713
8501209;10615
8501210;3974
8501211;3191
8501212;3178
8501213;2855
8501214;3879
8501215;6638
8501216;8189
8501217;10744
8501218;12630
8501227;3605
8501228;4610
8501230;2591
8501234;319
8501243;499
8501247;8344
8501248;8599
8501249;9251
8501250;8565
8501251;4681
8501252;2965
8501253;2387
8501254;2298
8501255;2006
8501256;183
8501260;3717
8501261;5175
8501262;2231
8501263;1484
8501264;2964
8501265;2813
8501266;3368
8501267;3704
8501268;493
8501269;458
8501277;1071
8501278;679
8501280;2243
8501281;3463
8501282;2784
8501283;1559
8501284;1095
8501285;239
8501286;184
8501287;227
8501288;105
8501289;1012
8501296;373
8501297;712
8501298;942
8501299;1434
8501300;7232
8501301;2532
8501302;1636
8501303;4367
8501304;1450
8501306;612
8501308;1514
8501312;6003
8501313;2547
8501314;3647
8501316;913
8501317;1328
8501318;3728
8501319;5389
8501320;3650
8501330;2829
8501333;5637
8501343;73
8501344;3
8501345;41
8501346;124
8501347;323
8501348;211
8501349;112
8501350;326
8501351;244
8501352;6825
8501353;7333
8501354;
8501357;114
8501358;
8501359;2319
8501360;7125
8501361;2259
8501362;2805
8501363;1335
8501364;1045
8501365;54
8501366;9
8501367;
8501368;
8501369;
8501370;2235
8501371;1053
8501372;20
8501373;3
8501374;2040
8501375;2616
8501376;1673
8501377;342
8501380;7146
8501381;4884
8501382;4238
8501383;2388
8501384;939
8501385;51
8501386;
8501388;42
8501390;4840
8501391;91
8501392;422
8501393;42
8501394;1475
8501395;279
8501396;176
8501397;551
8501400;6538
8501401;118
8501402;2307
8501446;6
8501447;882
8501452;115
8501458;996
8501459;84
8501461;2104
8501467;1883
8501468;518
8501469;56
8501470;48
8501471;26
8501472;16
8501473;193
8501474;339
8501475;42
8501476;133
8501477;148
8501479;846
8501480;743
8501481;2922
8501482;3197
8501483;2767
8501484;1634
8501485;236
8501486;
8501487;2835
8501488;143
8501490;242
8501491;388
8501492;621
8501493;401
8501494;638
8501495;1302
8501497;42
8501498;9
8501499;9
8501554;3417
8501555;6
8501557;305
8501558;310
8501700;41
8501701;33
8501702;18
8501704;
8501705;
8501706;67
8501707;328
8501708;135
8501711;3
8501725;3243
8501727;291
8501733;279
8501734;909
