8500730;571
8500731;291
8500732;479
8500733;522
8500734;473
8500736;237
8500737;853
8500738;884
8501014;1099
8501015;1628
8501016;1716
8501017;1062
8501023;1618
8501030;6762
8501031;5804
8501032;291
8501033;2831
8501034;1022
8501035;120
8501036;2746
8501037;7517
8501040;2813
8501042;673
8501045;1353
8501046;1003
8501047;4251
8501048;2517
8501049;1228
8501053;113
8501054;2675
8501055;145
8501056;595
8501057;54
8501058;229
8501059;6049
8501060;131
8501061;30
8501062;1264
8501063;1244
8501064;84
8501065;853
8501066;1113
8501067;656
8501068;841
8501069;94
8501075;3004
8501076;6842
8501077;6440
8501080;557
8501081;179
8501082;32
8501083;371
8501084;287
8501085;31
8501087;563
8501088;6
8501089;87
8501090;2579
8501091;848
8501092;282
8501093;366
8501094;607
8501095;463
8501096;1303
8501097;684
8501098;7
8501099;724
8501100;295
8501102;1489
8501103;1489
8501104;110
8501105;227
8501106;422
8501107;362
8501108;1418
8501109;104
8501110;338
8501111;148
8501112;2672
8501113;234
8501114;107
8501115;2023
8501116;624
8501117;5345
8501118;13622
8501119;13009
8501120;11087
8501121;6589
8501122;2763
8501123;447
8501124;1676
8501125;358
8501126;389
8501127;269
8501128;13099
8501129;9999
8501139;11398
8501140;13121
8501141;1008
8501142;425
8501143;878
8501146;
8501147;977
8501148;280
8501150;629
8501151;292
8501152;41
8501153;398
8501154;60
8501155;57
8501156;281
8501157;1514
8501158;465
8501159;609
8501160;14222
8501161;15469
8501162;13144
8501163;6440
8501164;1234
8501165;463
8501166;3161
8501167;1015
8501168;603
8501169;3424
8501170;1431
8501171;1088
8501172;839
8501173;4012
8501174;3439
8501175;278
8501176;541
8501177;798
8501178;2047
8501179;10
8501180;11308
8501181;11819
8501183;9384
8501184;4650
8501187;7096
8501189;3252
8501190;465
8501191;3130
8501192;30
8501194;465
8501198;842
8501199;1271
8501200;12363
8501201;8279
8501202;1059
8501203;6517
8501207;12011
8501208;11345
8501209;8247
8501210;3417
8501211;2420
8501212;1702
8501213;1818
8501214;1990
8501215;5309
8501216;6676
8501217;6451
8501218;10021
8501227;3152
8501228;4067
8501230;1764
8501234;157
8501243;411
8501247;6137
8501248;6802
8501249;6842
8501250;6416
8501251;3124
8501252;1627
8501253;1788
8501254;1934
8501255;1418
8501256;183
8501260;2985
8501261;3695
8501262;1548
8501263;1021
8501264;2566
8501265;2122
8501266;2410
8501267;3121
8501268;490
8501269;437
8501277;915
8501278;612
8501280;1738
8501281;3100
8501282;2150
8501283;1285
8501284;942
8501285;125
8501286;137
8501287;187
8501288;99
8501289;992
8501296;363
8501297;505
8501298;906
8501299;1091
8501300;6332
8501301;2023
8501302;1264
8501303;3645
8501304;1430
8501306;457
8501308;1345
8501312;5222
8501313;2109
8501314;2844
8501316;437
8501317;1015
8501318;3103
8501319;4085
8501320;2607
8501330;2461
8501333;4890
8501343;70
8501344;3
8501345;36
