8500730;831
8500731;410
8500732;998
8500733;767
8500734;643
8500736;524
8500737;1680
8500738;1306
8501014;1899
8501015;3083
8501016;2501
8501017;1814
8501023;3287
8501030;11793
8501031;10386
8501032;416
8501033;6022
8501034;1176
8501035;461
8501036;3771
8501037;10532
8501040;5197
8501042;1011
8501045;2515
8501046;1495
8501047;6283
8501048;5095
8501049;2142
8501053;189
8501054;6695
8501055;323
8501056;1022
8501057;60
8501058;785
8501059;11107
8501060;167
8501061;68
8501062;1640
8501063;2194
8501064;1005
8501065;1729
8501066;1550
8501067;750
8501068;1157
8501069;127
8501075;8187
8501076;12077
8501077;8884
8501080;853
8501081;1335
8501082;408
8501083;450
8501084;813
8501085;54
8501087;913
8501088;13
8501089;228
8501090;5367
8501091;1371
8501092;353
8501093;1155
8501094;959
8501095;463
8501096;1473
8501097;1265
8501098;20
8501099;754
8501100;618
8501102;2338
8501103;2338
8501104;137
8501105;242
8501106;490
8501107;604
8501108;2163
8501109;111
8501110;346
8501111;158
8501112;3464
8501113;725
8501114;115
8501115;3109
8501116;1149
8501117;7706
8501118;22657
8501119;21471
8501120;27220
8501121;14062
8501122;4610
8501123;1170
8501124;2149
8501125;673
8501126;1154
8501127;436
8501128;27065
8501129;17111
8501139;27623
8501140;21221
8501141;2478
8501142;3180
8501143;2651
8501146;6
8501147;4850
8501148;2778
8501150;3725
8501151;491
8501152;112
8501153;401
8501154;63
8501155;142
8501156;653
8501157;2099
8501158;925
8501159;906
8501160;31046
8501161;29399
8501162;24072
8501163;14572
8501164;5502
8501165;2002
8501166;3646
8501167;2691
8501168;2211
8501169;4092
8501170;2927
8501171;1092
8501172;868
8501173;5089
8501174;4803
8501175;321
8501176;604
8501177;1308
8501178;3501
8501179;45
8501180;27758
8501181;29223
8501183;15996
8501184;9888
8501187;12636
8501189;8592
8501190;2333
8501191;5246
8501192;92
8501194;2333
8501198;1296
8501199;2214
8501200;17663
8501201;12529
8501202;3292
8501203;9305
8501207;28233
8501208;22669
8501209;17055
8501210;5500
8501211;6961
8501212;8095
8501213;4683
8501214;7769
8501215;8961
8501216;10994
8501217;17905
8501218;17858
8501227;5408
8501228;6298
8501230;4265
8501234;589
8501243;1073
8501247;12173
8501248;12456
8501249;12077
8501250;11300
8501251;10090
8501252;6043
8501253;3599
8501254;3120
8501255;2676
8501256;183
8501260;5888
8501261;7826
8501262;5523
8501263;2949
8501264;3629
8501265;4296
8501266;5096
8501267;5033
8501268;509
8501269;461
8501277;1383
8501278;700
8501280;3049
8501281;4452
8501282;4102
8501283;2571
8501284;1795
8501285;928
8501286;325
8501287;295
8501288;157
8501289;1023
8501296;411
8501297;1408
8501298;948
8501299;1662
8501300;9430
8501301;4851
8501302;2045
8501303;5007
8501304;1506
8501306;1585
8501308;3791
8501312;8079
8501313;4509
8501314;4741
8501316;2036
8501317;1896
8501318;4868
8501319;8238
8501320;5209
8501330;3444
8501333;7381
8501343;149
8501344;17
8501345;44
8501346;198
8501347;445
8501348;474
8501349;186
8501350;364
8501351;384
8501352;9538
8501353;9353
8501354;
8501357;147
8501358;
8501359;3863
8501360;8664
8501361;4627
8501362;4385
8501363;1679
8501364;1087
8501365;90
8501366;26
8501367;
8501368;
8501369;
8501370;4956
8501371;1218
8501372;39
8501373;3
8501374;3324
8501375;4450
8501376;2343
8501377;358
8501380;9370
8501381;8001
8501382;7673
8501383;4715
8501384;4228
8501385;164
8501386;3
8501388;56
8501390;7197
8501391;107
8501392;437
8501393;152
8501394;1862
8501395;463
8501396;223
8501397;640
8501400;8608
8501401;124
8501402;2814
8501446;12
