8500730;43
8500731;111
8500732;59
8500733;36
8500734;63
8500736;
8500737;27
8500738;123
8501014;75
8501015;108
8501016;36
8501017;51
8501023;7
8501030;63
8501031;153
8501032;88
8501033;26
8501034;4
8501035;7
8501036;251
8501037;
8501040;61
8501042;48
8501045;12
8501046;157
8501047;205
8501048;8
8501049;77
8501053;3
8501054;52
8501055;5
8501056;91
8501057;32
8501058;28
8501059;264
8501060;3
8501061;
8501062;106
8501063;17
8501064;
8501065;4
8501066;42
8501067;20
8501068;43
8501069;46
8501075;50
8501076;71
8501077;201
8501080;41
8501081;
8501082;
8501083;
8501084;3
8501085;5
8501087;
8501088;
8501089;
8501090;196
8501091;57
8501092;
8501093;8
8501094;20
8501095;38
8501096;93
8501097;6
8501098;
8501099;9
8501100;17
8501102;45
8501103;45
8501104;
8501105;
8501106;25
8501107;
8501108;58
8501109;
8501110;7
8501111;50
8501112;75
8501113;
8501114;6
8501115;
8501116;
8501117;153
8501118;425
8501119;
8501120;181
8501121;146
8501122;150
8501123;6
8501124;105
8501125;3
8501126;6
8501127;39
8501128;
8501129;176
8501139;429
8501140;
8501141;
8501142;
8501143;
8501146;
8501147;
8501148;
8501150;
8501151;57
8501152;5
8501153;36
8501154;
8501155;18
8501156;12
8501157;94
8501158;25
8501159;29
8501160;484
8501161;554
8501162;806
8501163;211
8501164;60
8501165;27
8501166;212
8501167;34
8501168;5
8501169;74
8501170;8
8501171;127
8501172;86
8501173;33
8501174;146
8501175;
8501176;53
8501177;88
8501178;13
8501179;
8501180;268
8501181;135
8501183;133
8501184;327
8501187;
8501189;67
8501190;
8501191;195
8501192;
8501194;
8501198;68
8501199;38
8501200;44
8501201;273
8501202;54
8501203;247
8501207;
8501208;141
8501209;498
8501210;476
8501211;
8501212;
8501213;
8501214;
8501215;337
8501216;290
8501217;25
8501218;287
8501227;93
8501228;23
8501230;106
8501234;
8501243;9
8501247;330
8501248;14
8501249;71
8501250;139
8501251;
8501252;21
8501253;73
8501254;74
8501255;60
8501256;82
8501260;131
8501261;63
8501262;52
8501263;3
8501264;101
8501265;126
8501266;10
8501267;426
8501268;74
8501269;103
8501277;
8501278;105
8501280;67
8501281;82
8501282;71
8501283;22
8501284;57
8501285;3
8501286;23
8501287;3
8501288;
8501289;25
8501296;38
8501297;172
8501298;61
8501299;85
8501300;78
8501301;13
8501302;158
8501303;94
8501304;95
8501306;
8501308;55
8501312;220
8501313;90
8501314;3
8501316;124
8501317;76
8501318;149
8501319;38
8501320;13
8501330;88
8501333;230
8501343;
8501344;
8501345;10
8501346;11
8501347;58
8501348;5
8501349;6
8501350;24
8501351;5
8501352;209
8501353;216
8501354;
8501357;10
8501358;
8501359;6
8501360;74
8501361;4
8501362;
8501363;3
8501364;6
8501365;4
8501366;
8501367;
8501368;
8501369;
8501370;99
8501371;10
8501372;
8501373;
8501374;112
8501375;198
8501376;21
8501377;61
8501380;153
8501381;383
8501382;3
8501383;52
8501384;29
8501385;5
8501386;
8501388;3
8501390;71
8501391;7
8501392;23
8501393;
8501394;45
8501395;55
8501396;4
8501397;77
8501400;223
8501401;16
8501402;34
8501446;
8501447;52
8501452;3
8501458;8
8501459;
8501461;111
8501467;39
8501468;28
8501469;
8501470;
8501471;
8501472;6
8501473;
8501474;28
8501475;3
8501476;12
8501477;
8501479;49
8501480;4
8501481;18
8501482;51
8501483;66
8501484;3
8501485;
8501486;
8501487;223
8501488;13
8501490;
8501491;9
8501492;23
8501493;31
8501494;19
8501495;17
8501497;3
8501498;
8501499;3
8501554;87
8501555;
8501557;58
8501558;20
8501700;
8501701;3
8501702;
8501704;
8501705;
8501706;
8501707;3
8501708;3
8501711;3
8501725;163
8501727;
8501733;
8501734;127
8501757;225
8501758;3
8501759;59
8501763;14
8501766;44
8501776;41
8501777;39
8501778;22
8501792;17
8501793;
8501799;11
8501850;103
8501851;165
8501852;73
8501853;36
8501854;28
8501855;53
8501856;71
8501857;99
8501860;73
8501862;
8501863;36
8501865;64
8501867;9
8501868;10
8501870;121
8501871;138
8501872;58
8501873;5
8501892;29
8501894;18
8501966;87
8501967;41
8501968;64
8501969;55
8501970;81
8501974;772
8501975;58
8501978;29
8501980;25
8501981;7
8504000;262
8504003;28
8504007;3
8504009;9
8504010;65
8504011;86
8504012;41
8504013;136
8504014;82
8504015;93
8504016;
8504017;39
8504019;9
8504020;16
8504039;67
8504040;90
8504120;5
8504121;9
8504122;42
8504123;79
8504126;62
8504127;7
8504130;21
8504134;204
8504135;75
8504141;3
8504142;3
8504144;
8504152;63
8504153;44
8504154;15
8504155;39
8504158;24
8504159;43
8504162;
8504163;11
8504164;3
8504165;12
8504166;31
8504169;35
8504171;
8504172;19
8504173;70
8504174;191
8504176;332
8504177;82
8504178;36
8504200;5
8504201;73
8504202;
8504203;35
8504246;
8504263;
8504270;3
8504271;14
8504272;82
8504273;
8504275;
8504277;
8504290;5
8504291;6
8504292;13
8504293;4
8504294;3
8504295;49
8504296;4
8504297;3
8504298;13
8504299;20
8504458;29
8504556;
8504557;17
8504558;
8504569;5
8504571;
8504651;125
8504652;17
8504653;47
8504654;72
8504655;214
8504656;126
8504657;30
8504659;110
8504660;57
8504661;7
8504687;
8504688;
8504689;3
8504691;17
8504694;52
8504695;28
8504696;30
8504698;51
8504712;80
8504728;48
8504754;36
8504758;152
8504759;60
8504774;12
8504775;138
8504780;204
8504781;26
8504789;145
8504790;58
8504886;15
8504903;8
8504954;3
8504955;20
8504956;40
8504958;
8504959;27
8504961;4
8504962;17
8504963;
8504964;182
8504966;33
8504967;63
8504973;34
8504981;65
8504986;55
8504987;84
8504988;41
8504989;42
8504997;
8504998;9
8504999;38
8507650;38
8507651;29
8507652;
8507653;43
8507654;18
8507655;69
8507656;
8507658;48
8507659;13
8507660;52
8507661;4
8507662;
8507663;
8507664;74
8507665;49
8507666;3
8507670;30
8507672;29
8507674;69
8507675;57
8507677;62
8507678;22
8507679;88
8507680;23
8507681;46
8507682;37
8507683;5
8507684;20
8507685;78
8507686;174
8507687;25
8507688;49
8507689;77
8507690;
8507691;74
8507694;29
8507695;63
8507696;63
8507697;22
8507698;61
8507950;3
8507953;62
8507954;50
8507955;66
8507956;33
8507957;7
8507958;6
